SITC1,SITC2,Region Group,Region,Flow Type,Year,Quarter,Value (£ 000's)
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,North West,Exports (000's),2015,Q4,113457
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,Yorkshire and The Humber,Exports (000's),2015,Q1,88921
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,Yorkshire and The Humber,Exports (000's),2015,Q2,79921
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,Yorkshire and The Humber,Exports (000's),2015,Q3,85897
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,Yorkshire and The Humber,Exports (000's),2015,Q4,89536
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,East Midlands,Exports (000's),2015,Q1,142564
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,East Midlands,Exports (000's),2015,Q2,165078
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,East Midlands,Exports (000's),2015,Q3,160576
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,East Midlands,Exports (000's),2015,Q4,137787
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,West Midlands,Exports (000's),2015,Q1,289881
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,West Midlands,Exports (000's),2015,Q2,285179
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,West Midlands,Exports (000's),2015,Q3,257786
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,West Midlands,Exports (000's),2015,Q4,243950
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,East,Exports (000's),2015,Q1,333408
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,East,Exports (000's),2015,Q2,389057
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,East,Exports (000's),2015,Q3,351969
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,East,Exports (000's),2015,Q4,387842
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,London,Exports (000's),2015,Q1,42081
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,London,Exports (000's),2015,Q2,43308
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,London,Exports (000's),2015,Q3,40695
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,London,Exports (000's),2015,Q4,42303
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,South East,Exports (000's),2015,Q1,114818
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,South East,Exports (000's),2015,Q2,117869
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,South East,Exports (000's),2015,Q3,121833
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,South East,Exports (000's),2015,Q4,117532
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,South West,Exports (000's),2015,Q1,88064
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,South West,Exports (000's),2015,Q2,100587
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,South West,Exports (000's),2015,Q3,90872
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,England,South West,Exports (000's),2015,Q4,91052
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,Wales,Wales,Exports (000's),2015,Q1,67607
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,Wales,Wales,Exports (000's),2015,Q2,68832
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,Wales,Wales,Exports (000's),2015,Q3,79112
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,Wales,Wales,Exports (000's),2015,Q4,62055
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,Scotland,Scotland,Exports (000's),2015,Q1,185987
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,Scotland,Scotland,Exports (000's),2015,Q2,169612
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,Scotland,Scotland,Exports (000's),2015,Q3,136729
7 - Machinery & transport equipment,72 - Machinery specialized for particular industries,Scotland,Scotland,Exports (000's),2015,Q4,120272
7 - Machinery & transport equipment,73 - Metalworking machinery,England,North East,Exports (000's),2015,Q1,10954
7 - Machinery & transport equipment,73 - Metalworking machinery,England,North East,Exports (000's),2015,Q2,10877
7 - Machinery & transport equipment,73 - Metalworking machinery,England,North East,Exports (000's),2015,Q3,8652
7 - Machinery & transport equipment,73 - Metalworking machinery,England,North East,Exports (000's),2015,Q4,8498
7 - Machinery & transport equipment,73 - Metalworking machinery,England,North West,Exports (000's),2015,Q1,17189
7 - Machinery & transport equipment,73 - Metalworking machinery,England,North West,Exports (000's),2015,Q2,18978
7 - Machinery & transport equipment,73 - Metalworking machinery,England,North West,Exports (000's),2015,Q3,18880
7 - Machinery & transport equipment,73 - Metalworking machinery,England,North West,Exports (000's),2015,Q4,23506
7 - Machinery & transport equipment,73 - Metalworking machinery,England,Yorkshire and The Humber,Exports (000's),2015,Q1,29939
7 - Machinery & transport equipment,73 - Metalworking machinery,England,Yorkshire and The Humber,Exports (000's),2015,Q2,25442
7 - Machinery & transport equipment,73 - Metalworking machinery,England,Yorkshire and The Humber,Exports (000's),2015,Q3,31240
7 - Machinery & transport equipment,73 - Metalworking machinery,England,Yorkshire and The Humber,Exports (000's),2015,Q4,35232
7 - Machinery & transport equipment,73 - Metalworking machinery,England,East Midlands,Exports (000's),2015,Q1,19850
7 - Machinery & transport equipment,73 - Metalworking machinery,England,East Midlands,Exports (000's),2015,Q2,19694
7 - Machinery & transport equipment,73 - Metalworking machinery,England,East Midlands,Exports (000's),2015,Q3,21883
7 - Machinery & transport equipment,73 - Metalworking machinery,England,East Midlands,Exports (000's),2015,Q4,35522
7 - Machinery & transport equipment,73 - Metalworking machinery,England,West Midlands,Exports (000's),2015,Q1,53342
7 - Machinery & transport equipment,73 - Metalworking machinery,England,West Midlands,Exports (000's),2015,Q2,52928
7 - Machinery & transport equipment,73 - Metalworking machinery,England,West Midlands,Exports (000's),2015,Q3,59012
7 - Machinery & transport equipment,73 - Metalworking machinery,England,West Midlands,Exports (000's),2015,Q4,59222
7 - Machinery & transport equipment,73 - Metalworking machinery,England,East,Exports (000's),2015,Q1,14817
7 - Machinery & transport equipment,73 - Metalworking machinery,England,East,Exports (000's),2015,Q2,15791
7 - Machinery & transport equipment,73 - Metalworking machinery,England,East,Exports (000's),2015,Q3,17122
7 - Machinery & transport equipment,73 - Metalworking machinery,England,East,Exports (000's),2015,Q4,19602
7 - Machinery & transport equipment,73 - Metalworking machinery,England,London,Exports (000's),2015,Q1,5457
7 - Machinery & transport equipment,73 - Metalworking machinery,England,London,Exports (000's),2015,Q2,6816
7 - Machinery & transport equipment,73 - Metalworking machinery,England,London,Exports (000's),2015,Q3,8713
7 - Machinery & transport equipment,73 - Metalworking machinery,England,London,Exports (000's),2015,Q4,8192
7 - Machinery & transport equipment,73 - Metalworking machinery,England,South East,Exports (000's),2015,Q1,17589
7 - Machinery & transport equipment,73 - Metalworking machinery,England,South East,Exports (000's),2015,Q2,19736
7 - Machinery & transport equipment,73 - Metalworking machinery,England,South East,Exports (000's),2015,Q3,22168
7 - Machinery & transport equipment,73 - Metalworking machinery,England,South East,Exports (000's),2015,Q4,22814
7 - Machinery & transport equipment,73 - Metalworking machinery,England,South West,Exports (000's),2015,Q1,20701
7 - Machinery & transport equipment,73 - Metalworking machinery,England,South West,Exports (000's),2015,Q2,22853
7 - Machinery & transport equipment,73 - Metalworking machinery,England,South West,Exports (000's),2015,Q3,17853
7 - Machinery & transport equipment,73 - Metalworking machinery,England,South West,Exports (000's),2015,Q4,26935
7 - Machinery & transport equipment,73 - Metalworking machinery,Wales,Wales,Exports (000's),2015,Q1,7590
7 - Machinery & transport equipment,73 - Metalworking machinery,Wales,Wales,Exports (000's),2015,Q2,8404
7 - Machinery & transport equipment,73 - Metalworking machinery,Wales,Wales,Exports (000's),2015,Q3,7518
7 - Machinery & transport equipment,73 - Metalworking machinery,Wales,Wales,Exports (000's),2015,Q4,8001
7 - Machinery & transport equipment,73 - Metalworking machinery,Scotland,Scotland,Exports (000's),2015,Q1,8577
7 - Machinery & transport equipment,73 - Metalworking machinery,Scotland,Scotland,Exports (000's),2015,Q2,8832
7 - Machinery & transport equipment,73 - Metalworking machinery,Scotland,Scotland,Exports (000's),2015,Q3,7277
7 - Machinery & transport equipment,73 - Metalworking machinery,Scotland,Scotland,Exports (000's),2015,Q4,8279
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,North East,Exports (000's),2015,Q1,139416
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,North East,Exports (000's),2015,Q2,139484
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,North East,Exports (000's),2015,Q3,139708
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,North East,Exports (000's),2015,Q4,211815
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,North West,Exports (000's),2015,Q1,216455
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,North West,Exports (000's),2015,Q2,253267
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,North West,Exports (000's),2015,Q3,224221
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,North West,Exports (000's),2015,Q4,216645
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,Yorkshire and The Humber,Exports (000's),2015,Q1,281149
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,Yorkshire and The Humber,Exports (000's),2015,Q2,264140
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,Yorkshire and The Humber,Exports (000's),2015,Q3,250150
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,Yorkshire and The Humber,Exports (000's),2015,Q4,258462
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,East Midlands,Exports (000's),2015,Q1,198812
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,East Midlands,Exports (000's),2015,Q2,205886
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,East Midlands,Exports (000's),2015,Q3,209096
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,East Midlands,Exports (000's),2015,Q4,208698
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,West Midlands,Exports (000's),2015,Q1,465894
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,West Midlands,Exports (000's),2015,Q2,428481
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,West Midlands,Exports (000's),2015,Q3,412341
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,West Midlands,Exports (000's),2015,Q4,403260
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,East,Exports (000's),2015,Q1,247180
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,East,Exports (000's),2015,Q2,256167
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,East,Exports (000's),2015,Q3,242189
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,East,Exports (000's),2015,Q4,237268
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,London,Exports (000's),2015,Q1,76418
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,London,Exports (000's),2015,Q2,79625
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,London,Exports (000's),2015,Q3,76157
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,London,Exports (000's),2015,Q4,85871
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,South East,Exports (000's),2015,Q1,501765
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,South East,Exports (000's),2015,Q2,490284
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,South East,Exports (000's),2015,Q3,469808
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,South East,Exports (000's),2015,Q4,452502
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,South West,Exports (000's),2015,Q1,301381
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,South West,Exports (000's),2015,Q2,308829
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,South West,Exports (000's),2015,Q3,318281
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,England,South West,Exports (000's),2015,Q4,317538
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,Wales,Wales,Exports (000's),2015,Q1,66226
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,Wales,Wales,Exports (000's),2015,Q2,65069
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,Wales,Wales,Exports (000's),2015,Q3,60383
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,Wales,Wales,Exports (000's),2015,Q4,63540
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,Scotland,Scotland,Exports (000's),2015,Q1,383398
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,Scotland,Scotland,Exports (000's),2015,Q2,369335
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,Scotland,Scotland,Exports (000's),2015,Q3,336367
7 - Machinery & transport equipment,74 - General industrial machinery & eqp. & machine pt.n.e.s.,Scotland,Scotland,Exports (000's),2015,Q4,307188
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,North East,Exports (000's),2015,Q1,9060
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,North East,Exports (000's),2015,Q2,9500
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,North East,Exports (000's),2015,Q3,13659
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,North East,Exports (000's),2015,Q4,11806
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,North West,Exports (000's),2015,Q1,118475
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,North West,Exports (000's),2015,Q2,106339
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,North West,Exports (000's),2015,Q3,107383
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,North West,Exports (000's),2015,Q4,127084
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,Yorkshire and The Humber,Exports (000's),2015,Q1,38301
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,Yorkshire and The Humber,Exports (000's),2015,Q2,29137
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,Yorkshire and The Humber,Exports (000's),2015,Q3,28411
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,Yorkshire and The Humber,Exports (000's),2015,Q4,34406
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,East Midlands,Exports (000's),2015,Q1,48262
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,East Midlands,Exports (000's),2015,Q2,47268
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,East Midlands,Exports (000's),2015,Q3,47913
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,East Midlands,Exports (000's),2015,Q4,57476
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,West Midlands,Exports (000's),2015,Q1,42666
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,West Midlands,Exports (000's),2015,Q2,68194
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,West Midlands,Exports (000's),2015,Q3,38638
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,West Midlands,Exports (000's),2015,Q4,86687
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,East,Exports (000's),2015,Q1,127334
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,East,Exports (000's),2015,Q2,127268
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,East,Exports (000's),2015,Q3,136270
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,East,Exports (000's),2015,Q4,136928
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,London,Exports (000's),2015,Q1,144082
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,London,Exports (000's),2015,Q2,153011
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,London,Exports (000's),2015,Q3,166146
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,London,Exports (000's),2015,Q4,175367
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,South East,Exports (000's),2015,Q1,392847
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,South East,Exports (000's),2015,Q2,374620
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,South East,Exports (000's),2015,Q3,465507
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,South East,Exports (000's),2015,Q4,485829
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,South West,Exports (000's),2015,Q1,42193
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,South West,Exports (000's),2015,Q2,42830
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,South West,Exports (000's),2015,Q3,36303
7 - Machinery & transport equipment,75 - Office machines & adp machines,England,South West,Exports (000's),2015,Q4,45342
7 - Machinery & transport equipment,75 - Office machines & adp machines,Wales,Wales,Exports (000's),2015,Q1,32838
7 - Machinery & transport equipment,75 - Office machines & adp machines,Wales,Wales,Exports (000's),2015,Q2,37500
7 - Machinery & transport equipment,75 - Office machines & adp machines,Wales,Wales,Exports (000's),2015,Q3,32657
7 - Machinery & transport equipment,75 - Office machines & adp machines,Wales,Wales,Exports (000's),2015,Q4,45156
7 - Machinery & transport equipment,75 - Office machines & adp machines,Scotland,Scotland,Exports (000's),2015,Q1,87926
7 - Machinery & transport equipment,75 - Office machines & adp machines,Scotland,Scotland,Exports (000's),2015,Q2,71726
7 - Machinery & transport equipment,75 - Office machines & adp machines,Scotland,Scotland,Exports (000's),2015,Q3,77272
7 - Machinery & transport equipment,75 - Office machines & adp machines,Scotland,Scotland,Exports (000's),2015,Q4,86669
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,North East,Exports (000's),2015,Q1,33718
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,North East,Exports (000's),2015,Q2,13014
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,North East,Exports (000's),2015,Q3,9265
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,North East,Exports (000's),2015,Q4,13928
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,North West,Exports (000's),2015,Q1,121903
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,North West,Exports (000's),2015,Q2,148133
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,North West,Exports (000's),2015,Q3,116011
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,North West,Exports (000's),2015,Q4,101998
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,Yorkshire and The Humber,Exports (000's),2015,Q1,91877
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,Yorkshire and The Humber,Exports (000's),2015,Q2,90402
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,Yorkshire and The Humber,Exports (000's),2015,Q3,93690
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,Yorkshire and The Humber,Exports (000's),2015,Q4,116707
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,East Midlands,Exports (000's),2015,Q1,38923
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,East Midlands,Exports (000's),2015,Q2,36967
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,East Midlands,Exports (000's),2015,Q3,38348
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,East Midlands,Exports (000's),2015,Q4,45229
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,West Midlands,Exports (000's),2015,Q1,54821
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,West Midlands,Exports (000's),2015,Q2,55953
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,West Midlands,Exports (000's),2015,Q3,49380
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,West Midlands,Exports (000's),2015,Q4,49841
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,East,Exports (000's),2015,Q1,155195
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,East,Exports (000's),2015,Q2,144748
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,East,Exports (000's),2015,Q3,145942
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,East,Exports (000's),2015,Q4,173813
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,London,Exports (000's),2015,Q1,263096
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,London,Exports (000's),2015,Q2,252932
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,London,Exports (000's),2015,Q3,264396
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,London,Exports (000's),2015,Q4,318871
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,South East,Exports (000's),2015,Q1,402439
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,South East,Exports (000's),2015,Q2,444187
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,South East,Exports (000's),2015,Q3,429464
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,South East,Exports (000's),2015,Q4,508462
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,South West,Exports (000's),2015,Q1,90382
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,South West,Exports (000's),2015,Q2,99719
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,South West,Exports (000's),2015,Q3,105500
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,England,South West,Exports (000's),2015,Q4,125213
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,Wales,Wales,Exports (000's),2015,Q1,22410
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,Wales,Wales,Exports (000's),2015,Q2,24428
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,Wales,Wales,Exports (000's),2015,Q3,18277
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,Wales,Wales,Exports (000's),2015,Q4,19394
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,Scotland,Scotland,Exports (000's),2015,Q1,53601
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,Scotland,Scotland,Exports (000's),2015,Q2,56411
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,Scotland,Scotland,Exports (000's),2015,Q3,59784
7 - Machinery & transport equipment,76 - Telecomms & sound recording & reproducing app. & eqp.,Scotland,Scotland,Exports (000's),2015,Q4,67916
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,North East,Exports (000's),2015,Q1,131989
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,North East,Exports (000's),2015,Q2,110730
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,North East,Exports (000's),2015,Q3,128126
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,North East,Exports (000's),2015,Q4,129112
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,North West,Exports (000's),2015,Q1,225150
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,North West,Exports (000's),2015,Q2,224170
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,North West,Exports (000's),2015,Q3,215854
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,North West,Exports (000's),2015,Q4,219768
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,Yorkshire and The Humber,Exports (000's),2015,Q1,146228
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,Yorkshire and The Humber,Exports (000's),2015,Q2,140977
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,Yorkshire and The Humber,Exports (000's),2015,Q3,143043
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,Yorkshire and The Humber,Exports (000's),2015,Q4,146850
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,East Midlands,Exports (000's),2015,Q1,231793
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,East Midlands,Exports (000's),2015,Q2,246087
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,East Midlands,Exports (000's),2015,Q3,237508
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,East Midlands,Exports (000's),2015,Q4,242344
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,West Midlands,Exports (000's),2015,Q1,258858
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,West Midlands,Exports (000's),2015,Q2,264984
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,West Midlands,Exports (000's),2015,Q3,246659
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,West Midlands,Exports (000's),2015,Q4,235839
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,East,Exports (000's),2015,Q1,243383
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,East,Exports (000's),2015,Q2,242059
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,East,Exports (000's),2015,Q3,254300
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,East,Exports (000's),2015,Q4,269410
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,London,Exports (000's),2015,Q1,143947
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,London,Exports (000's),2015,Q2,143379
