TERRITORY_ID,LEVEL_ID,NAME_HTML,UNIT,VERSIONS,SECTOR,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
DKZ,1,Extra-Regio,Million EUR,2021,Total,4821,4853.6,4901.02,4954.05,5024.87,5126.53,5274.24,5417.12,5523.94,5623.65,5710.57,5774.69,5820.81,5844.71,5881.01,5945.86,6022.08,6124.4,6245.15,6352.7,6490.48,6666.25,6820.78,6987.9,7099.22,7216.69,7410.48,7644.48,7832.34,7930.79,7943.54,7965.95,8024.78,8112.89,8264.49,8456.69,8613.13,8680.94,8798.17,8912.63,8984.07,9205.81,9449.76,9647.98,9842.52,9727.78
DKZZ,2,Extra-Regio,Million EUR,2021,Total,4821,4853.6,4901.02,4954.05,5024.87,5126.53,5274.24,5417.12,5523.94,5623.65,5710.57,5774.69,5820.81,5844.71,5881.01,5945.86,6022.08,6124.4,6245.15,6352.7,6490.48,6666.25,6820.78,6987.9,7099.22,7216.69,7410.48,7644.48,7832.34,7930.79,7943.54,7965.95,8024.78,8112.89,8264.49,8456.69,8613.13,8680.94,8798.17,8912.63,8984.07,9205.81,9449.76,9647.98,9842.52,9727.78
EE,0,Estonia,Million EUR,2021,Total,,,,,,,,,,,,,,,,18500,19178.54,20170.02,21512.83,22396.24,23482.8,24725.83,26478.75,28685.06,30913.75,33621,37259.39,41307.59,44255.11,45015.72,45688.7,47582.1,49941.25,52133.53,54097.7,55713.6,57508.34,59867.41,62675.32,65574.44,69049.04,72952.31,76311.89,78370.55,80442.6,82689.6
EE0,1,Eesti,Million EUR,2021,Total,,,,,,,,,,,,,,,,18500,19178.54,20170.02,21512.82,22396.23,23482.79,24725.82,26478.74,28685.05,30913.75,33620.99,37259.38,41307.58,44255.1,45015.71,45688.7,47582.1,49941.24,52133.52,54097.7,55713.6,57508.33,59867.4,62675.31,65574.43,69049.03,72952.3,76311.88,78370.55,80442.59,82689.59
EE00,2,Eesti,Million EUR,2021,Total,,,,,,,,,,,,,,,,18500,19178.54,20170.02,21512.82,22396.23,23482.79,24725.82,26478.74,28685.05,30913.75,33620.99,37259.38,41307.58,44255.1,45015.71,45688.7,47582.1,49941.24,52133.52,54097.7,55713.6,57508.33,59867.4,62675.31,65574.43,69049.03,72952.3,76311.88,78370.55,80442.59,82689.59
EL,0,Greece,Million EUR,2021,Total,,,,,,,,,,,,,,,,562599,571578.61,580622.92,594704.88,610047.09,625204.54,640965.02,655366.87,674397.44,693533.96,706086.56,725133.49,749955.76,769034.69,779582.32,779318.06,771724.7,759773.99,747827.52,736462.34,726022.34,716653.71,709526.22,701972.98,694631.75,688078.67,685484.02,685495.08,687367.96,691312.51,696869.88
EL3,1,Attiki,Million EUR,2021,Total,,,,,,,,,,,,,,,,221359,223714.23,226113.78,230240.96,234862.77,239501.02,244703.71,249466.96,255408.49,259680.4,261798.97,266071.08,272012.06,276468.23,278377.12,273082.7,265538.93,257154.55,248516.52,240026.29,231947.67,224719.18,218159.49,212226.17,206264.96,200758.58,196178.92,192700.99,189855.3,187703.68,186079.77
EL30,2,Attiki,Million EUR,2021,Total,,,,,,,,,,,,,,,,221359,223714.23,226113.78,230240.96,234862.77,239501.02,244703.71,249466.96,255408.49,259680.4,261798.97,266071.08,272012.06,276468.23,278377.12,273082.7,265538.93,257154.55,248516.52,240026.29,231947.67,224719.18,218159.49,212226.17,206264.96,200758.58,196178.92,192700.99,189855.3,187703.68,186079.77
EL4,1,"Nisia Aigaiou, Kriti",Million EUR,2021,Total,,,,,,,,,,,,,,,,42816,43151.14,43468.42,44314.8,45107.12,46040.43,46990.48,48056.3,49787.54,51545.23,52648.18,54377.87,57368.78,60265.39,61476.68,62414.56,62487.65,61792.57,61177.4,60755.77,60509.3,60180.45,60210.16,60050.3,60086.1,60011.42,60600.7,61489.89,62618.94,64017.31,65628.57
EL41,2,Voreio Aigaio,Million EUR,2021,Total,,,,,,,,,,,,,,,,7027,7147.11,7255.58,7471.15,7673.5,7847.41,8039.47,8213.92,8482.97,8746.02,8898.08,9080.64,9451,9815.71,9804.33,9873.08,9892.21,9818.25,9753.41,9737.22,9806.85,9797.94,9883.38,9895.42,9909.82,9921.85,10040.58,10220.77,10437.84,10696.43,10987.99
EL42,2,Notio Aigaio,Million EUR,2021,Total,,,,,,,,,,,,,,,,13891,13968.76,14039.84,14204.39,14392.97,14607.6,14887.12,15319.39,15877.12,16281.44,16458.27,16880.51,17476.82,18285.03,18556.34,18748.22,18768.09,18495.18,18056.74,17749.76,17528.87,17289.17,17131.32,16942.54,16927.01,16776.63,16815.94,16930.01,17112.67,17371.97,17691.37
EL43,2,Kriti,Million EUR,2021,Total,,,,,,,,,,,,,,,,21898,22035.28,22172.99,22639.27,23040.66,23585.43,24063.88,24523.01,25427.46,26517.77,27291.83,28416.72,30440.98,32164.68,33116.03,33793.27,33827.37,33479.16,33367.27,33268.82,33173.62,33093.38,33195.51,33212.39,33249.32,33312.94,33744.18,34339.11,35068.43,35948.91,36949.21
EL5,1,Voreia Ellada,Million EUR,2021,Total,,,,,,,,,,,,,,,,161956,165668.39,169506.86,174445.71,179663.13,184774.73,189877.72,194402.63,200242.19,207200.31,212337.48,219062.59,228081.86,234238.14,237949.86,239269.15,238506.18,237423.43,235820.54,234395.64,233076.01,232144.34,231618.84,230620.84,229818.79,229083.16,229590.77,230747.88,232395.43,234591.79,237219.61
EL51,2,"Anatoliki Makedonia, Thraki",Million EUR,2021,Total,,,,,,,,,,,,,,,,25815,26322.62,26823.15,27528.4,28235.64,28988.03,29755.56,30363.21,31125.86,32117.88,32843.53,33846.84,35250.2,36439.47,36718.47,36916.95,36789.03,36379.57,36234.14,36090.63,36041.39,35978.03,36050.32,35973.57,35999.81,35998.88,36167.28,36467.38,36861.46,37360.9,37943.47
EL52,2,Kentriki Makedonia,Million EUR,2021,Total,,,,,,,,,,,,,,,,103283,105721.6,108243.83,111396.5,114869.48,118364.2,121754.86,124914.58,129047.39,133797.33,136969.36,141235.56,147109.74,149854.72,151047.55,151378.91,150789.02,150408.34,149228.32,147950.24,146633.34,145606.45,144779.83,143758.83,142774.21,141866.72,141692.14,141889.53,142356.62,143124.32,144126.76
EL53,2,Dytiki Makedonia,Million EUR,2021,Total,,,,,,,,,,,,,,,,20816,21454.95,22127.11,22908.48,23603.3,24161.36,24795.87,25206.95,25731.56,26351.06,27075.7,27910.09,28897.38,30266.74,31953.84,32427.36,32314,32251.01,32183.2,32275.94,32433.46,32666.03,32861.01,32961.13,33120.49,33243.91,33518.14,33838.36,34221.84,34676.57,35187.92
EL54,2,Ipeiros,Million EUR,2021,Total,,,,,,,,,,,,,,,,12042,12169.22,12312.77,12612.33,12954.71,13261.14,13571.43,13917.89,14337.38,14934.04,15448.89,16070.1,16824.54,17677.21,18230,18545.93,18614.13,18384.51,18174.88,18078.83,17967.82,17893.83,17927.68,17927.31,17924.28,17973.65,18213.21,18552.61,18955.51,19430,19961.46
EL6,1,Kentriki Ellada,Million EUR,2021,Total,,,,,,,,,,,,,,,,136468,139044.85,141533.86,145703.41,150414.07,154888.36,159393.11,163440.98,168959.22,175108.02,179301.93,185621.95,192493.06,198062.93,201778.66,204551.65,205191.94,203403.44,202313.06,201284.64,200489.36,199609.74,199537.73,199075.67,198461.9,198225.51,199113.63,200556.32,202498.29,204999.73,207941.93
EL61,2,Thessalia,Million EUR,2021,Total,,,,,,,,,,,,,,,,36580,37396.17,38265.69,39702.97,41076.63,42333.79,43346.36,44253.86,45523.34,46900.63,47838.84,49125.13,50770.66,51998.21,52960.16,53138.14,53024.72,52251.06,52128.43,51781.51,51589.7,51319.12,51250.34,51132.59,50950.98,50777.82,50927.7,51262.42,51716.42,52304.06,52996.95
EL62,2,Ionia Nisia,Million EUR,2021,Total,,,,,,,,,,,,,,,,8780,8839.25,8903.64,9024.02,9161.64,9347.46,9603.71,9871.54,10160.91,10563.25,10700.82,11042.44,11557.84,11907.52,11948.37,12063.42,12051.97,11895.4,11652.09,11452.66,11330.1,11219,11205.28,11217.88,11155.58,11125.88,11153.66,11230.33,11342.44,11494.19,11677.08
EL63,2,Dytiki Ellada,Million EUR,2021,Total,,,,,,,,,,,,,,,,21373,21470.94,21594.06,21960.13,22372.89,22881.78,23493.79,24059.96,24759.81,25649.38,26277.34,27239.87,28254.21,29422.28,30839.62,31481.56,31343.49,30853.92,30420.59,30166.44,29867.22,29551.79,29433.18,29217.62,29055.65,28878.7,28938.24,29136.16,29429.74,29830.29,30314.83
EL64,2,Sterea Ellada,Million EUR,2021,Total,,,,,,,,,,,,,,,,36839,37636.96,38348.32,39574.19,41129.96,42634.03,44304.79,45633.57,47569.74,49529.3,50855.46,53128.36,55353.06,56887.73,57603.45,58556.25,59140.83,59080.56,59052.92,59120.81,59079.62,59124.19,59316.86,59364.81,59328.7,59511.85,59973.84,60520.37,61208.26,62054.88,63027.07
EL65,2,Peloponnisos,Million EUR,2021,Total,,,,,,,,,,,,,,,,32896,33701.54,34422.14,35442.1,36672.95,37691.31,38644.49,39622.08,40945.45,42465.48,43629.49,45086.17,46557.29,47847.21,48427.07,49312.28,49630.94,49322.51,49059.03,48763.22,48622.71,48395.65,48332.08,48142.77,47971.01,47931.26,48120.2,48407.04,48801.45,49316.32,49926
ES,0,Spain,Million EUR,2021,Total,1271199,1306648.34,1341177.11,1372379.03,1396406.26,1423665.7,1459343.65,1505096.16,1563035.59,1633406.21,1709760.09,1785998.51,1853595.69,1905900.91,1958574.58,2019303.97,2080298.81,2146292.79,2225363.98,2317754.31,2420410.29,2527258.71,2638354.62,2759114.93,2885821.94,3024657.41,3177389.94,3335078.28,3473563.89,3557089.11,3623782.61,3669127.9,3694593.53,3709310.29,3728504.56,3753926.46,3781141.24,3819163.78,3868013.69,3924554.37,3956351.82,3991505.77,4028408.6,4068893.88,4115247.59,4166604.07
ES1,1,Noroeste,Million EUR,2021,Total,131577,134929.29,138073.05,140914.03,142967.9,145269.61,148225.9,152135.62,157026.31,163117.16,169752.58,176486.32,182458.12,186915.6,191390.71,196465.94,201485.14,207170.47,214009.99,221868.42,230573.65,239666.13,249252.49,259627.68,270775.91,282412.53,295538.45,308881.28,320497.88,330147.28,337670.14,342949.49,345942.08,347168.73,347015.53,347163.37,347582.2,348905.73,350807.53,353419.11,354437.57,355012.08,355773.58,356776.6,358184.81,359932.77
ES11,2,Galicia,Million EUR,2021,Total,72561,74166.25,75668.67,76963.74,77827.79,78762.01,80020.45,81880.61,84345.18,87502.72,90971.75,94510.56,97521.55,99755.99,102104.2,104873.72,107699.26,110885.89,114793.21,119286.15,124380.38,129731.67,135219.04,141229.05,147942.42,155297.16,163670.11,172423.87,178408.62,184801.08,189445.71,192117.07,193793.09,194866.07,195104.21,195208.32,195566.28,197214.37,199058.62,201381.83,202642.63,203186.65,203859.58,204689.02,205780.03,207090.94
ES12,2,Principado de Asturias,Million EUR,2021,Total,40789,42011.48,43154.93,44248.37,45079,46081.37,47283.5,48733.04,50434.97,52498.69,54734.82,56980.88,59048.61,60581.42,62034.53,63591.6,65059.79,66768.12,68738.11,70964,73338.39,75826.96,78502.06,81236.41,84022.77,86679.41,89727.56,92495.8,95783.42,97594.92,99470.07,100916.05,102236,102475.4,102323.93,102312.87,102513.25,102473.44,102565.48,102682.43,102606,102666.83,102763.26,102913.97,103156.15,103474.79
ES13,2,Cantabria,Million EUR,2021,Total,18227,18751.56,19249.45,19701.92,20061.11,20426.23,20921.95,21521.97,22246.16,23115.75,24046.01,24994.88,25887.96,26578.19,27251.98,28000.62,28726.09,29516.46,30478.67,31618.27,32854.88,34107.5,35531.39,37162.22,38810.72,40435.96,42140.78,43961.61,46305.84,47751.28,48754.36,49916.37,49912.99,49827.26,49587.39,49642.18,49502.67,49217.92,49183.43,49354.85,49188.94,49158.6,49150.74,49173.61,49248.63,49367.04
ES2,1,Noreste,Million EUR,2021,Total,166605,171193.1,175793.87,179865.2,183101.63,186883.29,191661.73,197529.24,204834.97,213426.56,222500.23,231775.74,239788.16,246357.78,253130.44,260715.9,268298.61,276520.45,286378.83,297826.16,310329.73,323075.14,336009.27,349562.65,363196.71,376396.08,390596.41,405013.41,417020.87,424072.94,430399.72,435203.09,439477.2,441839.65,446523.01,449771.76,452102.97,456759.56,463251.2,469066.41,471721.93,475384.5,479305.39,483627.36,488607.53,494148.1
ES21,2,País Vasco,Million EUR,2021,Total,85463,87539.38,89608.83,91397.36,92838.17,94422.47,96440.43,98866.69,101914.96,105483.71,109171.97,113000.51,116239.79,118833.68,121498.94,124616.23,127705.18,130993.41,134935.28,139583.65,144597.44,149707.16,154792.22,159862.75,165007.35,169469.44,173859.05,177888.27,181519.65,181811.44,182986.37,185033.81,187416.61,188720.19,190619.62,191415.25,190132.91,191100.68,192223.24,192246.41,191794.8,191616.11,191516.31,191573.94,191899.01,192446.39
ES22,2,Comunidad Foral de Navarra,Million EUR,2021,Total,25409,26241.16,27072.25,27795.41,28425.54,29151.46,30039.32,31048.82,32326.09,33848.97,35433.81,37100.15,38609.12,39832.42,41121.82,42548.82,43998.18,45611.75,47586.6,49807.6,52297.75,54922.26,57570.11,60384.23,63244.65,66083.8,69297.21,72779.6,75047.85,76332.2,77239.43,77721.79,77641.09,77830.52,78056.88,78634.91,79546.43,80457.37,81450.02,82472.57,83390.07,84878.2,86417.93,88039.5,89791.3,91656.39
ES23,2,La Rioja,Million EUR,2021,Total,10678,10956.81,11261.68,11525.41,11721.96,11948.4,12253.15,12677.16,13205.16,13857.92,14517,15191.83,15747.1,16216.18,16737.94,17277.21,17787.84,18365.29,19041.84,19835.75,20688.55,21561.28,22567.69,23692.82,24788.01,26118.42,27755.37,29555.98,30853.17,32914.06,34653.19,35114.54,35595.99,36056.5,37346.5,37879.72,38755.82,39744.4,40895.91,42057.38,43078.36,44137.27,45226.79,46361.16,47565.54,48831.66
ES24,2,Aragón,Million EUR,2021,Total,45055,46455.75,47851.11,49147.03,50115.96,51360.97,52928.83,54936.58,57388.76,60235.96,63377.45,66483.26,69192.15,71475.5,73771.73,76273.63,78807.41,81550,84815.11,88599.16,92746,96884.44,101079.25,105622.85,110156.69,114724.42,119684.77,124789.56,129600.19,133015.24,135520.72,137332.95,138823.51,139232.43,140500.01,141841.88,143667.82,145457.12,148682.03,152290.06,153458.7,154752.92,156144.37,157652.76,159351.68,161213.66
ES3,1,Comunidad de Madrid,Million EUR,2021,Total,193501,199083.56,204691.88,209830.2,213834.73,218945.89,225525.74,233563.88,243611.01,255615.18,268736.31,281590.24,293123.98,302362.35,311126.56,320827.3,330077.26,340186.39,352446.37,367294.66,384069.7,401096.71,417873.79,435774.93,454013.43,474656.22,494647.63,513317.96,531575.37,539857.28,548776.31,553779.43,561524.48,567929.84,574101.53,583462.11,594937.49,607247.56,624165.91,643254.09,658817.13,676492.73,694757.94,713981.37,734727.98,756800.69
ES30,2,Comunidad de Madrid,Million EUR,2021,Total,193501,199083.56,204691.88,209830.2,213834.73,218945.89,225525.74,233563.88,243611.01,255615.18,268736.31,281590.24,293123.98,302362.35,311126.56,320827.3,330077.26,340186.39,352446.37,367294.66,384069.7,401096.71,417873.79,435774.93,454013.43,474656.22,494647.63,513317.96,531575.37,539857.28,548776.31,553779.43,561524.48,567929.84,574101.53,583462.11,594937.49,607247.56,624165.91,643254.09,658817.13,676492.73,694757.94,713981.37,734727.98,756800.69
ES4,1,Centro,Million EUR,2021,Total,157209,162118.66,166928.23,171283.65,174695.75,178612.15,183664.25,189760.12,197416.38,206666.65,216612.55,226782.96,236174.76,243605.99,251158.17,259400.99,267585.67,276595.99,287195.99,298886.78,311550.8,324305.97,338245.21,353574.44,370118.74,389939.11,414247.85,441069.19,460514.44,475668.26,487712.51,495364.15,498979.21,500958.58,503286.17,508118.34,513956.48,519665.59,525806.48,531521.14,533395.76,535770.93,538540.44,541644.13,545298.92,549421.32
ES41,2,Castilla y León,Million EUR,2021,Total,84475,87023.93,89554.41,91703.41,93372.03,95563.25,98398.93,101778.46,106047.37,111149.07,116568.98,122048.1,127226.51,131209.62,135245.88,139491.13,143760.44,148531.35,154093.92,160181.59,166779.97,173475.71,180440.63,188180.38,196278.55,205423.82,216471.64,228146.33,236718.87,243090.08,248288.87,251128.87,252752.4,253850.17,254901.72,257453.94,259993.55,262865.42,265791.31,268309.8,268958.65,269392.04,270027.72,270807.76,271828.95,273052.95
ES42,2,Castilla-la Mancha,Million EUR,2021,Total,48249,49773.02,51243.1,52636.32,53815.14,54923.2,56330.83,58002,60094.48,62623.43,65365.45,68237.53,70730.68,72811.21,75010.82,77493.39,79946.05,82629.05,85843.11,89375.2,93189.66,97031.76,101531.45,106337.56,111845.61,119476.56,129313.55,141048.05,149897.04,156323.71,161414.77,165066.52,166830.46,167480.12,168350.88,169777.56,171972.13,173963.43,176142.7,178236.84,179390.01,180758.5,182259.8,183890.61,185732.65,187755.3
ES43,2,Extremadura,Million EUR,2021,Total,24485,25321.71,26130.72,26943.92,27508.58,28125.7,28934.49,29979.66,31274.53,32894.15,34678.12,36497.33,38217.57,39585.16,40901.47,42416.47,43879.18,45435.59,47258.96,49329.99,51581.17,53798.5,56273.13,59056.5,61994.58,65038.73,68462.66,71874.81,73898.53,76254.47,78008.87,79168.76,79396.35,79628.29,80033.57,80886.84,81990.8,82836.74,83872.47,84974.5,85047.1,85620.39,86252.92,86945.76,87737.32,88613.07
ES5,1,Este,Million EUR,2021,Total,373098,382937.62,392196.36,400505.3,406735.16,413954.1,423893.74,436998.73,453626.86,473966.83,496257.87,518290.07,537528.97,552182.04,566951.01,584762.04,603080.74,622618.17,646237.79,673822.99,705012.13,737099.25,770033.03,806204.77,842646.43,881122.89,922692.05,966080.35,1009188.48,1031145.39,1046582.46,1058677.6,1061119.77,1061473.32,1065237.8,1070733.01,1075005.59,1083314.16,1093591.48,1108572.26,1116702.94,1125815.33,1135167.4,1145580.05,1157738.77,1171380.81
ES51,2,Cataluña,Million EUR,2021,Total,231944,238207.56,244142.29,249479.48,253497.36,258185.16,264530.41,272876.89,283395.1,296053.01,309914.75,323774.26,335948.98,345248.21,354272.68,364923.53,375831.93,387253.13,401163.67,417497.79,435937.3,454020.14,472183.34,491671.26,511099.97,530998.15,551838.5,573768.79,594890.83,606143.63,614401.73,622609.85,624067.18,625513.12,629052.29,633440.85,636744.84,641469.17,646928.04,657313.44,662320.34,667844.37,673737.87,680284.3,687904.94,696438.59
ES52,2,Comunidad Valenciana,Million EUR,2021,Total,113895,116622.31,119117.33,121371.23,123028.97,124428.53,126701.53,129901.87,134033.03,139313.58,145269.39,151045.28,156032.17,159803.21,163886.97,169018.1,174307.75,180102.46,187088.82,195201.02,204317.23,214452.33,225505.28,238202.51,251360.99,265700.22,281898.76,298719.98,317291.21,325594.79,330846.8,333720.82,334440.59,332860.95,332457.04,332844.95,333386.86,335649.36,337986.09,340252.6,341318.76,342893.84,344603.26,346607.63,349102.47,352011.07
ES53,2,Illes Balears,Million EUR,2021,Total,27259,28107.75,28936.74,29654.59,30208.83,31340.41,32661.8,34219.97,36198.73,38600.24,41073.73,43470.53,45547.82,47130.62,48791.36,50820.41,52941.06,55262.58,57985.3,61124.18,64757.6,68626.78,72344.41,76331,80185.47,84424.52,88954.79,93591.58,97006.44,99406.97,101333.93,102346.93,102612,103099.25,103728.47,104447.21,104873.89,106195.63,108677.35,111006.22,113063.84,115077.12,116826.27,118688.12,120731.36,122931.15
ES6,1,Sur,Million EUR,2021,Total,204892,210722.95,216513.39,221697.53,225756.25,229554.95,234492.57,241233.2,250111.76,261219.13,273204.03,285137.27,295643.06,303413.36,311578.62,321115.72,330901.35,341324.52,353639.01,368242.19,384358.82,402160.24,421275.02,442760.72,467252.09,495359.55,527393.42,561413.79,590501.95,609839.26,624772.02,634153.09,638585.13,641741.69,645498.66,648853.11,651802.02,656511.87,662639.63,669778.6,672534.56,673947.39,675644.4,677823.89,680811.88,684478.31
ES61,2,Andalucía,Million EUR,2021,Total,176418,181573.83,186724.1,191418.94,195076.63,198333.5,202653.37,208520.08,216148.77,225663.22,235952.01,246162.09,255136.85,261738.97,268652.11,276782.9,285186.59,294020.27,304367.92,316638.89,330171.76,345111.16,361384.88,379322.55,399486.05,422079.88,447413.67,474477.33,497152.58,512472.03,524090.9,531551.79,535295.38,538260.45,541779.03,544372.98,545626.88,549499.2,553455.36,557739.26,559330.8,559820.32,560504.11,561566.97,563268.62,565504.25
ES62,2,Región de Murcia,Million EUR,2021,Total,26859,27572.94,28253.33,28785.91,29244.89,29767.67,30363.17,31193.55,32372,33897.37,35505.79,37138.06,38613.06,39760.92,40982.87,42356.09,43720.74,45284.01,47190.73,49452.53,51937.65,54659.85,57375.83,60740.64,64915.04,70182.69,76626.49,83298.79,89413.22,93168.76,96186.77,97932.28,98529.55,98650.02,98806.86,99536.88,101262.95,102095.91,104277.47,107123.28,108302.73,109191.15,110157.57,111218.92,112435.84,113785.33
ES63,2,Ciudad Autónoma de Ceuta,Million EUR,2021,Total,820,797.75,774.69,749.96,717.63,724.27,732.52,751.47,784.48,815.39,856.4,898.91,923.57,929.97,941.27,953.94,958.26,966.81,992.37,1022.83,1067.13,1145.14,1210.72,1303.65,1379.01,1491.43,1621.18,1769.81,1962.33,2127.12,2330.89,2431.98,2500.83,2577,2645.63,2663.12,2631.5,2618.3,2609.21,2617.33,2614.77,2610.77,2613.18,2619.49,2632.4,2650.81
ES64,2,Ciudad Autónoma de Melilla,Million EUR,2021,Total,795,778.44,761.27,742.72,717.1,729.5,743.52,768.09,806.52,843.15,889.83,938.22,969.58,983.5,1002.37,1022.79,1035.77,1053.43,1087.99,1127.94,1182.28,1244.09,1303.59,1393.88,1471.99,1605.55,1732.07,1867.86,1973.82,2071.35,2163.46,2237.05,2259.38,2254.22,2267.14,2280.13,2280.7,2298.46,2297.58,2298.72,2286.25,2325.16,2369.54,2418.51,2475.01,2537.92
ES7,1,Canarias,Million EUR,2021,Total,43643,44985.95,46300.99,47604.11,48640.95,49775.93,51209.78,53200.43,55722.62,58692.38,61975.27,65196.58,68126.61,70308.01,72479.97,75250.08,78097.98,81096.97,84662.57,89000.09,93676.67,98959.67,104620.15,110447.76,116545.39,123064.27,130120.09,137012.51,141827.13,143826.46,145325.57,146401.47,146336.16,145517.3,144185.35,143224.66,143193.13,144207.2,145207.3,146430.67,146221.42,146419.87,146398.64,146475.63,146719.21,147101.43
ES70,2,Canarias,Million EUR,2021,Total,43643,44985.95,46300.99,47604.11,48640.95,49775.93,51209.78,53200.43,55722.62,58692.38,61975.27,65196.58,68126.61,70308.01,72479.97,75250.08,78097.98,81096.97,84662.57,89000.09,93676.67,98959.67,104620.15,110447.76,116545.39,123064.27,130120.09,137012.51,141827.13,143826.46,145325.57,146401.47,146336.16,145517.3,144185.35,143224.66,143193.13,144207.2,145207.3,146430.67,146221.42,146419.87,146398.64,146475.63,146719.21,147101.43
ESZ,1,Extra-Regio,Million EUR,2021,Total,674,677.21,679.34,679.01,673.89,669.78,669.94,674.94,685.68,702.32,721.25,739.33,752.03,755.78,759.1,766,772.06,779.83,793.43,813.02,838.79,895.6,1045.66,1161.98,1273.24,1706.76,2154.04,2289.79,2437.77,2532.24,2543.88,2599.58,2629.5,2681.18,2656.51,2600.1,2561.36,2552.11,2544.16,2512.09,2520.51,2662.94,2820.81,2984.85,3158.49,3340.64
ESZZ,2,Extra-Regio,Million EUR,2021,Total,674,677.21,679.34,679.01,673.89,669.78,669.94,674.94,685.68,702.32,721.25,739.33,752.03,755.78,759.1,766,772.06,779.83,793.43,813.02,838.79,895.6,1045.66,1161.98,1273.24,1706.76,2154.04,2289.79,2437.77,2532.24,2543.88,2599.58,2629.5,2681.18,2656.51,2600.1,2561.36,2552.11,2544.16,2512.09,2520.51,2662.94,2820.81,2984.85,3158.49,3340.64
EU27_2020,9,European Union - 27 countries (from 2020),Million EUR,2021,Total,,,,,,,,,,,,,,,,25876771.13,26371865.43,26890026.79,27478512.77,28126659.76,28820244.6,29480951.38,30064616.51,30633614.77,31225902.46,31851694.8,32574938.85,33399174.41,34164467.14,34594271.56,34983301.81,35397268.66,35719651.49,35971919.47,36248153.67,36588517.11,36968107.24,37406680.55,37892233.87,38501425.03,38906257.81,39372664.32,39889085.32,40410560.98,40945085.14,41516369.58
FI,0,Finland,Million EUR,2021,Total,330000,340659.79,352183.61,364144.34,375085.33,386693.23,398047.64,410214.25,424920.13,442705.98,457759.27,465337.85,467803.64,466375.28,465354.59,467105.81,470909.9,477320.61,486416.82,496150.17,507159.61,517911.39,526420.78,535213.1,545060.6,555590.78,566047.25,580424.1,594138.22,600855.19,607989.07,616585.24,624693.06,630402.19,635239.52,640077.52,648720.67,659489.95,671644.25,682439.22,692319.23,702289.85,713549.02,721924.55,730239.17,739021.53
FI1,1,Manner-Suomi,Million EUR,2021,Total,328106,338688.48,350129.33,362001.16,372856.08,384374.25,395639.56,407709.94,422302.41,439954.95,454886.26,462390.74,464816.5,463374.94,462337.48,464049.69,467798.79,474133.69,483131.37,492756.82,503648.68,514353.46,522792.04,531648.77,541295.14,551594.89,562093.09,576409.47,589831.81,596501.54,603613.65,611815.11,619645.68,625335.54,630184.95,634962.4,643595.72,654368.75,666440.49,677169.14,686995.18,696822.93,707940.55,716193.92,724386.08,733056.85
FI19,2,Länsi-Suomi,Million EUR,2021,Total,187802,194541.94,201263.58,207701.42,213240,218666.17,223632.71,228572.98,233946.06,239613.17,244223.32,246696.45,247716.19,247585.02,247523.35,248087.55,249108.95,250729.92,252897.44,255198,257746.34,259697.03,261536.44,263186.75,265157.4,267850.62,270327.14,272996.17,275480,276669.49,278049.94,280257.54,282568.92,283401.19,284431.88,285434.07,287509.13,289963.12,292566.11,294570.25,296676.25,298332.48,300327.87,301704.64,303063.75,304520.8
FI1B,2,Helsinki-Uusimaa,Million EUR,2021,Total,44170,45250.8,46629.78,48259.78,49855.41,51745.27,53709.91,56026.39,59054.84,62925.13,66318.12,67886.25,68170.93,67343.69,66685.81,66926.91,67900.91,69746.61,72667.53,75920.06,79736.17,83226.2,86547.05,89577.08,92879.12,96265.89,100338.39,106455.87,111508.18,114167.39,117147.14,119184.66,121544.41,124960.52,126965.04,129380.87,134096.04,139572.25,145343.46,152088.98,157176.56,163008.6,169380.56,174536.54,179684.58,185057.85
FI1C,2,Etelä-Suomi,Million EUR,2021,Total,44998,46186.43,47636.87,49302.97,50912.92,52770.59,54682.47,56804.28,59500.51,63041.48,66049.29,67418.67,67714.08,67251.75,66853.76,67013.3,67570.29,68665.07,70259.19,71921,73738.76,76366.25,77327.94,79213.16,80651.28,82576.18,84136.97,86292.93,88255.9,88786.09,89457.09,90418.11,91322.44,91310.47,91358.98,91283.78,91566.27,92226.16,93708.48,93901.96,94235.41,94311.57,94671.55,94577.01,94457.43,94395.07
FI1D,2,Pohjois- ja Itä-Suomi,Million EUR,2021,Total,51136,52709.31,54599.09,56736.99,58847.75,61192.22,63614.48,66306.29,69801.01,74375.17,78295.53,80389.38,81215.31,81194.47,81274.56,82021.92,83218.65,84992.1,87307.21,89717.77,92427.4,95064,97380.62,99671.79,102607.35,104902.21,107290.59,110664.49,114587.73,116878.58,118959.47,121954.82,124209.92,125663.38,127429.07,128863.69,130424.29,132607.23,134822.45,136607.98,138906.98,141170.3,143560.58,145375.75,147180.34,149083.14
