TERRITORY_ID,LEVEL_ID,NAME_HTML,UNIT,VERSIONS,SECTOR,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
CZ08,2,Moravskoslezsko,Million EUR,2021,Total,,,,,,,,,,,,,,,,36301,37784.26,39226.21,40016.14,40991.65,41598.49,42633.02,43604.76,44152.82,44602.28,45324.53,46444.22,47668.28,49567.98,50440.08,51230.35,52092.11,52865.83,53505.97,53801.84,54930.78,55177.47,55694.59,55719.95,56173.81,56567.59,56804.99,57291.34,57803.78,58343.21,58932.85
DE,0,Germany,Million EUR,2021,Total,,,,,,,,,,,,6345501,6537883.27,6695008.85,6859762.7,7014433.73,7156745.62,7291980.79,7436245.71,7589614.79,7740264.73,7861645.54,7938688.2,7999406.04,8051889.14,8102146.7,8181927.92,8269619.7,8353814.6,8374960.69,8417538.46,8492853.55,8558372.45,8609562,8672305.49,8735383.4,8812093.26,8894862.71,8988088.73,9080709.52,9146424.91,9203841.21,9255890.67,9307180.53,9359346.58,9419110.53
DE1,1,Baden-Württemberg,Million EUR,2021,Total,,,,,,,,,,,,805599,827436.37,844671.08,862185.53,878137.23,892260.83,905656.79,920225.99,935838.41,951141.28,968417.62,981130.45,989186.49,999811.37,1007770.73,1021232.07,1035797.48,1052070.01,1060468.01,1068006.76,1080473.39,1096381.69,1108454.37,1120150.73,1133456.3,1148274.9,1167780.31,1191309.58,1213244.1,1229695.69,1245054.66,1260526.46,1275914,1291478.27,1308294.52
DE11,2,Stuttgart,Million EUR,2021,Total,,,,,,,,,,,,351218,360804.22,368384.29,375990.84,382921.13,389224.33,394988.42,401348.58,408156.45,413655.04,420272.61,426136.9,429972.85,434271.19,437394.02,443426.55,449549.08,456551.31,460835.32,464660.33,470210.85,476567.29,482233.6,487705.4,493406.35,499935.76,508897.85,519736.81,529442.79,536562.16,543204.55,549973.8,556709.07,563519.94,570857.96
DE12,2,Karlsruhe,Million EUR,2021,Total,,,,,,,,,,,,184235,188349.56,191311.43,194383.16,197050.87,199110.24,201184,203596.15,206269.49,209176.34,212592.44,214099.94,214873.66,216356.78,216834.69,218031.79,220308.13,222742.15,223665.46,223849.54,225686.91,228140.22,228595.05,229660.08,230966.3,232835.36,235646.38,239269.91,242648.57,245523.68,247729.6,249947.84,252139.61,254365.24,256872.79
DE13,2,Freiburg,Million EUR,2021,Total,,,,,,,,,,,,139598,143557.29,146770.39,150061.28,153086.06,155795.23,158408.37,161116.92,164031.86,167526.31,171757.33,174122.08,175874.47,178197.3,180590.01,183665.28,186685.39,189389.48,190449.7,191464.63,193284.57,196035.3,198256.53,200441.03,203257.51,206228.35,210864.96,215084.47,218945.9,221994.3,225103.3,228174.75,231232.9,234324.11,237639.45
DE14,2,Tübingen,Million EUR,2021,Total,,,,,,,,,,,,130548,134725.3,138204.97,141750.25,145079.17,148131.03,151076,154164.34,157380.61,160783.59,163795.24,166771.53,168465.51,170986.1,172952.01,176108.45,179254.88,183387.07,185517.53,188032.26,191291.06,195638.88,199369.19,202344.22,205826.14,209275.43,212371.12,217218.39,222206.84,225615.55,229017.21,232430.07,235832.42,239268.98,242924.32
DE2,1,Bayern,Million EUR,2021,Total,,,,,,,,,,,,1036616,1074280.31,1106777.5,1140890.51,1173123.42,1202566.47,1231098.96,1261480.44,1293508.31,1323834.3,1350015.57,1370227.2,1393086.91,1412289.32,1427200.98,1459582.9,1488840.39,1517067.77,1531361.01,1548994.63,1576881.32,1602228.88,1626111.09,1653693.77,1682590.73,1711870.95,1745367.64,1782091.63,1814919.56,1847864.45,1876538.85,1904130.4,1931646.74,1959433.71,1988918.99
DE21,2,Oberbayern,Million EUR,2021,Total,,,,,,,,,,,,449298,464841.64,479122.09,493458.03,506975.86,519389.18,531340.11,544038.37,557491.01,569388.14,580696.54,590776.2,602296.42,613801.94,623107.77,645264.12,658614.06,672653.44,683499.84,695689.68,713953.47,731524.56,749350.31,766432.33,783899.04,800705.94,820195.37,842000.82,864082.96,883481.56,900440.92,917075.03,933691.32,950454.46,968045.62
DE22,2,Niederbayern,Million EUR,2021,Total,,,,,,,,,,,,79372,82752.79,85466.8,88512.37,91436.11,94110.07,96824.22,99686.72,102786.13,106165.5,108542.42,110519.7,112235.76,113845.84,115247.02,116545.08,118500.53,120258.39,120274.37,119883.09,120655.92,121699.49,122646.36,123985.57,125369.57,127522.81,129197.13,130543.23,131884.94,134115.05,135685.5,137101.74,138508.98,139933.16,141481.07
DE23,2,Oberpfalz,Million EUR,2021,Total,,,,,,,,,,,,74015,77148.86,79688.4,82552.92,85301.94,87822.56,90296.04,92962.28,95704.6,98191.06,100135.51,101938.54,103759.41,105087.72,106328.23,108070.25,112469.84,115543.7,115996.89,118291.65,120530.07,122705.59,123369.78,125449.24,127761.49,130819.07,133449.68,137014.1,139485.86,141526.65,143866.69,146085.74,148299.37,150534.39,152901.42
DE24,2,Oberfranken,Million EUR,2021,Total,,,,,,,,,,,,69344,71558.46,73308.01,75187.33,76923.08,78471.74,79959.59,81535.06,83201.08,84429.45,85837.14,86311.62,86720.61,86573.09,86050.88,86357.79,86746.64,87420.37,87246.84,87275.07,87280.15,87530.71,87180.72,87218.06,87584.03,87310.03,87370.99,88299.7,89256.67,90000.98,90829.91,91606.99,92375.57,93155.55,94028.81
DE25,2,Mittelfranken,Million EUR,2021,Total,,,,,,,,,,,,136782,141565.7,145583.73,149832.93,153808.83,157380.6,160782.46,164502.7,168235.45,171876.77,175241.76,177394.61,180648.35,182879.03,184922.13,189444.85,193425.72,197652.73,200001.09,202796.06,206585.33,208924.23,212142.14,216299.89,219491.81,222879.41,228525.66,231888.53,235396.46,239307.53,242668.14,245935.23,249191.95,252481.57,255982.68
DE26,2,Unterfranken,Million EUR,2021,Total,,,,,,,,,,,,89365,92274.86,94657.76,97171.53,99531.16,101642.63,103690.29,105872.97,108218.96,110641.52,112123.87,112965.81,113982.47,114115.56,113697.51,114090.21,115138.84,115924.39,115485.82,114504.65,114492.87,114606.3,114193.51,113865.71,114128.36,114047.34,114302.63,115599.13,115673.99,116136.56,116691.15,117109.67,117514.74,117931.21,118461.06
DE27,2,Schwaben,Million EUR,2021,Total,,,,,,,,,,,,138440,144138,148950.71,154175.4,159146.44,163749.69,168206.25,172882.34,177871.08,183141.86,187438.33,190320.72,193443.89,195986.14,197847.44,199810.6,203944.76,207614.75,208856.16,210554.43,213383.51,215238,217228.27,220442.97,224356.43,228586.35,232326.18,236746.12,239138.68,243296.12,246356.54,249216,252064.81,254943.37,258018.33
DE3,1,Berlin,Million EUR,2021,Total,,,,,,,,,,,,231874,235553.83,239233.54,244180.66,248618.01,253074.04,257297.7,262069.06,267104.56,270988.14,273154.04,272438.49,269867.17,268527.28,269031.21,269425.33,270333.92,270276.64,268445.37,267327.84,265723.68,266381.4,266554.84,268212.6,270505.16,272514.27,273467.99,274808.73,275946.16,275177.3,274415.56,273034.54,271604.22,270191.69,269070.65
DE30,2,Berlin,Million EUR,2021,Total,,,,,,,,,,,,231874,235553.83,239233.54,244180.66,248618.01,253074.04,257297.7,262069.06,267104.56,270988.14,273154.04,272438.49,269867.17,268527.28,269031.21,269425.33,270333.92,270276.64,268445.37,267327.84,265723.68,266381.4,266554.84,268212.6,270505.16,272514.27,273467.99,274808.73,275946.16,275177.3,274415.56,273034.54,271604.22,270191.69,269070.65
DE4,1,Brandenburg,Million EUR,2021,Total,,,,,,,,,,,,273016,284996.98,295147.01,305834.6,316497.42,326874.2,337072.46,347459.48,357974.71,368463.9,375738.96,381115.15,384867.05,388548.67,391890.49,395655.85,398560.99,401595.92,402416.16,403906.54,405675.21,408334.56,410110.25,412460.44,415164.09,418932.57,422824.38,427253.37,431217.69,435253.17,439788.05,443850,447904.96,451997.36,456310.71
DE40,2,Brandenburg,Million EUR,2021,Total,,,,,,,,,,,,273016,284996.98,295147.01,305834.6,316497.42,326874.2,337072.46,347459.48,357974.71,368463.9,375738.96,381115.15,384867.05,388548.67,391890.49,395655.85,398560.99,401595.92,402416.16,403906.54,405675.21,408334.56,410110.25,412460.44,415164.09,418932.57,422824.38,427253.37,431217.69,435253.17,439788.05,443850,447904.96,451997.36,456310.71
DE5,1,Bremen,Million EUR,2021,Total,,,,,,,,,,,,60243,61708.63,62859.96,64071.72,65138.63,65925.1,66578.65,67300.29,68110.29,68417.83,68417.55,68396.56,67301.59,66826.33,65981.7,65384.11,64821.23,64213.17,63104.21,62184.86,61212.62,61403.86,60848.97,59602.27,59264.25,58650.66,57463.97,56850.39,56395.87,55296.3,53984.46,52464.46,50929.44,49390.86,47895.13
DE50,2,Bremen,Million EUR,2021,Total,,,,,,,,,,,,60243,61708.63,62859.96,64071.72,65138.63,65925.1,66578.65,67300.29,68110.29,68417.83,68417.55,68396.56,67301.59,66826.33,65981.7,65384.11,64821.23,64213.17,63104.21,62184.86,61212.62,61403.86,60848.97,59602.27,59264.25,58650.66,57463.97,56850.39,56395.87,55296.3,53984.46,52464.46,50929.44,49390.86,47895.13
DE6,1,Hamburg,Million EUR,2021,Total,,,,,,,,,,,,159671,161718.61,162656.69,163690.59,164324.48,164657.45,164528.17,164469.58,164658.8,164148.34,165116.77,167106.25,168278.24,172595.54,178059.15,184650.3,193581.76,203135.1,205019.48,211616.67,214791.69,217312,220412.11,223973.59,227950.67,230047.82,228040.33,228076.4,228185.9,226148.35,221303.1,215662.84,209966.63,204257.34,198708.37
DE60,2,Hamburg,Million EUR,2021,Total,,,,,,,,,,,,159671,161718.61,162656.69,163690.59,164324.48,164657.45,164528.17,164469.58,164658.8,164148.34,165116.77,167106.25,168278.24,172595.54,178059.15,184650.3,193581.76,203135.1,205019.48,211616.67,214791.69,217312,220412.11,223973.59,227950.67,230047.82,228040.33,228076.4,228185.9,226148.35,221303.1,215662.84,209966.63,204257.34,198708.37
DE7,1,Hessen,Million EUR,2021,Total,,,,,,,,,,,,439720,448159.91,453812.54,459715.45,464623.92,468771.9,472242.89,476471.81,480619.46,483970.18,488153.82,487978.71,485692.83,483826.94,485652.89,486943.48,490398.49,497285.13,493063.03,491993.66,495618.68,494700.12,494039.31,492505.53,490448.31,491056.18,493003.18,494172.05,494837.05,496344.6,495609.47,494749.57,493806.77,492905.99,492558.45
DE71,2,Darmstadt,Million EUR,2021,Total,,,,,,,,,,,,299761,303940.65,306338.85,308855.65,310660.6,311877.31,312658.13,314037.22,315156.65,314384.97,317164.86,314156.5,309494.49,305676.18,304504.63,302562.08,302410.28,304979.35,301334.55,299124.37,300717.72,299014.05,298162.11,296280.14,293954.87,293889.55,295344.06,295657.39,295792.28,296578.41,295756.1,294746.83,293676.46,292633.99,291983.67
DE72,2,Gießen,Million EUR,2021,Total,,,,,,,,,,,,61452,63337.56,64755.29,66248.89,67622.01,68910.2,70088.36,71356.9,72714.81,74535.01,74954.51,76229.03,77634.47,78485.51,79771.02,81219.39,83046.81,84968.49,84678.76,84952.35,86010.57,86175.48,86485.09,86942.2,86960.42,87205.05,87829.79,88418.94,88783.13,88879.2,88632.54,88465.24,88287.26,88114.23,88009.97
DE73,2,Kassel,Million EUR,2021,Total,,,,,,,,,,,,78507,80881.7,82718.4,84610.9,86341.31,87984.39,89496.41,91077.69,92748,95050.2,96034.46,97593.18,98563.87,99665.25,101377.24,103162,104941.4,107337.28,107049.72,107916.93,108890.39,109510.59,109392.13,109283.21,109533.04,109961.6,109829.35,110095.75,110261.66,110887.01,111220.85,111537.52,111843.07,112157.8,112564.83
DE8,1,Mecklenburg-Vorpommern,Million EUR,2021,Total,,,,,,,,,,,,173819,181192.06,187462.13,194090.26,200711.12,206759.15,212565.24,218638.88,224919.33,231106.84,235636.86,238802.29,241671.29,244474.93,247897.1,251761.69,254024.12,256432.17,257380.16,258961.87,261452.03,263562.48,264514.14,265933.45,267538.1,270070.23,272232.8,275299.48,279052.32,281843.1,283075.18,284243.65,285403.31,286577.76,287864.11
DE80,2,Mecklenburg-Vorpommern,Million EUR,2021,Total,,,,,,,,,,,,173819,181192.06,187462.13,194090.26,200711.12,206759.15,212565.24,218638.88,224919.33,231106.84,235636.86,238802.29,241671.29,244474.93,247897.1,251761.69,254024.12,256432.17,257380.16,258961.87,261452.03,263562.48,264514.14,265933.45,267538.1,270070.23,272232.8,275299.48,279052.32,281843.1,283075.18,284243.65,285403.31,286577.76,287864.11
DE9,1,Niedersachsen,Million EUR,2021,Total,,,,,,,,,,,,537845,556016.02,571293.53,586802.5,601462.72,614749.77,627629.95,641093.7,655656.49,676129.73,694215.95,708766.45,725407.22,735683.56,741982.44,751171.52,762244.72,770679.97,780791.66,791462.4,807491.47,823669.79,839560.94,856486.75,874608.74,893593.27,914686.84,933942.2,958878.16,980091.31,1001873.99,1023252.85,1044626.53,1066178.46,1088668.61
DE91,2,Braunschweig,Million EUR,2021,Total,,,,,,,,,,,,137209,142242.94,146562,150799.98,154819.07,158531.7,162148.89,165647.94,169288.44,175237.41,180101.29,184432.28,189870.56,193237.99,195240.15,197404.11,200027.26,202522.72,204533.48,206300.15,209767.31,212877.82,216391.28,220448.65,224601.02,228654.59,232803.37,236345.47,241832.01,247049.52,252099.56,257142.18,262182.82,267265.94,272575.7
DE92,2,Hannover,Million EUR,2021,Total,,,,,,,,,,,,147440,151177.14,154154.33,157114.31,159804.07,162143.59,164281.18,166579.66,169105.39,174264.45,179082.78,182649.67,186465.42,188572.07,189316.89,190958.35,193249.46,194587.44,194898.95,195902.69,197899.48,200523.76,202601.38,204949.29,207814.33,210839.15,215109.37,219223.53,225270.37,230064.97,236026.01,241953.2,247878.94,253854.12,260089.52
DE93,2,Lüneburg,Million EUR,2021,Total,,,,,,,,,,,,88028,91427.14,94259.82,97445.28,100486.43,103243.2,105968.51,108986.95,112168.33,117086.71,121818.4,125854.97,130427.31,133679.55,136538.84,140154.29,144052.4,147310.41,149126.26,151131.39,154111.06,157455.89,160432.25,163664.29,166841.04,170841.95,174791.22,178858.31,182954.93,187016.24,189977.98,192793.74,195605.75,198443.06,201425.68
DE94,2,Weser-Ems,Million EUR,2021,Total,,,,,,,,,,,,165168,171168.8,176317.39,181442.93,186353.16,190831.27,195231.36,199879.15,205094.33,209541.17,213213.49,215829.54,218643.94,220193.96,220886.56,222654.8,224915.63,226259.44,232233.02,238128.17,245713.62,252812.37,260136.07,267424.52,275352.4,283257.58,291982.88,299514.89,308820.85,315960.58,323770.44,331363.73,338959.02,346615.34,354577.71
DEA,1,Nordrhein-Westfalen,Million EUR,2021,Total,,,,,,,,,,,,1149308,1173812.81,1191792.76,1210041.66,1225765.7,1240539.62,1253928.3,1268465.2,1285438,1300453.06,1311994.2,1312193.79,1307168.18,1299384.94,1296847.26,1292612.88,1288803.36,1282586.77,1267201.72,1254889.82,1247953.78,1234975.38,1220563.93,1208804.63,1194342.13,1183026.58,1174802.6,1165761.94,1154077.75,1135140.2,1118426.49,1101042.26,1083399.51,1065767.37,1049241.7
DEA1,2,Düsseldorf,Million EUR,2021,Total,,,,,,,,,,,,345723,351527.79,355214.47,358929.41,361845.4,364424.02,366674.36,369067.01,372004.12,374928.74,375430.53,372809.69,368956.79,363752.42,360604.07,357351.43,354075.25,348993.08,341886.42,335319.17,330392.23,324763.67,317582.05,311790.49,305107.5,298956.36,294574.42,288864.39,282338.05,272981.85,264489.72,255758.28,246934.74,238094.18,229540.84
DEA2,2,Köln,Million EUR,2021,Total,,,,,,,,,,,,280662,286261.45,290098.77,294263.94,297754.69,300893.24,303674.28,306909.07,311272.43,314445.17,317767.9,317816.66,316156.26,313719.18,312522.92,310676.25,308364.42,308281.82,304054.56,300484.11,300307.69,297020.07,293755.82,291341.89,287995.4,286110.77,284377.08,281649.14,278638.19,273562.33,268922.11,264097.85,259203.21,254310.72,249715.69
DEA3,2,Münster,Million EUR,2021,Total,,,,,,,,,,,,154566,158530.03,161854.73,165167.32,168169.64,171265.23,174209.64,177310.09,180589.09,184071.11,187037.9,188014.99,188440,188862.51,189467.59,190626.44,192064.96,192395.76,191341.82,190896.29,191184.05,191438,191608.01,191763.06,191617.7,191577.45,192276.06,193500.56,194085.8,193808.82,193966.59,194001.53,194011.48,194036.5,194240.9
DEA4,2,Detmold,Million EUR,2021,Total,,,,,,,,,,,,130820,134323.03,137153.6,140076.14,142732.59,145146.05,147416.31,149920.73,152662.01,155002.26,156975.59,158065,158284.59,158686.06,160232.04,160575.52,161252.75,161282.57,160926.04,161385.37,161635.88,160932.22,159798.02,159738.99,158982.33,158776.91,158822.17,159089.58,158203.67,156898.5,156115.77,155273.29,154405.69,153546.06,152829.74
DEA5,2,Arnsberg,Million EUR,2021,Total,,,,,,,,,,,,237537,243170.51,247471.19,251604.84,255263.37,258811.07,261953.71,265258.3,268910.36,272005.79,274782.31,275487.48,275330.57,274364.79,274020.65,273383.26,273046.01,271633.58,268992.92,266804.91,264433.95,260821.45,257820.07,254170.22,250639.23,247605.13,244752.9,242658.31,240812.08,237888.7,234932.35,231911.35,228844.44,225779.95,222914.57
DEB,1,Rheinland-Pfalz,Million EUR,2021,Total,,,,,,,,,,,,266025,274112,280853.9,288075.45,294823.15,301171.09,307262.78,313953.99,320884.41,328420.91,333824.47,339066.64,341727.56,343768.17,345476.85,348471.99,352610.42,356095.55,358626.31,361030.08,365260.51,368357.9,372208.81,376660.93,380594.67,384252.04,388634.6,395033.47,400079.32,403613.86,409096.29,414727.88,420337.97,426006.9,432066.31
DEB1,2,Koblenz,Million EUR,2021,Total,,,,,,,,,,,,94186,97073.56,99476.15,102019.11,104413.87,106628.82,108746.09,111011.13,113347.14,116015.38,117862.72,119703.67,120758.82,121638.17,122064.65,123298.68,124735.83,125493.61,126111.01,126132.57,126756.06,127540.27,127853.96,128600.78,129141.84,129709.32,130938.24,132577.56,133949.87,135143.42,137284.93,139517.69,141744.54,143993.18,146378.09
DEB2,2,Trier,Million EUR,2021,Total,,,,,,,,,,,,29481,30458.89,31273.94,32160.74,32995.76,33770.14,34518,35353.75,36212.09,37253.93,37802.33,38518.21,38899.77,39303.19,39739.8,40541.66,41992.03,42680.26,43477.52,44711.59,46057.85,47443.82,48335.19,49404.25,50246.16,50918.97,51886.37,53535.63,54800.99,56492.84,58267.71,60058.09,61850.55,63656.44,65523.11
DEB3,2,Rheinhessen-Pfalz,Million EUR,2021,Total,,,,,,,,,,,,142358,146579.55,150103.81,153895.59,157413.51,160772.13,163998.69,167589.11,171325.18,175151.61,178159.43,180844.77,182068.98,182826.81,183672.4,184631.65,185882.55,187921.67,189037.78,190185.91,192446.59,193373.8,196019.65,198655.89,201206.66,203623.73,205809.98,208920.28,211328.47,211977.6,213543.65,215152.1,216742.89,218357.28,220165.11
DEC,1,Saarland,Million EUR,2021,Total,,,,,,,,,,,,75357,77663.37,79520.87,81410.62,83173.07,84932.51,86589.72,88447.67,90500.23,92384.8,92885.82,93426.46,93909.11,93486.66,92811.17,92576.02,92490.88,92203.35,91118.91,91166.99,91030.69,90644.89,90450.39,90350.37,90396.24,90238.25,89812.31,89630.71,89952.33,89432.68,88750.92,88047.07,87331.19,86616.66,85958.13
Dec-00,2,Saarland,Million EUR,2021,Total,,,,,,,,,,,,75357,77663.37,79520.87,81410.62,83173.07,84932.51,86589.72,88447.67,90500.23,92384.8,92885.82,93426.46,93909.11,93486.66,92811.17,92576.02,92490.88,92203.35,91118.91,91166.99,91030.69,90644.89,90450.39,90350.37,90396.24,90238.25,89812.31,89630.71,89952.33,89432.68,88750.92,88047.07,87331.19,86616.66,85958.13
DED,1,Sachsen,Million EUR,2021,Total,,,,,,,,,,,,463495,482359.2,498204.3,514983.82,531770.91,547742.95,563332.51,579484.4,596229.19,612267.32,621511.14,627050.98,632419.3,638370.72,642411.95,646466.15,653563.22,658603.93,661048.85,665790.62,672105.1,677416.11,680732.33,684061.76,685666.07,689576.29,692118.98,694939.44,698870.35,702187.11,704417.78,706188.82,707930.41,709703.95,711761.71
DED2,2,Dresden,Million EUR,2021,Total,,,,,,,,,,,,194743,203046.29,209951.73,217159.61,224283.73,231409.05,238246.54,245303.72,252713.38,259220.1,264253.87,267021.58,269578.18,272506.53,274930.84,277574.08,281976.23,284472.41,286361.73,289743.59,293941.06,297237.93,298742.25,300395.97,301561.4,303741.46,305339.73,307138.76,309004.14,311379.72,312688.93,313799.56,314899.84,316015.36,317251.36
DED4,2,Chemnitz,Million EUR,2021,Total,,,,,,,,,,,,159785,166279.57,171912.89,177980.01,184046.33,189484.31,194902.52,200449.53,206152.19,211495.13,214075.22,215794.04,217643.95,219419.33,220340.82,221230.85,222854.01,224771.87,225065.26,225852.07,227162.28,228171.47,228642.71,229700.9,230022.73,230981.29,231236.29,231576.23,232825.08,233186.94,233764.89,234217.33,234660.02,235112.19,235652.85
DED5,2,Leipzig,Million EUR,2021,Total,,,,,,,,,,,,108967,113033.33,116339.68,119844.21,123440.85,126849.6,130183.46,133731.16,137363.61,141552.08,143182.05,144235.36,145197.15,146444.83,147140.28,147661.21,148732.98,149359.63,149621.83,150194.95,151001.75,152006.71,153347.37,153964.9,154081.96,154853.54,155542.96,156224.47,157041.13,157620.46,157963.97,158171.94,158370.56,158576.41,158857.51
DEE,1,Sachsen-Anhalt,Million EUR,2021,Total,,,,,,,,,,,,259671,270617.11,279893.35,289618.29,299220.83,308109.96,316562.55,325270.19,334111.86,342334.94,346743.6,349820.32,352391.49,355109.94,356882.48,358034.54,359484.98,360760.44,362227.64,363233.49,363884.03,364833.15,365177.54,365395.88,365930.51,366618.72,367220.88,367540.41,368208.41,368174.68,368692.44,368789.28,368868.05,368958.3,369181.07
DEE0,2,Sachsen-Anhalt,Million EUR,2021,Total,,,,,,,,,,,,259671,270617.11,279893.35,289618.29,299220.83,308109.96,316562.55,325270.19,334111.86,342334.94,346743.6,349820.32,352391.49,355109.94,356882.48,358034.54,359484.98,360760.44,362227.64,363233.49,363884.03,364833.15,365177.54,365395.88,365930.51,366618.72,367220.88,367540.41,368208.41,368174.68,368692.44,368789.28,368868.05,368958.3,369181.07
DEF,1,Schleswig-Holstein,Million EUR,2021,Total,,,,,,,,,,,,179546,185297.31,190011.85,195055.77,199773.11,204002.35,207964.69,212151.92,216717.35,221068.6,223784.75,224710.19,225457.55,225587.33,225739.54,228087.62,230428.9,232534.35,232592.01,235144.7,239163.09,242036.76,242654.92,245644.64,247873.12,252515.89,255808.18,258653.19,262926.63,265576.41,267779.52,269808.36,271816.98,273854.2,276120.85
DEF0,2,Schleswig-Holstein,Million EUR,2021,Total,,,,,,,,,,,,179546,185297.31,190011.85,195055.77,199773.11,204002.35,207964.69,212151.92,216717.35,221068.6,223784.75,224710.19,225457.55,225587.33,225739.54,228087.62,230428.9,232534.35,232592.01,235144.7,239163.09,242036.76,242654.92,245644.64,247873.12,252515.89,255808.18,258653.19,262926.63,265576.41,267779.52,269808.36,271816.98,273854.2,276120.85
DEG,1,Thüringen,Million EUR,2021,Total,,,,,,,,,,,,233696,242958.75,250817.84,259115.27,267270.01,274608.23,281669.43,289263.11,297343.39,305134.56,312034.42,316458.27,320974.06,323597.44,326510.76,329871.47,333634.84,338274.33,340096.16,341827.53,344136.26,346133.48,347168.06,348368.15,349054.31,350854.64,351597.72,352725.74,353917.92,354585.7,355034.45,355372.23,355693.82,356027.76,356491.22
DEG0,2,Thüringen,Million EUR,2021,Total,,,,,,,,,,,,233696,242958.75,250817.84,259115.27,267270.01,274608.23,281669.43,289263.11,297343.39,305134.56,312034.42,316458.27,320974.06,323597.44,326510.76,329871.47,333634.84,338274.33,340096.16,341827.53,344136.26,346133.48,347168.06,348368.15,349054.31,350854.64,351597.72,352725.74,353917.92,354585.7,355034.45,355372.23,355693.82,356027.76,356491.22
DK,0,Denmark,Million EUR,2021,Total,402500,405278.71,409295.37,413686.47,419662.52,428224.27,440497.95,452461.64,461390.19,469738.61,476985.34,482301.65,486208.04,488183.61,491265.77,496674.65,503009.05,511526.75,521654.04,530653.46,542218.14,552351.4,560367.78,567758.74,575633.41,585904.22,602462.62,618323.41,630142.71,634969.49,636011.46,637577.81,640761.57,645343.07,651494.48,660317.17,672739.02,686720.89,701957.65,714410.05,728511.97,745782.5,763574.3,776562.21,788883.16,800997.62
DK0,1,Danmark,Million EUR,2021,Total,397679,400425.09,404394.3,408732.37,414637.64,423097.73,435223.67,447044.52,455866.25,464114.96,471274.73,476526.94,480387.2,482338.87,485384.73,490728.75,496986.94,505402.32,515408.85,524300.73,535727.62,545685.11,553546.96,560770.8,568534.17,578687.5,595052.11,610678.91,622310.35,627038.67,628067.91,629611.85,632736.77,637230.16,643229.98,651860.47,664125.89,678039.95,693159.47,705497.42,719527.89,736576.67,754124.52,766914.21,779040.62,791269.83
DK01,2,Hovedstaden,Million EUR,2021,Total,138132,139333.81,140979.15,142772.11,145144.83,148463.78,153153.95,157768.82,161306.22,164648.46,167596.52,169841.65,171567.54,172572.39,173895.38,175922.27,178330.77,181595.01,185542.97,189099.41,193650.72,198290.41,201362.81,204933.18,207312.07,210549.78,216606.28,222340.4,226972.39,229750.94,230634.05,230638.12,231896.67,232125.69,233803.2,236288.54,241427.69,248253.93,257228.46,263134.15,268995.69,276241.28,282545.43,286776.92,290702.06,294658.1
DK02,2,Sjælland,Million EUR,2021,Total,51819,52344.45,53000.67,53679.31,54527.47,55660.79,57207.88,58687.58,59784.6,60788.45,61641.57,62254.46,62689.9,62893.85,63210.79,63802.09,64493.06,65437.04,66536.17,67487.78,68691.36,69755.48,70497.92,70794.88,72226.04,73662.58,75867.74,77064.55,78392.52,78755.76,78461.87,78710.56,78405.14,78510.24,78398.36,78887.67,79664.71,80484.21,81157.31,81756.75,82748.58,84227.82,86110.61,87549.64,88930.01,90322.51
DK03,2,Syddanmark,Million EUR,2021,Total,85978,86630.89,87553,88559.36,89906.15,91802.29,94482.97,97096.98,99069.45,100916.88,102527.72,103728.77,104629.01,105119.3,105872.59,107190.01,108684.31,110588.38,112757.66,114664.82,117034.72,118211.4,120124.18,122266.65,123649.95,125799.32,129414.29,132536.7,134700.34,135409.27,135129.61,135353.91,135985.59,137485.67,138246.14,139834.44,142058.2,143991.18,145837.7,147914.52,150195.69,152625.3,155432.35,157410.04,159268.85,161142.98
DK04,2,Midtjylland,Million EUR,2021,Total,83512,83878.82,84506.95,85215.15,86253.16,87825.85,90158.67,92427.07,94073.92,95607.42,96922.44,97847.09,98490.46,98745.63,99261.78,100283.62,101455.11,103064.2,105005.6,106747.37,109064.05,110986.96,112429.18,113204.86,115097.12,117486.83,120596,124422.34,126358.29,126847.78,127047.82,127535.31,128533.88,129983.61,132109.75,134922.72,137270.67,140750.98,143184.91,145431.01,148542.08,153377.75,158651.3,162875.44,166971.53,171104.84
DK05,2,Nordjylland,Million EUR,2021,Total,38238,38237.11,38354.53,38506.44,38806.03,39345.01,40220.2,41064.07,41632.06,42153.75,42586.49,42854.96,43010.29,43007.7,43144.19,43530.76,44023.69,44717.69,45566.44,46301.35,47286.77,48440.86,49132.87,49571.23,50248.99,51188.99,52567.8,54314.93,55886.82,56274.94,56794.58,57373.96,57915.5,59124.97,60672.53,61927.08,63704.61,64559.64,65751.08,67260.96,69045.84,70104.51,71384.81,72302.15,73168.15,74041.37
