ITL_level,ITL1code,ITL1name,SIC07,Asset,Year,GFCF_CP,GFCF_deflator
"ITL1","TLC","North East (England)","A","Buildings",1997,56.37,100
"ITL1","TLC","North East (England)","A","Buildings",1998,61.36,104.3692
"ITL1","TLC","North East (England)","A","Buildings",1999,49.6,107.2737
"ITL1","TLC","North East (England)","A","Buildings",2000,46.16,114.8534
"ITL1","TLC","North East (England)","A","Buildings",2001,62.56,120.7154
"ITL1","TLC","North East (England)","A","Buildings",2002,52.94,127.6361
"ITL1","TLC","North East (England)","A","Buildings",2003,42.11,131.9514
"ITL1","TLC","North East (England)","A","Buildings",2004,55.39,136.8077
"ITL1","TLC","North East (England)","A","Buildings",2005,63.43,144.7996
"ITL1","TLC","North East (England)","A","Buildings",2006,56.59,156.1362
"ITL1","TLC","North East (England)","A","Buildings",2007,96.61,164.6156
"ITL1","TLC","North East (England)","A","Buildings",2008,67.93,171.9312
"ITL1","TLC","North East (England)","A","Buildings",2009,65.65,170.2704
"ITL1","TLC","North East (England)","A","Buildings",2010,57.37,159.0466
"ITL1","TLC","North East (England)","A","Buildings",2011,60.56,156.9678
"ITL1","TLC","North East (England)","A","Buildings",2012,73.14,162.0166
"ITL1","TLC","North East (England)","A","Buildings",2013,53.28,168.135
"ITL1","TLC","North East (England)","A","Buildings",2014,49.41,174.7219
"ITL1","TLC","North East (England)","A","Buildings",2015,49.14,175.5878
"ITL1","TLC","North East (England)","A","Buildings",2016,37.88,179.4576
"ITL1","TLC","North East (England)","A","Buildings",2017,42.97,184.604
"ITL1","TLC","North East (England)","A","Buildings",2018,49.6,190.9198
"ITL1","TLC","North East (England)","A","Buildings",2019,38.7,197.939
"ITL1","TLC","North East (England)","A","Buildings",2020,41.63,200.5383
"ITL1","TLC","North East (England)","A","ICT",1997,0,100
"ITL1","TLC","North East (England)","A","ICT",1998,0,82.15984
"ITL1","TLC","North East (England)","A","ICT",1999,0,74.59077
"ITL1","TLC","North East (England)","A","ICT",2000,0,75.70953
"ITL1","TLC","North East (England)","A","ICT",2001,0,75.90617
"ITL1","TLC","North East (England)","A","ICT",2002,0,64.80409
"ITL1","TLC","North East (England)","A","ICT",2003,0,54.62276
"ITL1","TLC","North East (England)","A","ICT",2004,0,50.73258
"ITL1","TLC","North East (England)","A","ICT",2005,0,42.27078
"ITL1","TLC","North East (England)","A","ICT",2006,0,37.87023
"ITL1","TLC","North East (England)","A","ICT",2007,.62,32.99924
"ITL1","TLC","North East (England)","A","ICT",2008,0,31.18105
"ITL1","TLC","North East (England)","A","ICT",2009,0,34.77257
"ITL1","TLC","North East (England)","A","ICT",2010,0,35.4206
"ITL1","TLC","North East (England)","A","ICT",2011,0,35.17281
"ITL1","TLC","North East (England)","A","ICT",2012,0,35.58675
"ITL1","TLC","North East (England)","A","ICT",2013,0,33.96503
"ITL1","TLC","North East (England)","A","ICT",2014,0,36.74005
"ITL1","TLC","North East (England)","A","ICT",2015,.5,43.94862
"ITL1","TLC","North East (England)","A","ICT",2016,0,45.72441
"ITL1","TLC","North East (England)","A","ICT",2017,.53,49.57619
"ITL1","TLC","North East (England)","A","ICT",2018,0,48.59027
"ITL1","TLC","North East (England)","A","ICT",2019,0,49.80122
"ITL1","TLC","North East (England)","A","ICT",2020,0,49.99197
"ITL1","TLC","North East (England)","A","Intangibles",1997,0,100
"ITL1","TLC","North East (England)","A","Intangibles",1998,0,101.5779
"ITL1","TLC","North East (England)","A","Intangibles",1999,0,107.2211
"ITL1","TLC","North East (England)","A","Intangibles",2000,0,109.8722
"ITL1","TLC","North East (England)","A","Intangibles",2001,0,105.1652
"ITL1","TLC","North East (England)","A","Intangibles",2002,0,107.3464
"ITL1","TLC","North East (England)","A","Intangibles",2003,0,110.8802
"ITL1","TLC","North East (England)","A","Intangibles",2004,0,109.5809
"ITL1","TLC","North East (England)","A","Intangibles",2005,.57,109.9614
"ITL1","TLC","North East (England)","A","Intangibles",2006,.64,113.1839
"ITL1","TLC","North East (England)","A","Intangibles",2007,0,114.9085
"ITL1","TLC","North East (England)","A","Intangibles",2008,.67,118.9464
"ITL1","TLC","North East (England)","A","Intangibles",2009,.61,119.4505
"ITL1","TLC","North East (England)","A","Intangibles",2010,.64,122.1796
"ITL1","TLC","North East (England)","A","Intangibles",2011,.53,118.6406
"ITL1","TLC","North East (England)","A","Intangibles",2012,.74,120.5936
"ITL1","TLC","North East (England)","A","Intangibles",2013,.53,122.7325
"ITL1","TLC","North East (England)","A","Intangibles",2014,.62,128.9119
"ITL1","TLC","North East (England)","A","Intangibles",2015,0,129.5785
"ITL1","TLC","North East (England)","A","Intangibles",2016,1.1,130.7782
"ITL1","TLC","North East (England)","A","Intangibles",2017,.54,133.8668
"ITL1","TLC","North East (England)","A","Intangibles",2018,.55,139.8447
"ITL1","TLC","North East (England)","A","Intangibles",2019,0,145.0242
"ITL1","TLC","North East (England)","A","Intangibles",2020,.59,148.9287
"ITL1","TLC","North East (England)","A","OtherTan",1997,70.69,100
"ITL1","TLC","North East (England)","A","OtherTan",1998,56.27,92.03324
"ITL1","TLC","North East (England)","A","OtherTan",1999,48.52,89.54385
"ITL1","TLC","North East (England)","A","OtherTan",2000,45.18,87.92818
"ITL1","TLC","North East (England)","A","OtherTan",2001,62.87,92.01726
"ITL1","TLC","North East (England)","A","OtherTan",2002,63.14,90.49036
"ITL1","TLC","North East (England)","A","OtherTan",2003,62.64,94.1441
"ITL1","TLC","North East (England)","A","OtherTan",2004,63.77,97.8139
"ITL1","TLC","North East (England)","A","OtherTan",2005,63.65,97.45288
"ITL1","TLC","North East (England)","A","OtherTan",2006,73.25,99.10688
"ITL1","TLC","North East (England)","A","OtherTan",2007,88.84,102.7677
"ITL1","TLC","North East (England)","A","OtherTan",2008,101.15,119.7469
"ITL1","TLC","North East (England)","A","OtherTan",2009,108.64,138.3757
"ITL1","TLC","North East (England)","A","OtherTan",2010,87.85,141.994
"ITL1","TLC","North East (England)","A","OtherTan",2011,119.71,143.3538
"ITL1","TLC","North East (England)","A","OtherTan",2012,113.82,147.0901
"ITL1","TLC","North East (England)","A","OtherTan",2013,114.97,141.3032
"ITL1","TLC","North East (England)","A","OtherTan",2014,123.81,132.0043
"ITL1","TLC","North East (England)","A","OtherTan",2015,111.87,126.3692
"ITL1","TLC","North East (England)","A","OtherTan",2016,115.01,128.5963
"ITL1","TLC","North East (England)","A","OtherTan",2017,124.79,145.1922
"ITL1","TLC","North East (England)","A","OtherTan",2018,114.41,150.2636
"ITL1","TLC","North East (England)","A","OtherTan",2019,113.54,152.0799
"ITL1","TLC","North East (England)","A","OtherTan",2020,97.99,153.4534
"ITL1","TLC","North East (England)","A","Total",1997,136.36,100
"ITL1","TLC","North East (England)","A","Total",1998,124.59,98.32494
"ITL1","TLC","North East (England)","A","Total",1999,105.6,98.42381
"ITL1","TLC","North East (England)","A","Total",2000,98.9,100.5981
"ITL1","TLC","North East (England)","A","Total",2001,135.33,105.0876
"ITL1","TLC","North East (England)","A","Total",2002,125.67,106.7204
"ITL1","TLC","North East (England)","A","Total",2003,113.45,110.5939
"ITL1","TLC","North East (England)","A","Total",2004,131.27,114.1374
"ITL1","TLC","North East (England)","A","Total",2005,136.44,116.9537
"ITL1","TLC","North East (England)","A","Total",2006,140.45,121.6288
"ITL1","TLC","North East (England)","A","Total",2007,197.3,126.8643
"ITL1","TLC","North East (England)","A","Total",2008,180.94,141.0531
"ITL1","TLC","North East (England)","A","Total",2009,189.45,153.5156
"ITL1","TLC","North East (England)","A","Total",2010,156.14,151.9066
"ITL1","TLC","North East (England)","A","Total",2011,190.38,152.4303
"ITL1","TLC","North East (England)","A","Total",2012,198.21,156.4235
"ITL1","TLC","North East (England)","A","Total",2013,177.41,154.1508
"ITL1","TLC","North East (England)","A","Total",2014,186.22,148.8786
"ITL1","TLC","North East (England)","A","Total",2015,170.96,144.9803
"ITL1","TLC","North East (England)","A","Total",2016,165.65,147.249
"ITL1","TLC","North East (England)","A","Total",2017,182.71,161.3164
"ITL1","TLC","North East (England)","A","Total",2018,179.06,167.2612
"ITL1","TLC","North East (England)","A","Total",2019,169.43,169.9188
"ITL1","TLC","North East (England)","A","Total",2020,151.75,171.8684
"ITL1","TLC","North East (England)","A","Transport",1997,9.04,100
"ITL1","TLC","North East (England)","A","Transport",1998,6.75,95.83003
"ITL1","TLC","North East (England)","A","Transport",1999,7.07,96.34319
"ITL1","TLC","North East (England)","A","Transport",2000,7.57,93.0172
"ITL1","TLC","North East (England)","A","Transport",2001,9.68,92.18061
"ITL1","TLC","North East (England)","A","Transport",2002,9.39,91.80911
"ITL1","TLC","North East (England)","A","Transport",2003,8.52,93.51508
"ITL1","TLC","North East (England)","A","Transport",2004,12.06,91.03358
"ITL1","TLC","North East (England)","A","Transport",2005,9.03,90.02645
"ITL1","TLC","North East (England)","A","Transport",2006,10.22,89.42547
"ITL1","TLC","North East (England)","A","Transport",2007,10.93,89.68198
"ITL1","TLC","North East (England)","A","Transport",2008,11.38,93.65205
"ITL1","TLC","North East (England)","A","Transport",2009,13.34,96.19485
"ITL1","TLC","North East (England)","A","Transport",2010,9.37,94.58221
"ITL1","TLC","North East (England)","A","Transport",2011,8.84,97.94576
"ITL1","TLC","North East (England)","A","Transport",2012,10.4,96.61147
"ITL1","TLC","North East (England)","A","Transport",2013,8.5,95.7713
"ITL1","TLC","North East (England)","A","Transport",2014,12.05,94.36444
"ITL1","TLC","North East (England)","A","Transport",2015,8.96,94.05235
"ITL1","TLC","North East (England)","A","Transport",2016,11.2,91.64265
"ITL1","TLC","North East (England)","A","Transport",2017,13.69,91.9274
"ITL1","TLC","North East (England)","A","Transport",2018,13.78,97.62752
"ITL1","TLC","North East (England)","A","Transport",2019,16.33,96.92889
"ITL1","TLC","North East (England)","A","Transport",2020,9.26,99.72858
"ITL1","TLC","North East (England)","B","Buildings",1997,38.84,100
"ITL1","TLC","North East (England)","B","Buildings",1998,63.67,102.6768
"ITL1","TLC","North East (England)","B","Buildings",1999,37.22,106.5932
"ITL1","TLC","North East (England)","B","Buildings",2000,20.01,109.3951
"ITL1","TLC","North East (England)","B","Buildings",2001,39.18,110.3119
"ITL1","TLC","North East (England)","B","Buildings",2002,46.51,112.2183
"ITL1","TLC","North East (England)","B","Buildings",2003,28.78,115.6785
"ITL1","TLC","North East (England)","B","Buildings",2004,31.95,121.9616
"ITL1","TLC","North East (England)","B","Buildings",2005,29.35,99.53328
"ITL1","TLC","North East (England)","B","Buildings",2006,47.56,96.7911
"ITL1","TLC","North East (England)","B","Buildings",2007,50.1,104.4577
"ITL1","TLC","North East (England)","B","Buildings",2008,46.64,112.0037
"ITL1","TLC","North East (England)","B","Buildings",2009,48.36,116.0276
"ITL1","TLC","North East (England)","B","Buildings",2010,39.85,110.8911
"ITL1","TLC","North East (England)","B","Buildings",2011,65.2,114.6324
"ITL1","TLC","North East (England)","B","Buildings",2012,116.21,118.3733
"ITL1","TLC","North East (England)","B","Buildings",2013,102.03,119.5854
"ITL1","TLC","North East (England)","B","Buildings",2014,117.07,121.7367
"ITL1","TLC","North East (England)","B","Buildings",2015,119.94,122.9227
"ITL1","TLC","North East (England)","B","Buildings",2016,121.04,124.8503
"ITL1","TLC","North East (England)","B","Buildings",2017,45.17,131.0258
"ITL1","TLC","North East (England)","B","Buildings",2018,64.74,136.5717
"ITL1","TLC","North East (England)","B","Buildings",2019,65.59,140.1236
"ITL1","TLC","North East (England)","B","Buildings",2020,55.84,142.3478
"ITL1","TLC","North East (England)","B","ICT",1997,1.28,100
"ITL1","TLC","North East (England)","B","ICT",1998,.58,77.14286
"ITL1","TLC","North East (England)","B","ICT",1999,.82,73.46939
"ITL1","TLC","North East (England)","B","ICT",2000,0,73.46939
"ITL1","TLC","North East (England)","B","ICT",2001,.55,83.57143
"ITL1","TLC","North East (England)","B","ICT",2002,.6,70.12987
"ITL1","TLC","North East (England)","B","ICT",2003,.62,57.14286
"ITL1","TLC","North East (England)","B","ICT",2004,.77,51.42857
"ITL1","TLC","North East (England)","B","ICT",2005,.84,42.85714
"ITL1","TLC","North East (England)","B","ICT",2006,.91,38.57143
"ITL1","TLC","North East (England)","B","ICT",2007,1.35,33.38346
"ITL1","TLC","North East (England)","B","ICT",2008,1.58,32.51231
"ITL1","TLC","North East (England)","B","ICT",2009,.87,36
"ITL1","TLC","North East (England)","B","ICT",2010,0,36.73469
"ITL1","TLC","North East (England)","B","ICT",2011,1.04,36.30252
"ITL1","TLC","North East (England)","B","ICT",2012,.89,36.73469
"ITL1","TLC","North East (England)","B","ICT",2013,1.41,34.58128
"ITL1","TLC","North East (England)","B","ICT",2014,.77,38.96104
"ITL1","TLC","North East (England)","B","ICT",2015,0,45
"ITL1","TLC","North East (England)","B","ICT",2016,0,51.42857
"ITL1","TLC","North East (England)","B","ICT",2017,0,47.47252
"ITL1","TLC","North East (England)","B","ICT",2018,.52,48.85714
"ITL1","TLC","North East (England)","B","ICT",2019,.69,51.42857
"ITL1","TLC","North East (England)","B","ICT",2020,0,51.42857
"ITL1","TLC","North East (England)","B","Intangibles",1997,3.16,100
"ITL1","TLC","North East (England)","B","Intangibles",1998,5.13,100.0025
"ITL1","TLC","North East (England)","B","Intangibles",1999,3.94,99.99492
"ITL1","TLC","North East (England)","B","Intangibles",2000,2.86,99.98371
"ITL1","TLC","North East (England)","B","Intangibles",2001,2.06,99.97343
"ITL1","TLC","North East (England)","B","Intangibles",2002,1.5,99.99455
"ITL1","TLC","North East (England)","B","Intangibles",2003,1.29,99.96844
"ITL1","TLC","North East (England)","B","Intangibles",2004,1,127.6116
"ITL1","TLC","North East (England)","B","Intangibles",2005,1.47,135.4166
"ITL1","TLC","North East (England)","B","Intangibles",2006,2.57,175.3674
"ITL1","TLC","North East (England)","B","Intangibles",2007,2.09,216.0256
"ITL1","TLC","North East (England)","B","Intangibles",2008,2.76,236.307
"ITL1","TLC","North East (England)","B","Intangibles",2009,4.13,158.8509
"ITL1","TLC","North East (England)","B","Intangibles",2010,2.62,167.321
"ITL1","TLC","North East (England)","B","Intangibles",2011,3.96,172.0305
"ITL1","TLC","North East (England)","B","Intangibles",2012,4.79,185.923
"ITL1","TLC","North East (England)","B","Intangibles",2013,4.51,198.7076
"ITL1","TLC","North East (England)","B","Intangibles",2014,5.48,210.3063
"ITL1","TLC","North East (England)","B","Intangibles",2015,4.09,217.7728
"ITL1","TLC","North East (England)","B","Intangibles",2016,3.06,224.3407
"ITL1","TLC","North East (England)","B","Intangibles",2017,3.9,243.0434
"ITL1","TLC","North East (England)","B","Intangibles",2018,3.91,333.813
"ITL1","TLC","North East (England)","B","Intangibles",2019,3.82,411.7886
"ITL1","TLC","North East (England)","B","Intangibles",2020,4.41,424.4201
"ITL1","TLC","North East (England)","B","OtherTan",1997,82.2,100
"ITL1","TLC","North East (England)","B","OtherTan",1998,80.57,96.94476
"ITL1","TLC","North East (England)","B","OtherTan",1999,90.21,98.14481
"ITL1","TLC","North East (England)","B","OtherTan",2000,65.46,99.95177
"ITL1","TLC","North East (England)","B","OtherTan",2001,76.99,98.65495
"ITL1","TLC","North East (England)","B","OtherTan",2002,82.53,95.72964
"ITL1","TLC","North East (England)","B","OtherTan",2003,66.85,94.79725
"ITL1","TLC","North East (England)","B","OtherTan",2004,88.2,92.95251
"ITL1","TLC","North East (England)","B","OtherTan",2005,48.61,94.31287
"ITL1","TLC","North East (England)","B","OtherTan",2006,56.32,96.19849
"ITL1","TLC","North East (England)","B","OtherTan",2007,58.67,94.13221
"ITL1","TLC","North East (England)","B","OtherTan",2008,45.4,100.6829
"ITL1","TLC","North East (England)","B","OtherTan",2009,42.95,116.1269
"ITL1","TLC","North East (England)","B","OtherTan",2010,37.77,123.1392
"ITL1","TLC","North East (England)","B","OtherTan",2011,88.58,125.1479
"ITL1","TLC","North East (England)","B","OtherTan",2012,98.43,127.9828
"ITL1","TLC","North East (England)","B","OtherTan",2013,102.45,130.7645
"ITL1","TLC","North East (England)","B","OtherTan",2014,85.89,127.5347
"ITL1","TLC","North East (England)","B","OtherTan",2015,55.79,130.0263
"ITL1","TLC","North East (England)","B","OtherTan",2016,41.42,136.9408
"ITL1","TLC","North East (England)","B","OtherTan",2017,29.01,148.0175
"ITL1","TLC","North East (England)","B","OtherTan",2018,15.85,146.4305
"ITL1","TLC","North East (England)","B","OtherTan",2019,9.46,152.931
"ITL1","TLC","North East (England)","B","OtherTan",2020,12.92,154.5843
"ITL1","TLC","North East (England)","B","Total",1997,126.65,100
"ITL1","TLC","North East (England)","B","Total",1998,151.75,99.39102
"ITL1","TLC","North East (England)","B","Total",1999,134.16,101.2565
"ITL1","TLC","North East (England)","B","Total",2000,89.87,103.1959
"ITL1","TLC","North East (England)","B","Total",2001,119.82,102.6712
"ITL1","TLC","North East (England)","B","Total",2002,132.21,101.3219
"ITL1","TLC","North East (England)","B","Total",2003,98.58,101.5324
"ITL1","TLC","North East (England)","B","Total",2004,123.09,101.6882
"ITL1","TLC","North East (England)","B","Total",2005,81.27,95.70018
"ITL1","TLC","North East (England)","B","Total",2006,108.72,96.09783
"ITL1","TLC","North East (England)","B","Total",2007,114.71,98.61565
"ITL1","TLC","North East (England)","B","Total",2008,99.52,105.4272
"ITL1","TLC","North East (England)","B","Total",2009,99.62,113.0092
"ITL1","TLC","North East (England)","B","Total",2010,81.18,113.9335
"ITL1","TLC","North East (England)","B","Total",2011,159.87,116.6199
"ITL1","TLC","North East (England)","B","Total",2012,223.03,119.912
"ITL1","TLC","North East (England)","B","Total",2013,211.46,121.9116
"ITL1","TLC","North East (England)","B","Total",2014,211.4,122.1224
"ITL1","TLC","North East (England)","B","Total",2015,187.49,123.5942
"ITL1","TLC","North East (England)","B","Total",2016,172.88,126.4829
"ITL1","TLC","North East (England)","B","Total",2017,81.79,134.109
"ITL1","TLC","North East (England)","B","Total",2018,87.91,140.3559
"ITL1","TLC","North East (England)","B","Total",2019,80.89,145.6663
"ITL1","TLC","North East (England)","B","Total",2020,75.58,147.9324
"ITL1","TLC","North East (England)","B","Transport",1997,.86,100
"ITL1","TLC","North East (England)","B","Transport",1998,1.28,97.56097
"ITL1","TLC","North East (England)","B","Transport",1999,1.63,98.4399
"ITL1","TLC","North East (England)","B","Transport",2000,1.39,97.56097
"ITL1","TLC","North East (England)","B","Transport",2001,.76,95.93496
"ITL1","TLC","North East (England)","B","Transport",2002,.72,96.81624
"ITL1","TLC","North East (England)","B","Transport",2003,.73,107.8306
"ITL1","TLC","North East (England)","B","Transport",2004,.61,102.439
"ITL1","TLC","North East (England)","B","Transport",2005,.82,97.56098
"ITL1","TLC","North East (England)","B","Transport",2006,1.29,95.18145
"ITL1","TLC","North East (England)","B","Transport",2007,2.43,94.88808
"ITL1","TLC","North East (England)","B","Transport",2008,3.06,98.66963
"ITL1","TLC","North East (England)","B","Transport",2009,2.93,101.0873
"ITL1","TLC","North East (England)","B","Transport",2010,0,109.7561
"ITL1","TLC","North East (England)","B","Transport",2011,0,105.864
"ITL1","TLC","North East (England)","B","Transport",2012,2.25,99.43715
"ITL1","TLC","North East (England)","B","Transport",2013,.71,102.439
"ITL1","TLC","North East (England)","B","Transport",2014,1.71,100.1978
"ITL1","TLC","North East (England)","B","Transport",2015,7.08,98.05874
"ITL1","TLC","North East (England)","B","Transport",2016,7.2,95.93497
"ITL1","TLC","North East (England)","B","Transport",2017,3.36,96.06004
"ITL1","TLC","North East (England)","B","Transport",2018,2.76,97.56098
"ITL1","TLC","North East (England)","B","Transport",2019,1.17,97.56098
"ITL1","TLC","North East (England)","B","Transport",2020,1.48,97.56098
"ITL1","TLC","North East (England)","C","Buildings",1997,133.11,100
"ITL1","TLC","North East (England)","C","Buildings",1998,144.52,106.779
"ITL1","TLC","North East (England)","C","Buildings",1999,136,112.2633
"ITL1","TLC","North East (England)","C","Buildings",2000,110.27,117.6302
"ITL1","TLC","North East (England)","C","Buildings",2001,92.53,123.7538
"ITL1","TLC","North East (England)","C","Buildings",2002,73.63,132.1787
"ITL1","TLC","North East (England)","C","Buildings",2003,57.4,141.4393
"ITL1","TLC","North East (England)","C","Buildings",2004,58.14,146.8557
"ITL1","TLC","North East (England)","C","Buildings",2005,48.74,157.689
"ITL1","TLC","North East (England)","C","Buildings",2006,55.33,169.0972
"ITL1","TLC","North East (England)","C","Buildings",2007,75.77,176.1489
"ITL1","TLC","North East (England)","C","Buildings",2008,89.18,183.433
"ITL1","TLC","North East (England)","C","Buildings",2009,56.58,182.0077
"ITL1","TLC","North East (England)","C","Buildings",2010,44.82,167.0065
"ITL1","TLC","North East (England)","C","Buildings",2011,56.06,165.3878
"ITL1","TLC","North East (England)","C","Buildings",2012,82.88,170.3811
"ITL1","TLC","North East (England)","C","Buildings",2013,70.99,177.1238
"ITL1","TLC","North East (England)","C","Buildings",2014,78.58,183.4342
"ITL1","TLC","North East (England)","C","Buildings",2015,132.18,184.6705
"ITL1","TLC","North East (England)","C","Buildings",2016,104.55,189.077
"ITL1","TLC","North East (England)","C","Buildings",2017,114.18,194.9218
"ITL1","TLC","North East (England)","C","Buildings",2018,143.29,201.2832
"ITL1","TLC","North East (England)","C","Buildings",2019,132.93,208.3036
"ITL1","TLC","North East (England)","C","Buildings",2020,124.17,211.0956
"ITL1","TLC","North East (England)","C","ICT",1997,103.3,100
"ITL1","TLC","North East (England)","C","ICT",1998,101.8,82.19457
"ITL1","TLC","North East (England)","C","ICT",1999,92.03,74.52576
"ITL1","TLC","North East (England)","C","ICT",2000,75.3,75.57284
"ITL1","TLC","North East (England)","C","ICT",2001,58.7,75.84035
"ITL1","TLC","North East (England)","C","ICT",2002,52.74,65.26389
"ITL1","TLC","North East (England)","C","ICT",2003,29.03,55.17792
"ITL1","TLC","North East (England)","C","ICT",2004,29.02,51.07755
"ITL1","TLC","North East (England)","C","ICT",2005,25.73,42.55181
"ITL1","TLC","North East (England)","C","ICT",2006,29.71,38.32341
"ITL1","TLC","North East (England)","C","ICT",2007,22.88,33.13822
"ITL1","TLC","North East (England)","C","ICT",2008,16.71,31.5682
"ITL1","TLC","North East (England)","C","ICT",2009,14.57,35.08316
"ITL1","TLC","North East (England)","C","ICT",2010,15.28,35.96799
"ITL1","TLC","North East (England)","C","ICT",2011,21.64,35.6816
"ITL1","TLC","North East (England)","C","ICT",2012,22.17,36.11222
"ITL1","TLC","North East (England)","C","ICT",2013,22.63,34.57442
"ITL1","TLC","North East (England)","C","ICT",2014,23.47,38.05801
"ITL1","TLC","North East (England)","C","ICT",2015,26.79,45.18709
"ITL1","TLC","North East (England)","C","ICT",2016,26.97,47.10378
"ITL1","TLC","North East (England)","C","ICT",2017,28.94,50.99946
"ITL1","TLC","North East (England)","C","ICT",2018,29.1,50.03384
"ITL1","TLC","North East (England)","C","ICT",2019,20.56,51.36919
"ITL1","TLC","North East (England)","C","ICT",2020,22.64,51.71311
"ITL1","TLC","North East (England)","C","Intangibles",1997,190.79,100
"ITL1","TLC","North East (England)","C","Intangibles",1998,204.52,101.1951
"ITL1","TLC","North East (England)","C","Intangibles",1999,211.16,105.8137
"ITL1","TLC","North East (England)","C","Intangibles",2000,210.44,105.5161
"ITL1","TLC","North East (England)","C","Intangibles",2001,191.99,110.3026
"ITL1","TLC","North East (England)","C","Intangibles",2002,181.18,114.874
"ITL1","TLC","North East (England)","C","Intangibles",2003,196.21,115.1349
"ITL1","TLC","North East (England)","C","Intangibles",2004,207.2,116.8301
"ITL1","TLC","North East (England)","C","Intangibles",2005,274.14,119.9557
"ITL1","TLC","North East (England)","C","Intangibles",2006,282.42,124.2178
"ITL1","TLC","North East (England)","C","Intangibles",2007,431.06,130.3371
"ITL1","TLC","North East (England)","C","Intangibles",2008,335.73,136.8909
"ITL1","TLC","North East (England)","C","Intangibles",2009,342.01,139.3887
"ITL1","TLC","North East (England)","C","Intangibles",2010,381.14,139.2842
"ITL1","TLC","North East (England)","C","Intangibles",2011,388.69,142.9717
"ITL1","TLC","North East (England)","C","Intangibles",2012,432.86,144.536
"ITL1","TLC","North East (England)","C","Intangibles",2013,404.84,149.5637
"ITL1","TLC","North East (England)","C","Intangibles",2014,360.66,152.3244
"ITL1","TLC","North East (England)","C","Intangibles",2015,357.32,153.8759
"ITL1","TLC","North East (England)","C","Intangibles",2016,373.44,158.2664
"ITL1","TLC","North East (England)","C","Intangibles",2017,440.07,163.2598
"ITL1","TLC","North East (England)","C","Intangibles",2018,519.96,170.0364
"ITL1","TLC","North East (England)","C","Intangibles",2019,473.02,176.1001
"ITL1","TLC","North East (England)","C","Intangibles",2020,521.79,178.7657
"ITL1","TLC","North East (England)","C","OtherTan",1997,402.12,100
"ITL1","TLC","North East (England)","C","OtherTan",1998,384.21,97.85664
"ITL1","TLC","North East (England)","C","OtherTan",1999,348,99.69701
"ITL1","TLC","North East (England)","C","OtherTan",2000,319.76,100.911
"ITL1","TLC","North East (England)","C","OtherTan",2001,378.85,100.977
"ITL1","TLC","North East (England)","C","OtherTan",2002,294.39,99.48492
"ITL1","TLC","North East (England)","C","OtherTan",2003,226.55,100.0961
"ITL1","TLC","North East (England)","C","OtherTan",2004,217.21,98.30618
"ITL1","TLC","North East (England)","C","OtherTan",2005,277.84,99.66972
"ITL1","TLC","North East (England)","C","OtherTan",2006,257.74,100.5545
"ITL1","TLC","North East (England)","C","OtherTan",2007,307.13,97.43476
"ITL1","TLC","North East (England)","C","OtherTan",2008,268.5,104.1311
"ITL1","TLC","North East (England)","C","OtherTan",2009,195.17,120.6062
"ITL1","TLC","North East (England)","C","OtherTan",2010,156.47,122.4104
"ITL1","TLC","North East (England)","C","OtherTan",2011,226.11,124.9414
"ITL1","TLC","North East (England)","C","OtherTan",2012,247.11,126.4658
"ITL1","TLC","North East (England)","C","OtherTan",2013,267.68,128.4939
"ITL1","TLC","North East (England)","C","OtherTan",2014,306.94,125.3009
"ITL1","TLC","North East (England)","C","OtherTan",2015,332.81,129.0693
"ITL1","TLC","North East (England)","C","OtherTan",2016,329.32,135.5006
"ITL1","TLC","North East (England)","C","OtherTan",2017,401.71,149.7369
"ITL1","TLC","North East (England)","C","OtherTan",2018,373.32,146.4223
"ITL1","TLC","North East (England)","C","OtherTan",2019,309.82,151.3391
"ITL1","TLC","North East (England)","C","OtherTan",2020,266.32,153.0672
"ITL1","TLC","North East (England)","C","Total",1997,858.85,100
"ITL1","TLC","North East (England)","C","Total",1998,860.78,98.23845
"ITL1","TLC","North East (England)","C","Total",1999,813.3,100.0165
"ITL1","TLC","North East (England)","C","Total",2000,735.1,101.2521
"ITL1","TLC","North East (England)","C","Total",2001,742.06,103.1218
"ITL1","TLC","North East (England)","C","Total",2002,618.94,103.2854
"ITL1","TLC","North East (England)","C","Total",2003,528.82,103.6287
"ITL1","TLC","North East (England)","C","Total",2004,530.21,103.4228
"ITL1","TLC","North East (England)","C","Total",2005,646.43,105.0733
"ITL1","TLC","North East (England)","C","Total",2006,643.78,107.2283
"ITL1","TLC","North East (England)","C","Total",2007,854.43,108.7041
"ITL1","TLC","North East (England)","C","Total",2008,728.14,114.51
"ITL1","TLC","North East (England)","C","Total",2009,620,121.641
"ITL1","TLC","North East (England)","C","Total",2010,612.49,121.3512
"ITL1","TLC","North East (England)","C","Total",2011,717.68,123.8475
"ITL1","TLC","North East (England)","C","Total",2012,797.68,125.4705
"ITL1","TLC","North East (England)","C","Total",2013,777.58,128.7169
"ITL1","TLC","North East (England)","C","Total",2014,784,129.3832
"ITL1","TLC","North East (England)","C","Total",2015,872.15,132.2797
"ITL1","TLC","North East (England)","C","Total",2016,852.52,137.0173
"ITL1","TLC","North East (England)","C","Total",2017,1004.33,145.4633
"ITL1","TLC","North East (England)","C","Total",2018,1085.2,147.9795
"ITL1","TLC","North East (England)","C","Total",2019,961.51,153.0072
