ITL_level,ITL1code,ITL1name,SIC07,Asset,Year,GFCF_CP,GFCF_deflator
"ITL1","TLD","North West (England)","B","ICT",2002,1.62,70.12987
"ITL1","TLD","North West (England)","B","ICT",2003,2.08,57.14286
"ITL1","TLD","North West (England)","B","ICT",2004,2.45,51.42857
"ITL1","TLD","North West (England)","B","ICT",2005,2.41,42.85714
"ITL1","TLD","North West (England)","B","ICT",2006,2.76,38.57143
"ITL1","TLD","North West (England)","B","ICT",2007,3.63,33.38346
"ITL1","TLD","North West (England)","B","ICT",2008,4.93,32.51231
"ITL1","TLD","North West (England)","B","ICT",2009,2.07,36
"ITL1","TLD","North West (England)","B","ICT",2010,.6,36.73469
"ITL1","TLD","North West (England)","B","ICT",2011,2.37,36.30252
"ITL1","TLD","North West (England)","B","ICT",2012,2.38,36.73469
"ITL1","TLD","North West (England)","B","ICT",2013,3.29,34.58128
"ITL1","TLD","North West (England)","B","ICT",2014,1.97,38.96104
"ITL1","TLD","North West (England)","B","ICT",2015,1.02,45
"ITL1","TLD","North West (England)","B","ICT",2016,0,51.42857
"ITL1","TLD","North West (England)","B","ICT",2017,.74,47.47252
"ITL1","TLD","North West (England)","B","ICT",2018,1.75,48.85714
"ITL1","TLD","North West (England)","B","ICT",2019,2.42,51.42857
"ITL1","TLD","North West (England)","B","ICT",2020,1.53,51.42857
"ITL1","TLD","North West (England)","B","Intangibles",1997,9.77,100
"ITL1","TLD","North West (England)","B","Intangibles",1998,15.95,100.0025
"ITL1","TLD","North West (England)","B","Intangibles",1999,12.4,99.99492
"ITL1","TLD","North West (England)","B","Intangibles",2000,9.71,99.98371
"ITL1","TLD","North West (England)","B","Intangibles",2001,7.09,99.97343
"ITL1","TLD","North West (England)","B","Intangibles",2002,5.46,99.99455
"ITL1","TLD","North West (England)","B","Intangibles",2003,4.42,99.96844
"ITL1","TLD","North West (England)","B","Intangibles",2004,3.43,127.6116
"ITL1","TLD","North West (England)","B","Intangibles",2005,4.53,135.4166
"ITL1","TLD","North West (England)","B","Intangibles",2006,10.19,175.3674
"ITL1","TLD","North West (England)","B","Intangibles",2007,9.18,216.0256
"ITL1","TLD","North West (England)","B","Intangibles",2008,9.55,236.307
"ITL1","TLD","North West (England)","B","Intangibles",2009,14.85,158.8509
"ITL1","TLD","North West (England)","B","Intangibles",2010,9.14,167.321
"ITL1","TLD","North West (England)","B","Intangibles",2011,12.88,172.0305
"ITL1","TLD","North West (England)","B","Intangibles",2012,15.08,185.923
"ITL1","TLD","North West (England)","B","Intangibles",2013,14.68,198.7076
"ITL1","TLD","North West (England)","B","Intangibles",2014,17.23,210.3063
"ITL1","TLD","North West (England)","B","Intangibles",2015,13.64,217.7728
"ITL1","TLD","North West (England)","B","Intangibles",2016,10.19,224.3407
"ITL1","TLD","North West (England)","B","Intangibles",2017,10.96,243.0434
"ITL1","TLD","North West (England)","B","Intangibles",2018,12.17,333.813
"ITL1","TLD","North West (England)","B","Intangibles",2019,12.9,411.7886
"ITL1","TLD","North West (England)","B","Intangibles",2020,12.99,424.4201
"ITL1","TLD","North West (England)","B","OtherTan",1997,214.14,100
"ITL1","TLD","North West (England)","B","OtherTan",1998,209.88,96.94476
"ITL1","TLD","North West (England)","B","OtherTan",1999,211.94,98.14481
"ITL1","TLD","North West (England)","B","OtherTan",2000,158.65,99.95177
"ITL1","TLD","North West (England)","B","OtherTan",2001,194.35,98.65495
"ITL1","TLD","North West (England)","B","OtherTan",2002,224.8,95.72964
"ITL1","TLD","North West (England)","B","OtherTan",2003,225.61,94.79725
"ITL1","TLD","North West (England)","B","OtherTan",2004,282.41,92.95251
"ITL1","TLD","North West (England)","B","OtherTan",2005,140.21,94.31287
"ITL1","TLD","North West (England)","B","OtherTan",2006,171.66,96.19849
"ITL1","TLD","North West (England)","B","OtherTan",2007,157.24,94.13221
"ITL1","TLD","North West (England)","B","OtherTan",2008,141.45,100.6829
"ITL1","TLD","North West (England)","B","OtherTan",2009,102.5,116.1269
"ITL1","TLD","North West (England)","B","OtherTan",2010,112.42,123.1392
"ITL1","TLD","North West (England)","B","OtherTan",2011,201.2,125.1479
"ITL1","TLD","North West (England)","B","OtherTan",2012,262.48,127.9828
"ITL1","TLD","North West (England)","B","OtherTan",2013,238.77,130.7645
"ITL1","TLD","North West (England)","B","OtherTan",2014,220.6,127.5347
"ITL1","TLD","North West (England)","B","OtherTan",2015,160.42,130.0263
"ITL1","TLD","North West (England)","B","OtherTan",2016,110.06,136.9408
"ITL1","TLD","North West (England)","B","OtherTan",2017,80.69,148.0175
"ITL1","TLD","North West (England)","B","OtherTan",2018,53.06,146.4305
"ITL1","TLD","North West (England)","B","OtherTan",2019,33.27,152.931
"ITL1","TLD","North West (England)","B","OtherTan",2020,45.45,154.5843
"ITL1","TLD","North West (England)","B","Total",1997,326.87,100
"ITL1","TLD","North West (England)","B","Total",1998,399.46,99.3876
"ITL1","TLD","North West (England)","B","Total",1999,320.63,101.2273
"ITL1","TLD","North West (England)","B","Total",2000,222.37,103.1181
"ITL1","TLD","North West (England)","B","Total",2001,305.4,102.5934
"ITL1","TLD","North West (England)","B","Total",2002,362.25,101.2558
"ITL1","TLD","North West (England)","B","Total",2003,333.02,101.476
"ITL1","TLD","North West (England)","B","Total",2004,394.6,101.6449
"ITL1","TLD","North West (England)","B","Total",2005,235.49,95.67891
"ITL1","TLD","North West (England)","B","Total",2006,334.78,96.26429
"ITL1","TLD","North West (England)","B","Total",2007,313.28,98.99109
"ITL1","TLD","North West (England)","B","Total",2008,259.96,105.7663
"ITL1","TLD","North West (England)","B","Total",2009,249.94,112.4024
"ITL1","TLD","North West (England)","B","Total",2010,245.35,113.3202
"ITL1","TLD","North West (England)","B","Total",2011,459.39,116.2164
"ITL1","TLD","North West (England)","B","Total",2012,666.78,119.6073
"ITL1","TLD","North West (England)","B","Total",2013,698.66,121.4158
"ITL1","TLD","North West (England)","B","Total",2014,698.42,122.0969
"ITL1","TLD","North West (England)","B","Total",2015,526.92,123.6675
"ITL1","TLD","North West (England)","B","Total",2016,484.03,126.5534
"ITL1","TLD","North West (England)","B","Total",2017,226.7,134.2204
"ITL1","TLD","North West (England)","B","Total",2018,201.25,140.5952
"ITL1","TLD","North West (England)","B","Total",2019,306.57,145.7608
"ITL1","TLD","North West (England)","B","Total",2020,253.06,148.0032
"ITL1","TLD","North West (England)","B","Transport",1997,3.36,100
"ITL1","TLD","North West (England)","B","Transport",1998,4.96,97.56097
"ITL1","TLD","North West (England)","B","Transport",1999,6.21,98.4399
"ITL1","TLD","North West (England)","B","Transport",2000,5.22,97.56097
"ITL1","TLD","North West (England)","B","Transport",2001,2.98,95.93496
"ITL1","TLD","North West (England)","B","Transport",2002,2.75,96.81624
"ITL1","TLD","North West (England)","B","Transport",2003,2.73,107.8306
"ITL1","TLD","North West (England)","B","Transport",2004,2.21,102.439
"ITL1","TLD","North West (England)","B","Transport",2005,3.2,97.56098
"ITL1","TLD","North West (England)","B","Transport",2006,4.99,95.18145
"ITL1","TLD","North West (England)","B","Transport",2007,8.86,94.88808
"ITL1","TLD","North West (England)","B","Transport",2008,10.31,98.66963
"ITL1","TLD","North West (England)","B","Transport",2009,9.36,101.0873
"ITL1","TLD","North West (England)","B","Transport",2010,.69,109.7561
"ITL1","TLD","North West (England)","B","Transport",2011,.8,105.864
"ITL1","TLD","North West (England)","B","Transport",2012,3.81,99.43715
"ITL1","TLD","North West (England)","B","Transport",2013,1.3,102.439
"ITL1","TLD","North West (England)","B","Transport",2014,2.93,100.1978
"ITL1","TLD","North West (England)","B","Transport",2015,13.8,98.05874
"ITL1","TLD","North West (England)","B","Transport",2016,15.36,95.93497
"ITL1","TLD","North West (England)","B","Transport",2017,6.15,96.06004
"ITL1","TLD","North West (England)","B","Transport",2018,5.76,97.56098
"ITL1","TLD","North West (England)","B","Transport",2019,2.71,97.56098
"ITL1","TLD","North West (England)","B","Transport",2020,3.83,97.56098
"ITL1","TLD","North West (England)","C","Buildings",1997,327.41,100
"ITL1","TLD","North West (England)","C","Buildings",1998,376.48,106.779
"ITL1","TLD","North West (England)","C","Buildings",1999,319.51,112.2633
"ITL1","TLD","North West (England)","C","Buildings",2000,267.26,117.6302
"ITL1","TLD","North West (England)","C","Buildings",2001,233.59,123.7538
"ITL1","TLD","North West (England)","C","Buildings",2002,200.55,132.1787
"ITL1","TLD","North West (England)","C","Buildings",2003,193.73,141.4393
"ITL1","TLD","North West (England)","C","Buildings",2004,186.15,146.8557
"ITL1","TLD","North West (England)","C","Buildings",2005,140.57,157.689
"ITL1","TLD","North West (England)","C","Buildings",2006,168.63,169.0972
"ITL1","TLD","North West (England)","C","Buildings",2007,203.07,176.1489
"ITL1","TLD","North West (England)","C","Buildings",2008,179.11,183.433
"ITL1","TLD","North West (England)","C","Buildings",2009,140.78,182.0077
"ITL1","TLD","North West (England)","C","Buildings",2010,136.07,167.0065
"ITL1","TLD","North West (England)","C","Buildings",2011,206.43,165.3878
"ITL1","TLD","North West (England)","C","Buildings",2012,272.01,170.3811
"ITL1","TLD","North West (England)","C","Buildings",2013,305.56,177.1238
"ITL1","TLD","North West (England)","C","Buildings",2014,304.67,183.4342
"ITL1","TLD","North West (England)","C","Buildings",2015,371.51,184.6705
"ITL1","TLD","North West (England)","C","Buildings",2016,300.47,189.077
"ITL1","TLD","North West (England)","C","Buildings",2017,323.19,194.9218
"ITL1","TLD","North West (England)","C","Buildings",2018,283.75,201.2832
"ITL1","TLD","North West (England)","C","Buildings",2019,516.01,208.3036
"ITL1","TLD","North West (England)","C","Buildings",2020,416.88,211.0956
"ITL1","TLD","North West (England)","C","ICT",1997,269.11,100
"ITL1","TLD","North West (England)","C","ICT",1998,265.19,82.19457
"ITL1","TLD","North West (England)","C","ICT",1999,216.2,74.52576
"ITL1","TLD","North West (England)","C","ICT",2000,182.49,75.57284
"ITL1","TLD","North West (England)","C","ICT",2001,148.18,75.84035
"ITL1","TLD","North West (England)","C","ICT",2002,143.64,65.26389
"ITL1","TLD","North West (England)","C","ICT",2003,97.97,55.17792
"ITL1","TLD","North West (England)","C","ICT",2004,92.92,51.07755
"ITL1","TLD","North West (England)","C","ICT",2005,74.2,42.55181
"ITL1","TLD","North West (England)","C","ICT",2006,90.56,38.32341
"ITL1","TLD","North West (England)","C","ICT",2007,61.32,33.13822
"ITL1","TLD","North West (England)","C","ICT",2008,52.06,31.5682
"ITL1","TLD","North West (England)","C","ICT",2009,34.78,35.08316
"ITL1","TLD","North West (England)","C","ICT",2010,45.48,35.96799
"ITL1","TLD","North West (England)","C","ICT",2011,49.16,35.6816
"ITL1","TLD","North West (England)","C","ICT",2012,59.12,36.11222
"ITL1","TLD","North West (England)","C","ICT",2013,52.75,34.57442
"ITL1","TLD","North West (England)","C","ICT",2014,60.29,38.05801
"ITL1","TLD","North West (England)","C","ICT",2015,77.03,45.18709
"ITL1","TLD","North West (England)","C","ICT",2016,71.68,47.10378
"ITL1","TLD","North West (England)","C","ICT",2017,80.5,50.99946
"ITL1","TLD","North West (England)","C","ICT",2018,97.39,50.03384
"ITL1","TLD","North West (England)","C","ICT",2019,72.35,51.36919
"ITL1","TLD","North West (England)","C","ICT",2020,79.65,51.71311
"ITL1","TLD","North West (England)","C","Intangibles",1997,1075,100
"ITL1","TLD","North West (England)","C","Intangibles",1998,1153.72,101.1951
"ITL1","TLD","North West (England)","C","Intangibles",1999,1233.34,105.8137
"ITL1","TLD","North West (England)","C","Intangibles",2000,1269.56,105.5161
"ITL1","TLD","North West (England)","C","Intangibles",2001,1887.7,110.3026
"ITL1","TLD","North West (England)","C","Intangibles",2002,1934.59,114.874
"ITL1","TLD","North West (England)","C","Intangibles",2003,1332.37,115.1349
"ITL1","TLD","North West (England)","C","Intangibles",2004,1436.87,116.8301
"ITL1","TLD","North West (England)","C","Intangibles",2005,1238.51,119.9557
"ITL1","TLD","North West (England)","C","Intangibles",2006,1362.78,124.2178
"ITL1","TLD","North West (England)","C","Intangibles",2007,810.46,130.3371
"ITL1","TLD","North West (England)","C","Intangibles",2008,1693.83,136.8909
"ITL1","TLD","North West (England)","C","Intangibles",2009,1156.41,139.3887
"ITL1","TLD","North West (England)","C","Intangibles",2010,1296.43,139.2842
"ITL1","TLD","North West (England)","C","Intangibles",2011,1410.8,142.9717
"ITL1","TLD","North West (England)","C","Intangibles",2012,1328.01,144.536
"ITL1","TLD","North West (England)","C","Intangibles",2013,1419.65,149.5637
"ITL1","TLD","North West (England)","C","Intangibles",2014,1754.78,152.3244
"ITL1","TLD","North West (England)","C","Intangibles",2015,1795.86,153.8759
"ITL1","TLD","North West (England)","C","Intangibles",2016,2461.75,158.2664
"ITL1","TLD","North West (England)","C","Intangibles",2017,1622.26,163.2598
"ITL1","TLD","North West (England)","C","Intangibles",2018,2072.58,170.0364
"ITL1","TLD","North West (England)","C","Intangibles",2019,1968.11,176.1001
"ITL1","TLD","North West (England)","C","Intangibles",2020,1940.54,178.7657
"ITL1","TLD","North West (England)","C","OtherTan",1997,1047.56,100
"ITL1","TLD","North West (England)","C","OtherTan",1998,1000.89,97.85664
"ITL1","TLD","North West (England)","C","OtherTan",1999,817.56,99.69701
"ITL1","TLD","North West (England)","C","OtherTan",2000,774.99,100.911
"ITL1","TLD","North West (England)","C","OtherTan",2001,956.38,100.977
"ITL1","TLD","North West (England)","C","OtherTan",2002,801.87,99.48492
"ITL1","TLD","North West (England)","C","OtherTan",2003,764.57,100.0961
"ITL1","TLD","North West (England)","C","OtherTan",2004,695.52,98.30618
"ITL1","TLD","North West (England)","C","OtherTan",2005,13004.58,99.66972
"ITL1","TLD","North West (England)","C","OtherTan",2006,785.58,100.5545
"ITL1","TLD","North West (England)","C","OtherTan",2007,823.12,97.43476
"ITL1","TLD","North West (England)","C","OtherTan",2008,836.54,104.1311
"ITL1","TLD","North West (England)","C","OtherTan",2009,465.83,120.6062
"ITL1","TLD","North West (England)","C","OtherTan",2010,465.67,122.4104
"ITL1","TLD","North West (England)","C","OtherTan",2011,513.59,124.9414
"ITL1","TLD","North West (England)","C","OtherTan",2012,658.97,126.4658
"ITL1","TLD","North West (England)","C","OtherTan",2013,623.85,128.4939
"ITL1","TLD","North West (England)","C","OtherTan",2014,788.32,125.3009
"ITL1","TLD","North West (England)","C","OtherTan",2015,957.07,129.0693
"ITL1","TLD","North West (England)","C","OtherTan",2016,875.05,135.5006
"ITL1","TLD","North West (England)","C","OtherTan",2017,1117.32,149.7369
"ITL1","TLD","North West (England)","C","OtherTan",2018,1249.52,146.4223
"ITL1","TLD","North West (England)","C","OtherTan",2019,1090.12,151.3391
"ITL1","TLD","North West (England)","C","OtherTan",2020,937.06,153.0672
"ITL1","TLD","North West (England)","C","Total",1997,2835.21,100
"ITL1","TLD","North West (England)","C","Total",1998,2895.26,98.84872
"ITL1","TLD","North West (England)","C","Total",1999,2686.15,101.369
"ITL1","TLD","North West (England)","C","Total",2000,2567.73,102.1236
"ITL1","TLD","North West (England)","C","Total",2001,3309.98,105.15
"ITL1","TLD","North West (England)","C","Total",2002,3146.52,107.2442
"ITL1","TLD","North West (England)","C","Total",2003,2464.25,107.5748
"ITL1","TLD","North West (England)","C","Total",2004,2483.01,107.9185
"ITL1","TLD","North West (England)","C","Total",2005,14561.81,109.8361
"ITL1","TLD","North West (England)","C","Total",2006,2480.94,112.4034
"ITL1","TLD","North West (England)","C","Total",2007,1958.08,113.2332
"ITL1","TLD","North West (England)","C","Total",2008,2823.46,119.2448
"ITL1","TLD","North West (England)","C","Total",2009,1835.45,125.6357
"ITL1","TLD","North West (England)","C","Total",2010,1990.34,125.3379
"ITL1","TLD","North West (England)","C","Total",2011,2246.44,127.9565
"ITL1","TLD","North West (England)","C","Total",2012,2344.38,129.6727
"ITL1","TLD","North West (England)","C","Total",2013,2426.83,133.368
"ITL1","TLD","North West (England)","C","Total",2014,2935.67,134.7104
"ITL1","TLD","North West (England)","C","Total",2015,3250.93,137.3631
"ITL1","TLD","North West (England)","C","Total",2016,3750.36,141.8969
"ITL1","TLD","North West (England)","C","Total",2017,3180.68,150.1554
"ITL1","TLD","North West (England)","C","Total",2018,3743.76,152.9037
"ITL1","TLD","North West (England)","C","Total",2019,3704.56,158.1537
"ITL1","TLD","North West (England)","C","Total",2020,3383.39,160.34
"ITL1","TLD","North West (England)","C","Transport",1997,108.72,100
"ITL1","TLD","North West (England)","C","Transport",1998,91.07,95.73876
"ITL1","TLD","North West (England)","C","Transport",1999,92.63,96.15996
"ITL1","TLD","North West (England)","C","Transport",2000,67.86,93.13551
"ITL1","TLD","North West (England)","C","Transport",2001,71.89,91.56132
"ITL1","TLD","North West (England)","C","Transport",2002,61.28,92.49463
"ITL1","TLD","North West (England)","C","Transport",2003,69.63,94.38403
"ITL1","TLD","North West (England)","C","Transport",2004,62.42,92.81404
"ITL1","TLD","North West (England)","C","Transport",2005,70.53,91.41953
"ITL1","TLD","North West (England)","C","Transport",2006,67.1,90.39503
"ITL1","TLD","North West (England)","C","Transport",2007,57.68,90.20281
"ITL1","TLD","North West (England)","C","Transport",2008,55.85,93.3885
"ITL1","TLD","North West (England)","C","Transport",2009,26.49,94.06599
"ITL1","TLD","North West (England)","C","Transport",2010,32.49,92.29715
"ITL1","TLD","North West (England)","C","Transport",2011,60.26,94.17702
"ITL1","TLD","North West (England)","C","Transport",2012,17.03,93.19727
"ITL1","TLD","North West (England)","C","Transport",2013,18.24,91.82853
"ITL1","TLD","North West (England)","C","Transport",2014,22.14,90.85062
"ITL1","TLD","North West (England)","C","Transport",2015,42.95,90.59682
"ITL1","TLD","North West (England)","C","Transport",2016,36.48,89.52405
"ITL1","TLD","North West (England)","C","Transport",2017,33.45,88.63004
"ITL1","TLD","North West (England)","C","Transport",2018,39.05,94.78243
"ITL1","TLD","North West (England)","C","Transport",2019,59.51,95.62556
"ITL1","TLD","North West (England)","C","Transport",2020,34.44,98.1921
"ITL1","TLD","North West (England)","D","Buildings",1997,52.81,100
"ITL1","TLD","North West (England)","D","Buildings",1998,113.7,101.7908
"ITL1","TLD","North West (England)","D","Buildings",1999,136.93,101.6006
"ITL1","TLD","North West (England)","D","Buildings",2000,65.17,110.8045
"ITL1","TLD","North West (England)","D","Buildings",2001,75.89,117.0434
"ITL1","TLD","North West (England)","D","Buildings",2002,34.96,123.3577
"ITL1","TLD","North West (England)","D","Buildings",2003,23.12,118.6908
"ITL1","TLD","North West (England)","D","Buildings",2004,68.84,121.762
"ITL1","TLD","North West (England)","D","Buildings",2005,185.16,126.2506
"ITL1","TLD","North West (England)","D","Buildings",2006,293.65,135.7339
"ITL1","TLD","North West (England)","D","Buildings",2007,424.35,144.7705
"ITL1","TLD","North West (England)","D","Buildings",2008,374.66,149.9692
"ITL1","TLD","North West (England)","D","Buildings",2009,347.54,147.3217
"ITL1","TLD","North West (England)","D","Buildings",2010,434.63,145.5424
"ITL1","TLD","North West (England)","D","Buildings",2011,621.27,149.8976
"ITL1","TLD","North West (England)","D","Buildings",2012,778.19,156.7635
"ITL1","TLD","North West (England)","D","Buildings",2013,880.7,161.8159
"ITL1","TLD","North West (England)","D","Buildings",2014,758.32,168.2474
"ITL1","TLD","North West (England)","D","Buildings",2015,848.67,167.9156
"ITL1","TLD","North West (England)","D","Buildings",2016,828.55,168.1591
"ITL1","TLD","North West (England)","D","Buildings",2017,758.64,170.6753
"ITL1","TLD","North West (England)","D","Buildings",2018,532.65,175.5651
"ITL1","TLD","North West (England)","D","Buildings",2019,912.03,182.643
"ITL1","TLD","North West (England)","D","Buildings",2020,826.15,185.9903
"ITL1","TLD","North West (England)","D","ICT",1997,30.81,100
"ITL1","TLD","North West (England)","D","ICT",1998,38.85,82.72131
"ITL1","TLD","North West (England)","D","ICT",1999,32.64,74.9707
"ITL1","TLD","North West (England)","D","ICT",2000,32.34,76.39187
"ITL1","TLD","North West (England)","D","ICT",2001,33.92,74.97781
"ITL1","TLD","North West (England)","D","ICT",2002,28.53,65.13155
"ITL1","TLD","North West (England)","D","ICT",2003,39.83,55.01044
"ITL1","TLD","North West (England)","D","ICT",2004,29.94,50.9488
"ITL1","TLD","North West (England)","D","ICT",2005,14.58,42.30066
"ITL1","TLD","North West (England)","D","ICT",2006,40.8,37.91393
"ITL1","TLD","North West (England)","D","ICT",2007,10.69,29.43955
"ITL1","TLD","North West (England)","D","ICT",2008,21.15,31.17441
"ITL1","TLD","North West (England)","D","ICT",2009,8.36,34.59776
"ITL1","TLD","North West (England)","D","ICT",2010,10.01,35.85827
"ITL1","TLD","North West (England)","D","ICT",2011,5.17,35.33799
"ITL1","TLD","North West (England)","D","ICT",2012,4.47,35.47843
"ITL1","TLD","North West (England)","D","ICT",2013,5.16,33.60006
"ITL1","TLD","North West (England)","D","ICT",2014,1.78,42.70352
"ITL1","TLD","North West (England)","D","ICT",2015,4.81,44.18069
"ITL1","TLD","North West (England)","D","ICT",2016,7.81,46.11072
"ITL1","TLD","North West (England)","D","ICT",2017,11.67,49.82077
"ITL1","TLD","North West (England)","D","ICT",2018,15.06,48.4833
"ITL1","TLD","North West (England)","D","ICT",2019,7.74,49.82077
"ITL1","TLD","North West (England)","D","ICT",2020,10.97,50.36826
"ITL1","TLD","North West (England)","D","Intangibles",1997,32.45,100
"ITL1","TLD","North West (England)","D","Intangibles",1998,36.23,99.53338
"ITL1","TLD","North West (England)","D","Intangibles",1999,31.83,101.5423
"ITL1","TLD","North West (England)","D","Intangibles",2000,32.97,99.98167
"ITL1","TLD","North West (England)","D","Intangibles",2001,21.15,101.0555
"ITL1","TLD","North West (England)","D","Intangibles",2002,18.02,100.3022
"ITL1","TLD","North West (England)","D","Intangibles",2003,16.03,98.80741
"ITL1","TLD","North West (England)","D","Intangibles",2004,15.94,96.51123
"ITL1","TLD","North West (England)","D","Intangibles",2005,13.85,95.46458
"ITL1","TLD","North West (England)","D","Intangibles",2006,23.2,95.59523
"ITL1","TLD","North West (England)","D","Intangibles",2007,27.73,97.53941
"ITL1","TLD","North West (England)","D","Intangibles",2008,27.3,100.1594
"ITL1","TLD","North West (England)","D","Intangibles",2009,37.91,100.7723
"ITL1","TLD","North West (England)","D","Intangibles",2010,37.65,99.13686
"ITL1","TLD","North West (England)","D","Intangibles",2011,31.8,98.21252
"ITL1","TLD","North West (England)","D","Intangibles",2012,44.98,97.67424
"ITL1","TLD","North West (England)","D","Intangibles",2013,51.25,97.48
"ITL1","TLD","North West (England)","D","Intangibles",2014,55.04,96.94119
"ITL1","TLD","North West (England)","D","Intangibles",2015,58.33,96.10457
"ITL1","TLD","North West (England)","D","Intangibles",2016,52.57,97.17082
"ITL1","TLD","North West (England)","D","Intangibles",2017,43.68,98.08217
"ITL1","TLD","North West (England)","D","Intangibles",2018,45.66,99.59716
"ITL1","TLD","North West (England)","D","Intangibles",2019,44.95,104.0872
"ITL1","TLD","North West (England)","D","Intangibles",2020,43.28,108.0023
"ITL1","TLD","North West (England)","D","OtherTan",1997,248.94,100
"ITL1","TLD","North West (England)","D","OtherTan",1998,296.82,98.53676
"ITL1","TLD","North West (England)","D","OtherTan",1999,245.13,99.39384
"ITL1","TLD","North West (England)","D","OtherTan",2000,238.65,100.6375
"ITL1","TLD","North West (England)","D","OtherTan",2001,273.2,101.9144
"ITL1","TLD","North West (England)","D","OtherTan",2002,294.6,99.54089
"ITL1","TLD","North West (England)","D","OtherTan",2003,333.5,98.60992
"ITL1","TLD","North West (England)","D","OtherTan",2004,294.47,95.51692
"ITL1","TLD","North West (England)","D","OtherTan",2005,356.65,93.63602
"ITL1","TLD","North West (England)","D","OtherTan",2006,388.35,94.01245
"ITL1","TLD","North West (England)","D","OtherTan",2007,464.31,93.71174
"ITL1","TLD","North West (England)","D","OtherTan",2008,553.53,99.8937
"ITL1","TLD","North West (England)","D","OtherTan",2009,284.93,111.3608
"ITL1","TLD","North West (England)","D","OtherTan",2010,233.99,116.3729
"ITL1","TLD","North West (England)","D","OtherTan",2011,141.23,119.0596
"ITL1","TLD","North West (England)","D","OtherTan",2012,191.97,121.2653
"ITL1","TLD","North West (England)","D","OtherTan",2013,176.23,123.7935
"ITL1","TLD","North West (England)","D","OtherTan",2014,216.3,120.9686
"ITL1","TLD","North West (England)","D","OtherTan",2015,174.19,124.4308
"ITL1","TLD","North West (England)","D","OtherTan",2016,137.86,130.5641
"ITL1","TLD","North West (England)","D","OtherTan",2017,160.5,144.1986
"ITL1","TLD","North West (England)","D","OtherTan",2018,93.77,139.365
"ITL1","TLD","North West (England)","D","OtherTan",2019,106.04,145.3488
"ITL1","TLD","North West (England)","D","OtherTan",2020,98.43,146.5383
"ITL1","TLD","North West (England)","D","Total",1997,373.27,100
"ITL1","TLD","North West (England)","D","Total",1998,488.93,98.08462
"ITL1","TLD","North West (England)","D","Total",1999,451.18,97.99364
"ITL1","TLD","North West (England)","D","Total",2000,374.68,100.3034
"ITL1","TLD","North West (England)","D","Total",2001,413.62,102.0966
"ITL1","TLD","North West (England)","D","Total",2002,375.72,99.68974
"ITL1","TLD","North West (England)","D","Total",2003,418.1,97.2337
"ITL1","TLD","North West (England)","D","Total",2004,413.04,94.85725
"ITL1","TLD","North West (England)","D","Total",2005,572.98,94.38034
"ITL1","TLD","North West (England)","D","Total",2006,749.89,96.82195
"ITL1","TLD","North West (England)","D","Total",2007,931.96,99.42508
"ITL1","TLD","North West (England)","D","Total",2008,1007.44,104.7414
"ITL1","TLD","North West (England)","D","Total",2009,701.73,108.8881
"ITL1","TLD","North West (England)","D","Total",2010,734.05,109.6625
"ITL1","TLD","North West (England)","D","Total",2011,805.38,112.6086
"ITL1","TLD","North West (England)","D","Total",2012,1028.09,116.8811
"ITL1","TLD","North West (England)","D","Total",2013,1121.85,120.1901
"ITL1","TLD","North West (England)","D","Total",2014,1041.08,123.1107
"ITL1","TLD","North West (England)","D","Total",2015,1096.31,123.4471
"ITL1","TLD","North West (England)","D","Total",2016,1033.39,124.5043
"ITL1","TLD","North West (England)","D","Total",2017,980.97,128.2522
"ITL1","TLD","North West (England)","D","Total",2018,684.03,130.5768
"ITL1","TLD","North West (England)","D","Total",2019,1079.16,135.8874
"ITL1","TLD","North West (England)","D","Total",2020,987.4,138.3461
"ITL1","TLD","North West (England)","D","Transport",1997,7.63,100
"ITL1","TLD","North West (England)","D","Transport",1998,1.65,91.28329
"ITL1","TLD","North West (England)","D","Transport",1999,3.3,94.66416
"ITL1","TLD","North West (England)","D","Transport",2000,4.84,91.11204
"ITL1","TLD","North West (England)","D","Transport",2001,8.81,91.57187
"ITL1","TLD","North West (England)","D","Transport",2002,-1.38,90.11301
"ITL1","TLD","North West (England)","D","Transport",2003,4.47,93.13115
"ITL1","TLD","North West (England)","D","Transport",2004,1.97,92.52245
"ITL1","TLD","North West (England)","D","Transport",2005,1.15,88.47459
"ITL1","TLD","North West (England)","D","Transport",2006,3.15,87.38231
"ITL1","TLD","North West (England)","D","Transport",2007,3.8,89.36827
"ITL1","TLD","North West (England)","D","Transport",2008,30.21,94.95378
"ITL1","TLD","North West (England)","D","Transport",2009,20.45,94.758
"ITL1","TLD","North West (England)","D","Transport",2010,15.15,95.80051
"ITL1","TLD","North West (England)","D","Transport",2011,3.04,98.30509
"ITL1","TLD","North West (England)","D","Transport",2012,5.44,96.85943
"ITL1","TLD","North West (England)","D","Transport",2013,5.81,96.85943
"ITL1","TLD","North West (England)","D","Transport",2014,6.97,94.7942
"ITL1","TLD","North West (England)","D","Transport",2015,7.24,94.95378
"ITL1","TLD","North West (England)","D","Transport",2016,4.75,93.22034
"ITL1","TLD","North West (England)","D","Transport",2017,5.07,93.69704
"ITL1","TLD","North West (England)","D","Transport",2018,-4.68,94.66416
"ITL1","TLD","North West (England)","D","Transport",2019,5.97,98.30509
"ITL1","TLD","North West (England)","D","Transport",2020,1.82,100.962
