industry,itl2,employment
412 : Construction of residential and non-residential buildings,L1WestWales,9125
412 : Construction of residential and non-residential buildings,M8WestCentralScotland,10750
412 : Construction of residential and non-residential buildings,J3HampshireandIsleofWight,10875
412 : Construction of residential and non-residential buildings,I3InnerLondonWest,11375
412 : Construction of residential and non-residential buildings,J4Kent,11625
412 : Construction of residential and non-residential buildings,I7OuterLondonWestandNor,12000
412 : Construction of residential and non-residential buildings,M7EasternScotland,12125
412 : Construction of residential and non-residential buildings,H3Essex,12250
412 : Construction of residential and non-residential buildings,E4WestYorkshire,13000
412 : Construction of residential and non-residential buildings,I4InnerLondonEast,13125
412 : Construction of residential and non-residential buildings,G3WestMidlands,13750
412 : Construction of residential and non-residential buildings,H1EastAnglia,13750
412 : Construction of residential and non-residential buildings,K1GloucestershireWiltshire,14500
412 : Construction of residential and non-residential buildings,D3GreaterManchester,14875
412 : Construction of residential and non-residential buildings,H2BedfordshireandHertfordsh,15250
412 : Construction of residential and non-residential buildings,J2SurreyEastandWestSusse,15625
412 : Construction of residential and non-residential buildings,J1BerkshireBuckinghamshire,16000
421 : Construction of roads and railways,D1Cumbria,259.375
421 : Construction of roads and railways,I6OuterLondonSouth,346.875
421 : Construction of roads and railways,C2NorthumberlandandTyneand,584.375
421 : Construction of roads and railways,F3Lincolnshire,631.25
421 : Construction of roads and railways,E2NorthYorkshire,700
421 : Construction of roads and railways,I3InnerLondonWest,850
421 : Construction of roads and railways,G1HerefordshireWorcestershi,887.5
421 : Construction of roads and railways,K4Devon,887.5
421 : Construction of roads and railways,M5NorthEasternScotland,893.75
421 : Construction of roads and railways,M6HighlandsandIslands,900
421 : Construction of roads and railways,E1EastYorkshireandNorthern,993.75
421 : Construction of roads and railways,C1TeesValleyandDurham,1025
421 : Construction of roads and railways,K2DorsetandSomerset,1137.5
421 : Construction of roads and railways,L2EastWales,1168.75
421 : Construction of roads and railways,G2ShropshireandStaffordshir,1268.75
421 : Construction of roads and railways,D7Merseyside,1400
421 : Construction of roads and railways,I5OuterLondonEastandNor,1562.5
421 : Construction of roads and railways,M8WestCentralScotland,1593.75
421 : Construction of roads and railways,I7OuterLondonWestandNor,1625
421 : Construction of roads and railways,D4Lancashire,1718.75
421 : Construction of roads and railways,F2LeicestershireRutlandand,1718.75
421 : Construction of roads and railways,D6Cheshire,1781.25
421 : Construction of roads and railways,H3Essex,1781.25
421 : Construction of roads and railways,M7EasternScotland,1843.75
421 : Construction of roads and railways,I4InnerLondonEast,1937.5
421 : Construction of roads and railways,H2BedfordshireandHertfordsh,1968.75
421 : Construction of roads and railways,J2SurreyEastandWestSusse,1968.75
421 : Construction of roads and railways,K3CornwallandIslesofScill,2000
421 : Construction of roads and railways,E4WestYorkshire,2062.5
421 : Construction of roads and railways,J3HampshireandIsleofWight,2062.5
421 : Construction of roads and railways,M9SouthernScotland,2093.75
421 : Construction of roads and railways,D3GreaterManchester,2125
421 : Construction of roads and railways,J1BerkshireBuckinghamshire,2343.75
421 : Construction of roads and railways,K1GloucestershireWiltshire,2375
421 : Construction of roads and railways,H1EastAnglia,2531.25
421 : Construction of roads and railways,E3SouthYorkshire,2531.25
421 : Construction of roads and railways,L1WestWales,2562.5
421 : Construction of roads and railways,G3WestMidlands,2750
421 : Construction of roads and railways,F1DerbyshireandNottinghamsh,2750
421 : Construction of roads and railways,J4Kent,2950
422 : Construction of utility projects,K3CornwallandIslesofScill,28.75
422 : Construction of utility projects,I7OuterLondonWestandNor,61.25
422 : Construction of utility projects,I5OuterLondonEastandNor,63.75
422 : Construction of utility projects,D1Cumbria,67.5
422 : Construction of utility projects,D7Merseyside,98.125
422 : Construction of utility projects,G3WestMidlands,120.625
422 : Construction of utility projects,M6HighlandsandIslands,125
422 : Construction of utility projects,E2NorthYorkshire,125.625
422 : Construction of utility projects,G1HerefordshireWorcestershi,142.5
422 : Construction of utility projects,F2LeicestershireRutlandand,156.25
422 : Construction of utility projects,C1TeesValleyandDurham,165.625
422 : Construction of utility projects,E1EastYorkshireandNorthern,165.625
422 : Construction of utility projects,L1WestWales,181.25
422 : Construction of utility projects,M9SouthernScotland,187.5
422 : Construction of utility projects,I3InnerLondonWest,190.625
422 : Construction of utility projects,M7EasternScotland,196.875
422 : Construction of utility projects,J4Kent,200
422 : Construction of utility projects,I4InnerLondonEast,206.25
422 : Construction of utility projects,F3Lincolnshire,223.75
422 : Construction of utility projects,G2ShropshireandStaffordshir,231.25
422 : Construction of utility projects,L2EastWales,240.625
422 : Construction of utility projects,J1BerkshireBuckinghamshire,250
422 : Construction of utility projects,M5NorthEasternScotland,265.625
422 : Construction of utility projects,E4WestYorkshire,275
422 : Construction of utility projects,K4Devon,275
422 : Construction of utility projects,I6OuterLondonSouth,300
422 : Construction of utility projects,H3Essex,334.375
422 : Construction of utility projects,K1GloucestershireWiltshire,337.5
422 : Construction of utility projects,K2DorsetandSomerset,346.875
422 : Construction of utility projects,E3SouthYorkshire,375
422 : Construction of utility projects,M8WestCentralScotland,403.125
422 : Construction of utility projects,J3HampshireandIsleofWight,412.5
422 : Construction of utility projects,C2NorthumberlandandTyneand,446.875
422 : Construction of utility projects,H2BedfordshireandHertfordsh,534.375
422 : Construction of utility projects,D6Cheshire,581.25
422 : Construction of utility projects,F1DerbyshireandNottinghamsh,618.75
422 : Construction of utility projects,D3GreaterManchester,706.25
422 : Construction of utility projects,J2SurreyEastandWestSusse,893.75
422 : Construction of utility projects,H1EastAnglia,1312.5
422 : Construction of utility projects,D4Lancashire,5200
429 : Construction of other civil engineering projects,K3CornwallandIslesofScill,925
429 : Construction of other civil engineering projects,M5NorthEasternScotland,1062.5
429 : Construction of other civil engineering projects,C2NorthumberlandandTyneand,1437.5
429 : Construction of other civil engineering projects,D1Cumbria,1656.25
429 : Construction of other civil engineering projects,M6HighlandsandIslands,1656.25
429 : Construction of other civil engineering projects,F3Lincolnshire,1706.25
429 : Construction of other civil engineering projects,K2DorsetandSomerset,1718.75
429 : Construction of other civil engineering projects,E2NorthYorkshire,1737.5
429 : Construction of other civil engineering projects,L2EastWales,1781.25
429 : Construction of other civil engineering projects,M9SouthernScotland,1781.25
429 : Construction of other civil engineering projects,D7Merseyside,1781.25
429 : Construction of other civil engineering projects,E1EastYorkshireandNorthern,1812.5
429 : Construction of other civil engineering projects,F2LeicestershireRutlandand,1893.75
429 : Construction of other civil engineering projects,I6OuterLondonSouth,1906.25
429 : Construction of other civil engineering projects,D6Cheshire,1968.75
429 : Construction of other civil engineering projects,K4Devon,1968.75
429 : Construction of other civil engineering projects,I4InnerLondonEast,2125
429 : Construction of other civil engineering projects,I5OuterLondonEastandNor,2125
429 : Construction of other civil engineering projects,E3SouthYorkshire,2281.25
429 : Construction of other civil engineering projects,G2ShropshireandStaffordshir,2468.75
429 : Construction of other civil engineering projects,G1HerefordshireWorcestershi,2687.5
429 : Construction of other civil engineering projects,I7OuterLondonWestandNor,2750
429 : Construction of other civil engineering projects,J4Kent,2812.5
429 : Construction of other civil engineering projects,E4WestYorkshire,2937.5
429 : Construction of other civil engineering projects,M7EasternScotland,2968.75
429 : Construction of other civil engineering projects,C1TeesValleyandDurham,3031.25
429 : Construction of other civil engineering projects,G3WestMidlands,3312.5
429 : Construction of other civil engineering projects,K1GloucestershireWiltshire,3312.5
429 : Construction of other civil engineering projects,H3Essex,3437.5
429 : Construction of other civil engineering projects,J3HampshireandIsleofWight,3562.5
429 : Construction of other civil engineering projects,D4Lancashire,3812.5
429 : Construction of other civil engineering projects,J2SurreyEastandWestSusse,4312.5
429 : Construction of other civil engineering projects,H1EastAnglia,4437.5
429 : Construction of other civil engineering projects,M8WestCentralScotland,4937.5
429 : Construction of other civil engineering projects,L1WestWales,5562.5
429 : Construction of other civil engineering projects,J1BerkshireBuckinghamshire,5687.5
429 : Construction of other civil engineering projects,I3InnerLondonWest,5812.5
429 : Construction of other civil engineering projects,F1DerbyshireandNottinghamsh,6125
429 : Construction of other civil engineering projects,H2BedfordshireandHertfordsh,6875
429 : Construction of other civil engineering projects,D3GreaterManchester,7875
431 : Demolition and site preparation,M6HighlandsandIslands,148.125
431 : Demolition and site preparation,L2EastWales,186.875
431 : Demolition and site preparation,I7OuterLondonWestandNor,200
431 : Demolition and site preparation,L1WestWales,209.375
431 : Demolition and site preparation,F3Lincolnshire,218.75
431 : Demolition and site preparation,E2NorthYorkshire,240.625
431 : Demolition and site preparation,I3InnerLondonWest,244.375
431 : Demolition and site preparation,I6OuterLondonSouth,246.875
431 : Demolition and site preparation,E1EastYorkshireandNorthern,253.125
431 : Demolition and site preparation,M5NorthEasternScotland,262.5
431 : Demolition and site preparation,D1Cumbria,268.75
431 : Demolition and site preparation,D6Cheshire,275
431 : Demolition and site preparation,I4InnerLondonEast,296.875
431 : Demolition and site preparation,G2ShropshireandStaffordshir,365.625
431 : Demolition and site preparation,F2LeicestershireRutlandand,368.75
431 : Demolition and site preparation,K3CornwallandIslesofScill,396.875
431 : Demolition and site preparation,D7Merseyside,412.5
431 : Demolition and site preparation,K2DorsetandSomerset,421.875
431 : Demolition and site preparation,J1BerkshireBuckinghamshire,453.125
431 : Demolition and site preparation,G1HerefordshireWorcestershi,468.75
431 : Demolition and site preparation,I5OuterLondonEastandNor,493.75
431 : Demolition and site preparation,K4Devon,518.75
431 : Demolition and site preparation,M8WestCentralScotland,543.75
431 : Demolition and site preparation,E3SouthYorkshire,625
431 : Demolition and site preparation,H2BedfordshireandHertfordsh,637.5
431 : Demolition and site preparation,J3HampshireandIsleofWight,668.75
431 : Demolition and site preparation,C2NorthumberlandandTyneand,671.875
431 : Demolition and site preparation,J2SurreyEastandWestSusse,718.75
431 : Demolition and site preparation,D4Lancashire,718.75
431 : Demolition and site preparation,J4Kent,731.25
431 : Demolition and site preparation,H1EastAnglia,781.25
431 : Demolition and site preparation,C1TeesValleyandDurham,781.25
431 : Demolition and site preparation,F1DerbyshireandNottinghamsh,825
431 : Demolition and site preparation,G3WestMidlands,843.75
431 : Demolition and site preparation,K1GloucestershireWiltshire,868.75
431 : Demolition and site preparation,M9SouthernScotland,868.75
431 : Demolition and site preparation,D3GreaterManchester,918.75
431 : Demolition and site preparation,E4WestYorkshire,931.25
431 : Demolition and site preparation,M7EasternScotland,1025
431 : Demolition and site preparation,H3Essex,1056.25
"432 : Electrical, plumbing and other construction installation activities",D1Cumbria,2843.75
"432 : Electrical, plumbing and other construction installation activities",K3CornwallandIslesofScill,3062.5
"432 : Electrical, plumbing and other construction installation activities",M6HighlandsandIslands,3500
"432 : Electrical, plumbing and other construction installation activities",M5NorthEasternScotland,3625
"432 : Electrical, plumbing and other construction installation activities",I3InnerLondonWest,4500
"432 : Electrical, plumbing and other construction installation activities",F3Lincolnshire,4625
"432 : Electrical, plumbing and other construction installation activities",E2NorthYorkshire,4750
"432 : Electrical, plumbing and other construction installation activities",D6Cheshire,5125
"432 : Electrical, plumbing and other construction installation activities",M9SouthernScotland,5562.5
"432 : Electrical, plumbing and other construction installation activities",C1TeesValleyandDurham,5562.5
"432 : Electrical, plumbing and other construction installation activities",E1EastYorkshireandNorthern,5687.5
"432 : Electrical, plumbing and other construction installation activities",L2EastWales,5875
"432 : Electrical, plumbing and other construction installation activities",C2NorthumberlandandTyneand,7187.5
"432 : Electrical, plumbing and other construction installation activities",D4Lancashire,7375
"432 : Electrical, plumbing and other construction installation activities",K4Devon,7437.5
"432 : Electrical, plumbing and other construction installation activities",E3SouthYorkshire,7500
"432 : Electrical, plumbing and other construction installation activities",I7OuterLondonWestandNor,7750
"432 : Electrical, plumbing and other construction installation activities",D7Merseyside,8000
"432 : Electrical, plumbing and other construction installation activities",G1HerefordshireWorcestershi,8125
"432 : Electrical, plumbing and other construction installation activities",I6OuterLondonSouth,8375
"432 : Electrical, plumbing and other construction installation activities",I4InnerLondonEast,8500
"432 : Electrical, plumbing and other construction installation activities",L1WestWales,8750
"432 : Electrical, plumbing and other construction installation activities",K2DorsetandSomerset,9125
"432 : Electrical, plumbing and other construction installation activities",I5OuterLondonEastandNor,10125
"432 : Electrical, plumbing and other construction installation activities",G2ShropshireandStaffordshir,10750
"432 : Electrical, plumbing and other construction installation activities",M7EasternScotland,12125
"432 : Electrical, plumbing and other construction installation activities",M8WestCentralScotland,12875
"432 : Electrical, plumbing and other construction installation activities",F2LeicestershireRutlandand,13125
"432 : Electrical, plumbing and other construction installation activities",H2BedfordshireandHertfordsh,13500
"432 : Electrical, plumbing and other construction installation activities",D3GreaterManchester,13500
"432 : Electrical, plumbing and other construction installation activities",J3HampshireandIsleofWight,13875
"432 : Electrical, plumbing and other construction installation activities",J4Kent,14250
"432 : Electrical, plumbing and other construction installation activities",G3WestMidlands,14250
"432 : Electrical, plumbing and other construction installation activities",E4WestYorkshire,14625
"432 : Electrical, plumbing and other construction installation activities",H3Essex,15125
"432 : Electrical, plumbing and other construction installation activities",F1DerbyshireandNottinghamsh,15375
"432 : Electrical, plumbing and other construction installation activities",H1EastAnglia,15375
"432 : Electrical, plumbing and other construction installation activities",J1BerkshireBuckinghamshire,16000
"432 : Electrical, plumbing and other construction installation activities",K1GloucestershireWiltshire,19250
"432 : Electrical, plumbing and other construction installation activities",J2SurreyEastandWestSusse,19625
433 : Building completion and finishing,K3CornwallandIslesofScill,1781.25
433 : Building completion and finishing,M5NorthEasternScotland,1843.75
433 : Building completion and finishing,D1Cumbria,1937.5
433 : Building completion and finishing,F3Lincolnshire,2093.75
433 : Building completion and finishing,M6HighlandsandIslands,2125
433 : Building completion and finishing,C1TeesValleyandDurham,2500
433 : Building completion and finishing,D6Cheshire,2625
433 : Building completion and finishing,E2NorthYorkshire,2906.25
433 : Building completion and finishing,M9SouthernScotland,3250
433 : Building completion and finishing,L2EastWales,3500
433 : Building completion and finishing,E1EastYorkshireandNorthern,3718.75
433 : Building completion and finishing,D7Merseyside,3875
433 : Building completion and finishing,I3InnerLondonWest,4000
433 : Building completion and finishing,C2NorthumberlandandTyneand,4187.5
433 : Building completion and finishing,K4Devon,4437.5
433 : Building completion and finishing,G1HerefordshireWorcestershi,4500
433 : Building completion and finishing,I4InnerLondonEast,4625
433 : Building completion and finishing,K2DorsetandSomerset,4687.5
433 : Building completion and finishing,I6OuterLondonSouth,4687.5
433 : Building completion and finishing,D4Lancashire,4937.5
433 : Building completion and finishing,E3SouthYorkshire,5062.5
433 : Building completion and finishing,L1WestWales,5312.5
433 : Building completion and finishing,M8WestCentralScotland,5500
433 : Building completion and finishing,F2LeicestershireRutlandand,6000
433 : Building completion and finishing,G2ShropshireandStaffordshir,6062.5
433 : Building completion and finishing,F1DerbyshireandNottinghamsh,6125
433 : Building completion and finishing,G3WestMidlands,7125
433 : Building completion and finishing,M7EasternScotland,7250
433 : Building completion and finishing,I7OuterLondonWestandNor,7312.5
433 : Building completion and finishing,E4WestYorkshire,7375
433 : Building completion and finishing,J3HampshireandIsleofWight,7625
433 : Building completion and finishing,J4Kent,7625
433 : Building completion and finishing,I5OuterLondonEastandNor,7687.5
433 : Building completion and finishing,D3GreaterManchester,8375
433 : Building completion and finishing,J1BerkshireBuckinghamshire,8375
433 : Building completion and finishing,H2BedfordshireandHertfordsh,8750
433 : Building completion and finishing,H1EastAnglia,8750
433 : Building completion and finishing,H3Essex,9250
433 : Building completion and finishing,K1GloucestershireWiltshire,9625
433 : Building completion and finishing,J2SurreyEastandWestSusse,10750
439 : Other specialised construction activities n.e.c.,I3InnerLondonWest,1037.5
439 : Other specialised construction activities n.e.c.,K3CornwallandIslesofScill,1056.25
439 : Other specialised construction activities n.e.c.,D1Cumbria,1456.25
439 : Other specialised construction activities n.e.c.,F3Lincolnshire,1518.75
439 : Other specialised construction activities n.e.c.,M6HighlandsandIslands,1562.5
439 : Other specialised construction activities n.e.c.,E2NorthYorkshire,1656.25
439 : Other specialised construction activities n.e.c.,M5NorthEasternScotland,1968.75
439 : Other specialised construction activities n.e.c.,D6Cheshire,2218.75
439 : Other specialised construction activities n.e.c.,K4Devon,2343.75
439 : Other specialised construction activities n.e.c.,K2DorsetandSomerset,2375
439 : Other specialised construction activities n.e.c.,I6OuterLondonSouth,2500
439 : Other specialised construction activities n.e.c.,I4InnerLondonEast,2500
439 : Other specialised construction activities n.e.c.,D7Merseyside,2781.25
439 : Other specialised construction activities n.e.c.,M9SouthernScotland,2781.25
439 : Other specialised construction activities n.e.c.,E1EastYorkshireandNorthern,2937.5
439 : Other specialised construction activities n.e.c.,E3SouthYorkshire,2968.75
439 : Other specialised construction activities n.e.c.,D4Lancashire,3000
439 : Other specialised construction activities n.e.c.,L2EastWales,3031.25
439 : Other specialised construction activities n.e.c.,C2NorthumberlandandTyneand,3125
439 : Other specialised construction activities n.e.c.,F2LeicestershireRutlandand,3125
439 : Other specialised construction activities n.e.c.,G1HerefordshireWorcestershi,3156.25
439 : Other specialised construction activities n.e.c.,M8WestCentralScotland,3312.5
439 : Other specialised construction activities n.e.c.,E4WestYorkshire,3812.5
439 : Other specialised construction activities n.e.c.,I7OuterLondonWestandNor,3843.75
439 : Other specialised construction activities n.e.c.,I5OuterLondonEastandNor,3843.75
439 : Other specialised construction activities n.e.c.,G2ShropshireandStaffordshir,4062.5
439 : Other specialised construction activities n.e.c.,J1BerkshireBuckinghamshire,4125
439 : Other specialised construction activities n.e.c.,C1TeesValleyandDurham,4125
439 : Other specialised construction activities n.e.c.,L1WestWales,4281.25
439 : Other specialised construction activities n.e.c.,J3HampshireandIsleofWight,4312.5
439 : Other specialised construction activities n.e.c.,H2BedfordshireandHertfordsh,4750
439 : Other specialised construction activities n.e.c.,G3WestMidlands,4812.5
439 : Other specialised construction activities n.e.c.,K1GloucestershireWiltshire,5375
439 : Other specialised construction activities n.e.c.,F1DerbyshireandNottinghamsh,5437.5
439 : Other specialised construction activities n.e.c.,J4Kent,5500
439 : Other specialised construction activities n.e.c.,M7EasternScotland,5687.5
439 : Other specialised construction activities n.e.c.,D3GreaterManchester,5937.5
439 : Other specialised construction activities n.e.c.,J2SurreyEastandWestSusse,5937.5
439 : Other specialised construction activities n.e.c.,H1EastAnglia,6000
439 : Other specialised construction activities n.e.c.,H3Essex,6625
451 : Sale of motor vehicles,I4InnerLondonEast,925
451 : Sale of motor vehicles,K3CornwallandIslesofScill,1218.75
451 : Sale of motor vehicles,M6HighlandsandIslands,1406.25
451 : Sale of motor vehicles,D1Cumbria,1656.25
451 : Sale of motor vehicles,M5NorthEasternScotland,1687.5
451 : Sale of motor vehicles,I3InnerLondonWest,1843.75
451 : Sale of motor vehicles,I6OuterLondonSouth,2343.75
451 : Sale of motor vehicles,F3Lincolnshire,2531.25
451 : Sale of motor vehicles,D7Merseyside,2593.75
451 : Sale of motor vehicles,E2NorthYorkshire,2750
451 : Sale of motor vehicles,I5OuterLondonEastandNor,2812.5
451 : Sale of motor vehicles,C1TeesValleyandDurham,3093.75
451 : Sale of motor vehicles,M9SouthernScotland,3125
451 : Sale of motor vehicles,E1EastYorkshireandNorthern,3312.5
451 : Sale of motor vehicles,K4Devon,3625
451 : Sale of motor vehicles,L2EastWales,3687.5
451 : Sale of motor vehicles,E3SouthYorkshire,3937.5
451 : Sale of motor vehicles,D4Lancashire,4062.5
451 : Sale of motor vehicles,D6Cheshire,4125
451 : Sale of motor vehicles,K2DorsetandSomerset,4312.5
451 : Sale of motor vehicles,I7OuterLondonWestandNor,4375
451 : Sale of motor vehicles,C2NorthumberlandandTyneand,4562.5
451 : Sale of motor vehicles,G1HerefordshireWorcestershi,5125
451 : Sale of motor vehicles,J4Kent,5250
451 : Sale of motor vehicles,L1WestWales,5437.5
451 : Sale of motor vehicles,G2ShropshireandStaffordshir,5625
451 : Sale of motor vehicles,F2LeicestershireRutlandand,5687.5
451 : Sale of motor vehicles,H3Essex,5937.5
451 : Sale of motor vehicles,M8WestCentralScotland,6000
451 : Sale of motor vehicles,J3HampshireandIsleofWight,6250
451 : Sale of motor vehicles,M7EasternScotland,6375
451 : Sale of motor vehicles,H2BedfordshireandHertfordsh,6500
451 : Sale of motor vehicles,D3GreaterManchester,6625
451 : Sale of motor vehicles,E4WestYorkshire,7125
451 : Sale of motor vehicles,F1DerbyshireandNottinghamsh,7250
451 : Sale of motor vehicles,J2SurreyEastandWestSusse,8125
451 : Sale of motor vehicles,G3WestMidlands,8250
451 : Sale of motor vehicles,H1EastAnglia,8500
451 : Sale of motor vehicles,K1GloucestershireWiltshire,9125
451 : Sale of motor vehicles,J1BerkshireBuckinghamshire,10125
452 : Maintenance and repair of motor vehicles,I3InnerLondonWest,1625
452 : Maintenance and repair of motor vehicles,M5NorthEasternScotland,1625
452 : Maintenance and repair of motor vehicles,M6HighlandsandIslands,1968.75
452 : Maintenance and repair of motor vehicles,K3CornwallandIslesofScill,2312.5
452 : Maintenance and repair of motor vehicles,I4InnerLondonEast,2500
452 : Maintenance and repair of motor vehicles,E2NorthYorkshire,2562.5
452 : Maintenance and repair of motor vehicles,D1Cumbria,2562.5
452 : Maintenance and repair of motor vehicles,F3Lincolnshire,2906.25
452 : Maintenance and repair of motor vehicles,M9SouthernScotland,3031.25
452 : Maintenance and repair of motor vehicles,I6OuterLondonSouth,3125
452 : Maintenance and repair of motor vehicles,C1TeesValleyandDurham,3500
452 : Maintenance and repair of motor vehicles,L2EastWales,3625
452 : Maintenance and repair of motor vehicles,D7Merseyside,3750
452 : Maintenance and repair of motor vehicles,C2NorthumberlandandTyneand,3843.75
452 : Maintenance and repair of motor vehicles,E1EastYorkshireandNorthern,3937.5
452 : Maintenance and repair of motor vehicles,D6Cheshire,4125
452 : Maintenance and repair of motor vehicles,E3SouthYorkshire,4375
452 : Maintenance and repair of motor vehicles,M8WestCentralScotland,4375
452 : Maintenance and repair of motor vehicles,I5OuterLondonEastandNor,4687.5
452 : Maintenance and repair of motor vehicles,D4Lancashire,4937.5
452 : Maintenance and repair of motor vehicles,K4Devon,5062.5
452 : Maintenance and repair of motor vehicles,K2DorsetandSomerset,5500
452 : Maintenance and repair of motor vehicles,L1WestWales,5687.5
452 : Maintenance and repair of motor vehicles,I7OuterLondonWestandNor,5937.5
452 : Maintenance and repair of motor vehicles,G1HerefordshireWorcestershi,6000
452 : Maintenance and repair of motor vehicles,G2ShropshireandStaffordshir,6750
452 : Maintenance and repair of motor vehicles,J4Kent,7125
452 : Maintenance and repair of motor vehicles,M7EasternScotland,7125
452 : Maintenance and repair of motor vehicles,F2LeicestershireRutlandand,8000
452 : Maintenance and repair of motor vehicles,E4WestYorkshire,8125
452 : Maintenance and repair of motor vehicles,J3HampshireandIsleofWight,8250
452 : Maintenance and repair of motor vehicles,F1DerbyshireandNottinghamsh,8375
452 : Maintenance and repair of motor vehicles,H3Essex,8500
452 : Maintenance and repair of motor vehicles,D3GreaterManchester,8750
452 : Maintenance and repair of motor vehicles,H2BedfordshireandHertfordsh,9500
452 : Maintenance and repair of motor vehicles,G3WestMidlands,10000
452 : Maintenance and repair of motor vehicles,J2SurreyEastandWestSusse,10250
452 : Maintenance and repair of motor vehicles,J1BerkshireBuckinghamshire,10625
452 : Maintenance and repair of motor vehicles,K1GloucestershireWiltshire,10875
452 : Maintenance and repair of motor vehicles,H1EastAnglia,12125
453 : Sale of motor vehicle parts and accessories,I3InnerLondonWest,425
453 : Sale of motor vehicle parts and accessories,M6HighlandsandIslands,425
453 : Sale of motor vehicle parts and accessories,M5NorthEasternScotland,662.5
453 : Sale of motor vehicle parts and accessories,D1Cumbria,843.75
453 : Sale of motor vehicle parts and accessories,I4InnerLondonEast,850
453 : Sale of motor vehicle parts and accessories,K3CornwallandIslesofScill,912.5
453 : Sale of motor vehicle parts and accessories,C1TeesValleyandDurham,968.75
453 : Sale of motor vehicle parts and accessories,I6OuterLondonSouth,1062.5
453 : Sale of motor vehicle parts and accessories,E2NorthYorkshire,1137.5
453 : Sale of motor vehicle parts and accessories,C2NorthumberlandandTyneand,1156.25
453 : Sale of motor vehicle parts and accessories,M9SouthernScotland,1162.5
453 : Sale of motor vehicle parts and accessories,F3Lincolnshire,1206.25
453 : Sale of motor vehicle parts and accessories,E1EastYorkshireandNorthern,1406.25
453 : Sale of motor vehicle parts and accessories,L2EastWales,1687.5
453 : Sale of motor vehicle parts and accessories,D7Merseyside,1687.5
453 : Sale of motor vehicle parts and accessories,K4Devon,1718.75
453 : Sale of motor vehicle parts and accessories,M8WestCentralScotland,1843.75
453 : Sale of motor vehicle parts and accessories,K2DorsetandSomerset,1875
453 : Sale of motor vehicle parts and accessories,M7EasternScotland,2062.5
453 : Sale of motor vehicle parts and accessories,D6Cheshire,2093.75
453 : Sale of motor vehicle parts and accessories,I5OuterLondonEastandNor,2250
453 : Sale of motor vehicle parts and accessories,I7OuterLondonWestandNor,2500
453 : Sale of motor vehicle parts and accessories,L1WestWales,2687.5
453 : Sale of motor vehicle parts and accessories,D4Lancashire,2875
453 : Sale of motor vehicle parts and accessories,E3SouthYorkshire,2937.5
453 : Sale of motor vehicle parts and accessories,J4Kent,3062.5
453 : Sale of motor vehicle parts and accessories,H3Essex,3250
453 : Sale of motor vehicle parts and accessories,J3HampshireandIsleofWight,3250
453 : Sale of motor vehicle parts and accessories,G2ShropshireandStaffordshir,3812.5
453 : Sale of motor vehicle parts and accessories,D3GreaterManchester,3937.5
453 : Sale of motor vehicle parts and accessories,J2SurreyEastandWestSusse,4000
453 : Sale of motor vehicle parts and accessories,F2LeicestershireRutlandand,4062.5
453 : Sale of motor vehicle parts and accessories,E4WestYorkshire,4125
453 : Sale of motor vehicle parts and accessories,F1DerbyshireandNottinghamsh,4187.5
453 : Sale of motor vehicle parts and accessories,H2BedfordshireandHertfordsh,4250
453 : Sale of motor vehicle parts and accessories,J1BerkshireBuckinghamshire,4375
453 : Sale of motor vehicle parts and accessories,H1EastAnglia,4500
453 : Sale of motor vehicle parts and accessories,K1GloucestershireWiltshire,4750
453 : Sale of motor vehicle parts and accessories,G1HerefordshireWorcestershi,6000
453 : Sale of motor vehicle parts and accessories,G3WestMidlands,6875
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",M5NorthEasternScotland,36.25
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",M6HighlandsandIslands,38.125
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",K3CornwallandIslesofScill,45.625
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",C1TeesValleyandDurham,48.125
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",D1Cumbria,60
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",M9SouthernScotland,62.5
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",D7Merseyside,63.125
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",D6Cheshire,78.75
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",E1EastYorkshireandNorthern,99.375
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",E2NorthYorkshire,100
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",M8WestCentralScotland,112.5
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",C2NorthumberlandandTyneand,118.75
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",I5OuterLondonEastandNor,121.875
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",I6OuterLondonSouth,137.5
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",G1HerefordshireWorcestershi,140.625
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",E3SouthYorkshire,150
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",I7OuterLondonWestandNor,153.125
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",L2EastWales,159.375
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",K4Devon,168.75
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",I3InnerLondonWest,178.125
