industry,itl2,employment
202 : Manufacture of pesticides and other agrochemical products,M8WestCentralScotland,0
202 : Manufacture of pesticides and other agrochemical products,M6HighlandsandIslands,0
202 : Manufacture of pesticides and other agrochemical products,M9SouthernScotland,0
202 : Manufacture of pesticides and other agrochemical products,K3CornwallandIslesofScill,0
202 : Manufacture of pesticides and other agrochemical products,I5OuterLondonEastandNor,0
202 : Manufacture of pesticides and other agrochemical products,G1HerefordshireWorcestershi,0
202 : Manufacture of pesticides and other agrochemical products,E3SouthYorkshire,0
202 : Manufacture of pesticides and other agrochemical products,K4Devon,0
202 : Manufacture of pesticides and other agrochemical products,I4InnerLondonEast,1.25
202 : Manufacture of pesticides and other agrochemical products,E2NorthYorkshire,1.25
202 : Manufacture of pesticides and other agrochemical products,I7OuterLondonWestandNor,3.125
202 : Manufacture of pesticides and other agrochemical products,D3GreaterManchester,3.125
202 : Manufacture of pesticides and other agrochemical products,D4Lancashire,3.75
202 : Manufacture of pesticides and other agrochemical products,J4Kent,6.25
202 : Manufacture of pesticides and other agrochemical products,K2DorsetandSomerset,8.75
202 : Manufacture of pesticides and other agrochemical products,G3WestMidlands,10.625
202 : Manufacture of pesticides and other agrochemical products,D1Cumbria,11.25
202 : Manufacture of pesticides and other agrochemical products,E1EastYorkshireandNorthern,16.25
202 : Manufacture of pesticides and other agrochemical products,H3Essex,16.875
202 : Manufacture of pesticides and other agrochemical products,K1GloucestershireWiltshire,23.75
202 : Manufacture of pesticides and other agrochemical products,I3InnerLondonWest,25
202 : Manufacture of pesticides and other agrochemical products,H2BedfordshireandHertfordsh,32.5
202 : Manufacture of pesticides and other agrochemical products,G2ShropshireandStaffordshir,37.5
202 : Manufacture of pesticides and other agrochemical products,F3Lincolnshire,51.25
202 : Manufacture of pesticides and other agrochemical products,J1BerkshireBuckinghamshire,53.125
202 : Manufacture of pesticides and other agrochemical products,J2SurreyEastandWestSusse,57.5
202 : Manufacture of pesticides and other agrochemical products,F2LeicestershireRutlandand,73.75
202 : Manufacture of pesticides and other agrochemical products,F1DerbyshireandNottinghamsh,73.75
202 : Manufacture of pesticides and other agrochemical products,L1WestWales,85
202 : Manufacture of pesticides and other agrochemical products,C1TeesValleyandDurham,93.75
202 : Manufacture of pesticides and other agrochemical products,J3HampshireandIsleofWight,96.25
202 : Manufacture of pesticides and other agrochemical products,D7Merseyside,96.875
202 : Manufacture of pesticides and other agrochemical products,D6Cheshire,143.75
202 : Manufacture of pesticides and other agrochemical products,L2EastWales,187.5
202 : Manufacture of pesticides and other agrochemical products,M7EasternScotland,375
202 : Manufacture of pesticides and other agrochemical products,H1EastAnglia,450
202 : Manufacture of pesticides and other agrochemical products,E4WestYorkshire,800
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",M9SouthernScotland,1.25
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",F3Lincolnshire,11.25
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",K3CornwallandIslesofScill,15.625
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",M6HighlandsandIslands,19.375
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",M5NorthEasternScotland,22.5
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",I3InnerLondonWest,23.75
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",D1Cumbria,28.125
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",I6OuterLondonSouth,41.25
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",I5OuterLondonEastandNor,43.75
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",K4Devon,51.25
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",J2SurreyEastandWestSusse,62.5
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",H2BedfordshireandHertfordsh,68.75
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",I4InnerLondonEast,85.625
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",I7OuterLondonWestandNor,90.625
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",J3HampshireandIsleofWight,106.25
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",M8WestCentralScotland,106.25
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",D6Cheshire,143.75
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",C1TeesValleyandDurham,156.25
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",G1HerefordshireWorcestershi,187.5
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",H3Essex,196.875
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",E2NorthYorkshire,215.625
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",M7EasternScotland,218.75
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",L1WestWales,240.625
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",L2EastWales,312.5
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",E3SouthYorkshire,318.75
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",J4Kent,350
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",K2DorsetandSomerset,381.25
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",F2LeicestershireRutlandand,412.5
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",G2ShropshireandStaffordshir,425
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",K1GloucestershireWiltshire,500
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",E1EastYorkshireandNorthern,593.75
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",D7Merseyside,600
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",F1DerbyshireandNottinghamsh,650
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",H1EastAnglia,662.5
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",D4Lancashire,725
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",G3WestMidlands,800
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",J1BerkshireBuckinghamshire,1012.5
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",C2NorthumberlandandTyneand,1087.5
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",E4WestYorkshire,1150
"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",D3GreaterManchester,1156.25
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",E2NorthYorkshire,58.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",F3Lincolnshire,68.125
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",K3CornwallandIslesofScill,78.125
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",M5NorthEasternScotland,112.5
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",I4InnerLondonEast,115
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",D1Cumbria,118.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",E3SouthYorkshire,125.625
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",M7EasternScotland,134.375
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",M6HighlandsandIslands,134.375
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",I5OuterLondonEastandNor,140.625
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",I7OuterLondonWestandNor,181.25
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",C1TeesValleyandDurham,209.375
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",I6OuterLondonSouth,209.375
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",G3WestMidlands,218.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",K4Devon,250
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",E1EastYorkshireandNorthern,275
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",I3InnerLondonWest,287.5
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",G2ShropshireandStaffordshir,321.875
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",M9SouthernScotland,337.5
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",M8WestCentralScotland,362.5
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",C2NorthumberlandandTyneand,403.125
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",D6Cheshire,425
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",H2BedfordshireandHertfordsh,581.25
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",H3Essex,643.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",J1BerkshireBuckinghamshire,656.25
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",L2EastWales,725
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",G1HerefordshireWorcestershi,731.25
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",F2LeicestershireRutlandand,756.25
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",L1WestWales,800
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",D4Lancashire,918.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",J4Kent,950
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",D7Merseyside,968.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",K1GloucestershireWiltshire,1143.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",J3HampshireandIsleofWight,1193.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",J2SurreyEastandWestSusse,1206.25
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",H1EastAnglia,1281.25
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",F1DerbyshireandNottinghamsh,1718.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",E4WestYorkshire,1843.75
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",K2DorsetandSomerset,2031.25
"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",D3GreaterManchester,2937.5
205 : Manufacture of other chemical products,M6HighlandsandIslands,3.75
205 : Manufacture of other chemical products,K3CornwallandIslesofScill,12.5
205 : Manufacture of other chemical products,I5OuterLondonEastandNor,23.75
205 : Manufacture of other chemical products,F3Lincolnshire,28.75
205 : Manufacture of other chemical products,D1Cumbria,45
205 : Manufacture of other chemical products,I6OuterLondonSouth,46.25
205 : Manufacture of other chemical products,M9SouthernScotland,71.875
205 : Manufacture of other chemical products,I3InnerLondonWest,75.625
205 : Manufacture of other chemical products,K4Devon,95.625
205 : Manufacture of other chemical products,I4InnerLondonEast,110.625
205 : Manufacture of other chemical products,I7OuterLondonWestandNor,126.25
205 : Manufacture of other chemical products,E3SouthYorkshire,140.625
205 : Manufacture of other chemical products,E2NorthYorkshire,156.25
205 : Manufacture of other chemical products,M5NorthEasternScotland,178.125
205 : Manufacture of other chemical products,G1HerefordshireWorcestershi,200
205 : Manufacture of other chemical products,K2DorsetandSomerset,215.625
205 : Manufacture of other chemical products,L2EastWales,237.5
205 : Manufacture of other chemical products,H3Essex,281.25
205 : Manufacture of other chemical products,L1WestWales,309.375
205 : Manufacture of other chemical products,E4WestYorkshire,350
205 : Manufacture of other chemical products,E1EastYorkshireandNorthern,400
205 : Manufacture of other chemical products,K1GloucestershireWiltshire,462.5
205 : Manufacture of other chemical products,D4Lancashire,468.75
205 : Manufacture of other chemical products,F1DerbyshireandNottinghamsh,475
205 : Manufacture of other chemical products,G3WestMidlands,481.25
205 : Manufacture of other chemical products,C2NorthumberlandandTyneand,481.25
205 : Manufacture of other chemical products,J2SurreyEastandWestSusse,518.75
205 : Manufacture of other chemical products,M7EasternScotland,575
205 : Manufacture of other chemical products,J3HampshireandIsleofWight,618.75
205 : Manufacture of other chemical products,H2BedfordshireandHertfordsh,631.25
205 : Manufacture of other chemical products,J4Kent,650
205 : Manufacture of other chemical products,C1TeesValleyandDurham,712.5
205 : Manufacture of other chemical products,F2LeicestershireRutlandand,868.75
205 : Manufacture of other chemical products,D7Merseyside,981.25
205 : Manufacture of other chemical products,D6Cheshire,993.75
205 : Manufacture of other chemical products,H1EastAnglia,1000
205 : Manufacture of other chemical products,G2ShropshireandStaffordshir,1062.5
205 : Manufacture of other chemical products,J1BerkshireBuckinghamshire,1187.5
205 : Manufacture of other chemical products,M8WestCentralScotland,1343.75
205 : Manufacture of other chemical products,D3GreaterManchester,1875
206 : Manufacture of man-made fibres,D3GreaterManchester,0
206 : Manufacture of man-made fibres,E1EastYorkshireandNorthern,0
206 : Manufacture of man-made fibres,L2EastWales,0
206 : Manufacture of man-made fibres,J3HampshireandIsleofWight,0
206 : Manufacture of man-made fibres,J1BerkshireBuckinghamshire,0
206 : Manufacture of man-made fibres,E3SouthYorkshire,0
206 : Manufacture of man-made fibres,I4InnerLondonEast,0
206 : Manufacture of man-made fibres,L1WestWales,0
206 : Manufacture of man-made fibres,G3WestMidlands,0
206 : Manufacture of man-made fibres,H1EastAnglia,0
206 : Manufacture of man-made fibres,D7Merseyside,0
206 : Manufacture of man-made fibres,M8WestCentralScotland,0
206 : Manufacture of man-made fibres,M5NorthEasternScotland,0
206 : Manufacture of man-made fibres,M7EasternScotland,0
206 : Manufacture of man-made fibres,C2NorthumberlandandTyneand,0
206 : Manufacture of man-made fibres,J4Kent,0
206 : Manufacture of man-made fibres,G1HerefordshireWorcestershi,0
206 : Manufacture of man-made fibres,D1Cumbria,0
206 : Manufacture of man-made fibres,I5OuterLondonEastandNor,0
206 : Manufacture of man-made fibres,H2BedfordshireandHertfordsh,0
206 : Manufacture of man-made fibres,F3Lincolnshire,0
206 : Manufacture of man-made fibres,I6OuterLondonSouth,0
206 : Manufacture of man-made fibres,K4Devon,0
206 : Manufacture of man-made fibres,I7OuterLondonWestandNor,0
206 : Manufacture of man-made fibres,K2DorsetandSomerset,0
206 : Manufacture of man-made fibres,K3CornwallandIslesofScill,0
206 : Manufacture of man-made fibres,C1TeesValleyandDurham,0
206 : Manufacture of man-made fibres,J2SurreyEastandWestSusse,0
206 : Manufacture of man-made fibres,M9SouthernScotland,0
206 : Manufacture of man-made fibres,F1DerbyshireandNottinghamsh,0
206 : Manufacture of man-made fibres,E2NorthYorkshire,0
206 : Manufacture of man-made fibres,H3Essex,1.25
206 : Manufacture of man-made fibres,I3InnerLondonWest,1.25
206 : Manufacture of man-made fibres,D6Cheshire,1.25
206 : Manufacture of man-made fibres,F2LeicestershireRutlandand,2.5
206 : Manufacture of man-made fibres,G2ShropshireandStaffordshir,3.75
206 : Manufacture of man-made fibres,D4Lancashire,30
206 : Manufacture of man-made fibres,K1GloucestershireWiltshire,32.5
206 : Manufacture of man-made fibres,E4WestYorkshire,134.375
206 : Manufacture of man-made fibres,M6HighlandsandIslands,218.75
211 : Manufacture of basic pharmaceutical products,D1Cumbria,0
211 : Manufacture of basic pharmaceutical products,K3CornwallandIslesofScill,0
211 : Manufacture of basic pharmaceutical products,M5NorthEasternScotland,0
211 : Manufacture of basic pharmaceutical products,E3SouthYorkshire,0
211 : Manufacture of basic pharmaceutical products,I5OuterLondonEastandNor,1.25
211 : Manufacture of basic pharmaceutical products,M6HighlandsandIslands,1.25
211 : Manufacture of basic pharmaceutical products,K2DorsetandSomerset,3.125
211 : Manufacture of basic pharmaceutical products,H3Essex,5.625
211 : Manufacture of basic pharmaceutical products,C1TeesValleyandDurham,6.875
211 : Manufacture of basic pharmaceutical products,M8WestCentralScotland,10.625
211 : Manufacture of basic pharmaceutical products,I6OuterLondonSouth,13.125
211 : Manufacture of basic pharmaceutical products,I4InnerLondonEast,13.75
211 : Manufacture of basic pharmaceutical products,K4Devon,15.625
211 : Manufacture of basic pharmaceutical products,G1HerefordshireWorcestershi,16.25
211 : Manufacture of basic pharmaceutical products,J3HampshireandIsleofWight,17.5
211 : Manufacture of basic pharmaceutical products,D6Cheshire,38.125
211 : Manufacture of basic pharmaceutical products,I3InnerLondonWest,51.875
211 : Manufacture of basic pharmaceutical products,J2SurreyEastandWestSusse,52.5
211 : Manufacture of basic pharmaceutical products,E4WestYorkshire,60
211 : Manufacture of basic pharmaceutical products,E2NorthYorkshire,61.875
211 : Manufacture of basic pharmaceutical products,D3GreaterManchester,62.5
211 : Manufacture of basic pharmaceutical products,G3WestMidlands,63.125
211 : Manufacture of basic pharmaceutical products,G2ShropshireandStaffordshir,100
211 : Manufacture of basic pharmaceutical products,E1EastYorkshireandNorthern,111.25
211 : Manufacture of basic pharmaceutical products,H1EastAnglia,176.875
211 : Manufacture of basic pharmaceutical products,F2LeicestershireRutlandand,181.25
211 : Manufacture of basic pharmaceutical products,F3Lincolnshire,206.25
211 : Manufacture of basic pharmaceutical products,K1GloucestershireWiltshire,237.5
211 : Manufacture of basic pharmaceutical products,L1WestWales,287.5
211 : Manufacture of basic pharmaceutical products,I7OuterLondonWestandNor,300
211 : Manufacture of basic pharmaceutical products,D4Lancashire,325
211 : Manufacture of basic pharmaceutical products,D7Merseyside,325
211 : Manufacture of basic pharmaceutical products,J4Kent,331.25
211 : Manufacture of basic pharmaceutical products,M7EasternScotland,331.25
211 : Manufacture of basic pharmaceutical products,F1DerbyshireandNottinghamsh,359.375
211 : Manufacture of basic pharmaceutical products,L2EastWales,375
211 : Manufacture of basic pharmaceutical products,M9SouthernScotland,412.5
211 : Manufacture of basic pharmaceutical products,C2NorthumberlandandTyneand,475.625
211 : Manufacture of basic pharmaceutical products,J1BerkshireBuckinghamshire,768.75
211 : Manufacture of basic pharmaceutical products,H2BedfordshireandHertfordsh,812.5
212 : Manufacture of pharmaceutical preparations,K3CornwallandIslesofScill,1.25
212 : Manufacture of pharmaceutical preparations,E3SouthYorkshire,3.75
212 : Manufacture of pharmaceutical preparations,M5NorthEasternScotland,5
212 : Manufacture of pharmaceutical preparations,G2ShropshireandStaffordshir,15.625
212 : Manufacture of pharmaceutical preparations,G1HerefordshireWorcestershi,35
212 : Manufacture of pharmaceutical preparations,I4InnerLondonEast,40.625
212 : Manufacture of pharmaceutical preparations,H3Essex,45
212 : Manufacture of pharmaceutical preparations,M8WestCentralScotland,59.375
212 : Manufacture of pharmaceutical preparations,K2DorsetandSomerset,70.625
212 : Manufacture of pharmaceutical preparations,D4Lancashire,101.25
212 : Manufacture of pharmaceutical preparations,F3Lincolnshire,153.125
212 : Manufacture of pharmaceutical preparations,I6OuterLondonSouth,159.375
212 : Manufacture of pharmaceutical preparations,G3WestMidlands,183.125
212 : Manufacture of pharmaceutical preparations,J4Kent,222.5
212 : Manufacture of pharmaceutical preparations,D1Cumbria,306.25
212 : Manufacture of pharmaceutical preparations,I3InnerLondonWest,306.25
212 : Manufacture of pharmaceutical preparations,I5OuterLondonEastandNor,312.5
212 : Manufacture of pharmaceutical preparations,I7OuterLondonWestandNor,378.125
212 : Manufacture of pharmaceutical preparations,J3HampshireandIsleofWight,568.75
212 : Manufacture of pharmaceutical preparations,L2EastWales,568.75
212 : Manufacture of pharmaceutical preparations,D3GreaterManchester,643.75
212 : Manufacture of pharmaceutical preparations,F2LeicestershireRutlandand,700
212 : Manufacture of pharmaceutical preparations,E2NorthYorkshire,706.25
212 : Manufacture of pharmaceutical preparations,M9SouthernScotland,712.5
212 : Manufacture of pharmaceutical preparations,M6HighlandsandIslands,800
212 : Manufacture of pharmaceutical preparations,E4WestYorkshire,875
212 : Manufacture of pharmaceutical preparations,J1BerkshireBuckinghamshire,881.25
212 : Manufacture of pharmaceutical preparations,K4Devon,1112.5
212 : Manufacture of pharmaceutical preparations,C2NorthumberlandandTyneand,1143.75
212 : Manufacture of pharmaceutical preparations,F1DerbyshireandNottinghamsh,1212.5
212 : Manufacture of pharmaceutical preparations,M7EasternScotland,1268.75
212 : Manufacture of pharmaceutical preparations,E1EastYorkshireandNorthern,1437.5
212 : Manufacture of pharmaceutical preparations,H1EastAnglia,1531.25
212 : Manufacture of pharmaceutical preparations,L1WestWales,1593.75
212 : Manufacture of pharmaceutical preparations,C1TeesValleyandDurham,1718.75
212 : Manufacture of pharmaceutical preparations,J2SurreyEastandWestSusse,1812.5
212 : Manufacture of pharmaceutical preparations,H2BedfordshireandHertfordsh,1875
212 : Manufacture of pharmaceutical preparations,D7Merseyside,2031.25
212 : Manufacture of pharmaceutical preparations,K1GloucestershireWiltshire,2031.25
212 : Manufacture of pharmaceutical preparations,D6Cheshire,3875
221 : Manufacture of rubber products,M6HighlandsandIslands,5
221 : Manufacture of rubber products,I3InnerLondonWest,11.875
221 : Manufacture of rubber products,I6OuterLondonSouth,22.5
221 : Manufacture of rubber products,I5OuterLondonEastandNor,45
221 : Manufacture of rubber products,I7OuterLondonWestandNor,64.375
221 : Manufacture of rubber products,I4InnerLondonEast,66.875
221 : Manufacture of rubber products,D6Cheshire,103.125
221 : Manufacture of rubber products,M8WestCentralScotland,109.375
221 : Manufacture of rubber products,C1TeesValleyandDurham,109.375
221 : Manufacture of rubber products,J4Kent,134.375
221 : Manufacture of rubber products,E2NorthYorkshire,150
221 : Manufacture of rubber products,H3Essex,168.75
221 : Manufacture of rubber products,D7Merseyside,190.625
221 : Manufacture of rubber products,H2BedfordshireandHertfordsh,203.125
221 : Manufacture of rubber products,J1BerkshireBuckinghamshire,231.25
221 : Manufacture of rubber products,E4WestYorkshire,250
221 : Manufacture of rubber products,E1EastYorkshireandNorthern,306.25
221 : Manufacture of rubber products,K3CornwallandIslesofScill,328.125
221 : Manufacture of rubber products,K4Devon,375
221 : Manufacture of rubber products,L2EastWales,393.75
221 : Manufacture of rubber products,J2SurreyEastandWestSusse,396.875
221 : Manufacture of rubber products,K2DorsetandSomerset,406.25
221 : Manufacture of rubber products,M5NorthEasternScotland,431.25
221 : Manufacture of rubber products,E3SouthYorkshire,456.25
221 : Manufacture of rubber products,L1WestWales,468.75
221 : Manufacture of rubber products,M9SouthernScotland,487.5
221 : Manufacture of rubber products,C2NorthumberlandandTyneand,543.75
221 : Manufacture of rubber products,F3Lincolnshire,550
221 : Manufacture of rubber products,M7EasternScotland,606.25
221 : Manufacture of rubber products,H1EastAnglia,637.5
221 : Manufacture of rubber products,J3HampshireandIsleofWight,681.25
221 : Manufacture of rubber products,D4Lancashire,712.5
221 : Manufacture of rubber products,G1HerefordshireWorcestershi,718.75
221 : Manufacture of rubber products,F2LeicestershireRutlandand,762.5
221 : Manufacture of rubber products,G2ShropshireandStaffordshir,843.75
221 : Manufacture of rubber products,F1DerbyshireandNottinghamsh,943.75
221 : Manufacture of rubber products,G3WestMidlands,1081.25
221 : Manufacture of rubber products,D3GreaterManchester,1250
221 : Manufacture of rubber products,D1Cumbria,1500
221 : Manufacture of rubber products,K1GloucestershireWiltshire,1812.5
222 : Manufacture of plastics products,I3InnerLondonWest,108.125
222 : Manufacture of plastics products,M5NorthEasternScotland,312.5
222 : Manufacture of plastics products,I4InnerLondonEast,325
222 : Manufacture of plastics products,M6HighlandsandIslands,450
222 : Manufacture of plastics products,I6OuterLondonSouth,762.5
222 : Manufacture of plastics products,K3CornwallandIslesofScill,1056.25
222 : Manufacture of plastics products,I5OuterLondonEastandNor,1081.25
222 : Manufacture of plastics products,D1Cumbria,1381.25
222 : Manufacture of plastics products,F3Lincolnshire,1562.5
222 : Manufacture of plastics products,E2NorthYorkshire,1656.25
222 : Manufacture of plastics products,M7EasternScotland,1750
222 : Manufacture of plastics products,I7OuterLondonWestandNor,1831.25
222 : Manufacture of plastics products,D6Cheshire,1875
222 : Manufacture of plastics products,K4Devon,1906.25
222 : Manufacture of plastics products,M9SouthernScotland,1968.75
222 : Manufacture of plastics products,L2EastWales,2062.5
222 : Manufacture of plastics products,J2SurreyEastandWestSusse,2187.5
222 : Manufacture of plastics products,D7Merseyside,2250
222 : Manufacture of plastics products,M8WestCentralScotland,2343.75
222 : Manufacture of plastics products,K2DorsetandSomerset,2781.25
222 : Manufacture of plastics products,H3Essex,2843.75
222 : Manufacture of plastics products,J3HampshireandIsleofWight,3031.25
222 : Manufacture of plastics products,C1TeesValleyandDurham,3062.5
222 : Manufacture of plastics products,J4Kent,3218.75
222 : Manufacture of plastics products,C2NorthumberlandandTyneand,3250
222 : Manufacture of plastics products,H2BedfordshireandHertfordsh,3281.25
222 : Manufacture of plastics products,K1GloucestershireWiltshire,3875
222 : Manufacture of plastics products,J1BerkshireBuckinghamshire,4125
222 : Manufacture of plastics products,E3SouthYorkshire,4500
222 : Manufacture of plastics products,G1HerefordshireWorcestershi,4562.5
222 : Manufacture of plastics products,E1EastYorkshireandNorthern,4687.5
222 : Manufacture of plastics products,G2ShropshireandStaffordshir,5062.5
222 : Manufacture of plastics products,D4Lancashire,6000
222 : Manufacture of plastics products,E4WestYorkshire,6375
222 : Manufacture of plastics products,G3WestMidlands,6875
222 : Manufacture of plastics products,H1EastAnglia,6875
222 : Manufacture of plastics products,L1WestWales,6875
222 : Manufacture of plastics products,F2LeicestershireRutlandand,7875
222 : Manufacture of plastics products,D3GreaterManchester,8125
222 : Manufacture of plastics products,F1DerbyshireandNottinghamsh,9750
231 : Manufacture of glass and glass products,M6HighlandsandIslands,3.75
231 : Manufacture of glass and glass products,I3InnerLondonWest,28.75
231 : Manufacture of glass and glass products,F3Lincolnshire,44.375
231 : Manufacture of glass and glass products,M5NorthEasternScotland,51.875
231 : Manufacture of glass and glass products,D1Cumbria,53.125
231 : Manufacture of glass and glass products,I6OuterLondonSouth,81.875
231 : Manufacture of glass and glass products,K3CornwallandIslesofScill,92.5
231 : Manufacture of glass and glass products,L2EastWales,125
231 : Manufacture of glass and glass products,I4InnerLondonEast,150
231 : Manufacture of glass and glass products,G1HerefordshireWorcestershi,196.875
231 : Manufacture of glass and glass products,K2DorsetandSomerset,221.875
231 : Manufacture of glass and glass products,J1BerkshireBuckinghamshire,225
231 : Manufacture of glass and glass products,K4Devon,262.5
231 : Manufacture of glass and glass products,J4Kent,281.25
231 : Manufacture of glass and glass products,E2NorthYorkshire,293.75
231 : Manufacture of glass and glass products,C1TeesValleyandDurham,296.875
231 : Manufacture of glass and glass products,K1GloucestershireWiltshire,334.375
231 : Manufacture of glass and glass products,E1EastYorkshireandNorthern,387.5
231 : Manufacture of glass and glass products,I5OuterLondonEastandNor,421.875
231 : Manufacture of glass and glass products,J3HampshireandIsleofWight,437.5
231 : Manufacture of glass and glass products,M8WestCentralScotland,437.5
231 : Manufacture of glass and glass products,M9SouthernScotland,456.25
231 : Manufacture of glass and glass products,C2NorthumberlandandTyneand,459.375
231 : Manufacture of glass and glass products,J2SurreyEastandWestSusse,475
231 : Manufacture of glass and glass products,D4Lancashire,481.25
231 : Manufacture of glass and glass products,F2LeicestershireRutlandand,518.75
231 : Manufacture of glass and glass products,G2ShropshireandStaffordshir,562.5
231 : Manufacture of glass and glass products,F1DerbyshireandNottinghamsh,600
231 : Manufacture of glass and glass products,I7OuterLondonWestandNor,712.5
